Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Георгиевская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
1	"Число избирателей, внесенных в списки"	64427	2152	2566	2912	1542	1934	2144	1940	471	1068	1912	728	2769	877	2580	2570	2497	1371	2488	378	2206	995	2380	1588	1830	2548	1819	2545	2711	1536	2137	372	2340	2162	2359					
2	"Число бюллетеней, полученных участковыми комиссиями"	64092	2140	2536	2930	1519	1970	2180	1947	459	1070	1965	720	2810	902	2580	2584	2456	1310	2557	403	2200	998	2380	1576	1767	2558	1828	2577	2727	1561	1866	350	2284	2100	2282					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27096	780	1055	1167	527	795	947	844	332	434	829	381	1116	359	1096	942	1036	530	1242	183	1051	488	1011	667	1100	1092	718	1033	971	488	988	225	835	942	892					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1260	40	34	38	16	82	30	22	9	20	34	16	65	25	64	29	26	8	46	18	51	17	87	49	13	36	36	52	32	35	99	4	52	35	40					
6	Число погашенных бюллетеней	35736	1320	1447	1725	976	1093	1203	1081	118	616	1102	323	1629	518	1420	1613	1394	772	1269	202	1098	493	1282	860	654	1430	1074	1492	1724	1038	779	121	1397	1123	1350					
7	Число бюллетеней в переносных ящиках для голосования	1260	40	34	38	16	82	30	22	9	20	34	16	65	25	64	29	26	8	46	18	51	17	87	49	13	36	36	52	32	35	99	4	52	35	40					
8	Число бюллетеней в стационарных ящиках для голосования	27092	780	1055	1167	527	795	947	844	332	434	829	381	1116	359	1096	942	1036	530	1242	183	1048	488	1011	666	1100	1092	718	1033	971	488	988	225	835	942	892					
9	Число недействительных бюллетеней	544	8	20	24	1	18	13	12	13	5	19	9	14	11	23	35	11	9	22	12	27	9	19	12	16	19	20	18	29	6	17	10	10	32	21					
10	Число действительных бюллетеней	27808	812	1069	1181	542	859	964	854	328	449	844	388	1167	373	1137	936	1051	529	1266	189	1072	496	1079	703	1097	1109	734	1067	974	517	1070	219	877	945	911					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	373	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	17	18	10	10	20	10	10	10	10	10	10	10	10	10	18	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	95	4	1	2	2	4	2	0	0	3	3	0	4	2	6	6	0	0	9	1	6	1	1	3	4	3	3	3	4	2	7	0	5	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	1	0	2	0	1	2	3	0	1	0	1	3	0	4	1	0	1	0	1	0	2	1	0	2	2	3	2	1	4	5	1	2	0	0					
14	Число погашенных открепительных удостоверений	278	6	9	8	8	6	8	10	10	7	7	10	6	8	4	4	10	10	8	17	4	9	19	7	6	7	7	7	6	8	3	10	13	10	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	481	9	9	20	6	16	19	6	7	13	12	11	30	14	19	13	14	7	20	11	12	7	24	11	28	21	14	16	12	10	22	5	13	19	11					
		1.69%	1.09%	0.82%	1.65%	1.10%	1.82%	1.94%	0.69%	2.05%	2.86%	1.39%	2.77%	2.54%	3.64%	1.63%	1.33%	1.31%	1.30%	1.55%	5.47%	1.09%	1.38%	2.18%	1.53%	2.51%	1.86%	1.85%	1.47%	1.19%	1.91%	2.02%	2.18%	1.46%	1.94%	1.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	217	7	15	9	3	6	6	1	0	1	2	2	9	2	13	8	6	3	7	0	5	4	4	3	18	6	5	7	11	5	21	2	9	12	5					
		0.76%	0.85%	1.37%	0.74%	0.55%	0.68%	0.61%	0.11%	0.0%	0.22%	0.23%	0.50%	0.76%	0.52%	1.12%	0.82%	0.56%	0.55%	0.54%	0.0%	0.45%	0.79%	0.36%	0.41%	1.61%	0.53%	0.66%	0.64%	1.09%	0.95%	1.93%	0.87%	1.01%	1.22%	0.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1046	25	28	32	49	20	40	32	19	11	30	11	33	16	47	26	42	24	39	9	37	24	49	29	63	37	31	56	42	22	29	5	35	24	30					
		3.68%	3.04%	2.57%	2.65%	9.02%	2.28%	4.09%	3.69%	5.57%	2.42%	3.47%	2.77%	2.79%	4.16%	4.05%	2.67%	3.95%	4.46%	3.02%	4.47%	3.36%	4.75%	4.46%	4.05%	5.66%	3.28%	4.11%	5.16%	4.18%	4.20%	2.66%	2.18%	3.94%	2.45%	3.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	428	12	20	25	11	13	16	26	1	3	8	11	9	4	15	9	10	7	11	6	11	7	21	7	14	24	12	22	13	13	27	5	12	11	12					
		1.50%	1.46%	1.83%	2.07%	2.02%	1.48%	1.63%	3.00%	0.29%	0.66%	0.92%	2.77%	0.76%	1.04%	1.29%	0.92%	0.94%	1.30%	0.85%	2.98%	1.00%	1.38%	1.91%	0.97%	1.25%	2.12%	1.59%	2.02%	1.29%	2.48%	2.48%	2.18%	1.35%	1.12%	1.28%					
22	"5. ""За Русь Святую"""	186	7	5	6	3	5	5	7	1	1	0	4	11	6	6	3	5	3	8	1	16	2	7	4	8	5	9	1	9	5	10	1	6	9	7					
		0.65%	0.85%	0.45%	0.49%	0.55%	0.57%	0.51%	0.80%	0.29%	0.22%	0.0%	1.00%	0.93%	1.56%	0.51%	0.30%	0.47%	0.55%	0.62%	0.49%	1.45%	0.39%	0.63%	0.55%	0.71%	0.44%	1.19%	0.09%	0.89%	0.95%	0.91%	0.43%	0.67%	0.92%	0.75%					
23	"6. ""Объединенная Российская партия ""Русь"""	78	0	2	3	4	0	2	3	0	2	2	2	0	3	0	1	3	2	1	2	4	2	8	1	7	3	1	2	1	6	3	0	0	3	5					
		0.27%	0.0%	0.18%	0.24%	0.73%	0.0%	0.20%	0.34%	0.0%	0.44%	0.23%	0.50%	0.0%	0.78%	0.0%	0.10%	0.28%	0.37%	0.07%	0.99%	0.36%	0.39%	0.72%	0.13%	0.62%	0.26%	0.13%	0.18%	0.09%	1.14%	0.27%	0.0%	0.0%	0.30%	0.53%					
24	"7. ""Новый курс - Автомобильная Россия"""	204	6	10	13	5	4	7	4	0	3	2	2	4	4	8	6	6	5	11	0	5	2	6	10	15	7	3	5	10	4	17	2	9	5	4					
		0.71%	0.73%	0.91%	1.07%	0.92%	0.45%	0.71%	0.46%	0.0%	0.66%	0.23%	0.50%	0.33%	1.04%	0.68%	0.61%	0.56%	0.92%	0.85%	0.0%	0.45%	0.39%	0.54%	1.39%	1.34%	0.62%	0.39%	0.46%	0.99%	0.76%	1.56%	0.87%	1.01%	0.51%	0.42%					
25	"8. ""Народно-республиканская партия России"""	40	1	2	1	0	0	0	1	4	0	0	1	2	0	2	4	1	0	1	1	3	0	1	1	2	5	2	0	3	0	0	0	0	0	2					
