Выборы Президента Российской Федерации																										
																										
Наименование Избирательной комиссии:    Верхнемамонская																										
																										
Итоги голосования 																										
																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, внесенных в список"	17596	588	1136	1982	1922	817	687	757	72	60	1134	713	1116	729	689	1698	840	563	1588	505					
2	Число полученных избирательных бюллетеней	17267	575	1147	1900	1896	814	684	735	80	79	1130	719	1091	696	667	1682	815	539	1528	490					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12436	391	839	1263	1527	649	459	564	54	43	662	532	679	465	533	1329	640	423	1008	376					
5	"Число избирательных бюллетеней, выданных вне помещения"	3241	89	127	157	124	110	170	162	16	15	416	156	385	222	134	203	152	105	394	104					
6	Число погашенных избирательных бюллетеней	1590	95	181	480	245	55	55	9	10	21	52	31	27	9	0	150	23	11	126	10					
7	Число избирательных бюллетеней в переносных ящиках	3241	89	127	157	124	110	170	162	16	15	416	156	385	222	134	203	152	105	394	104					
8	Число бюллетеней в стационарных ящиках для голосования	12436	391	839	1263	1527	649	459	564	54	43	662	532	679	465	533	1329	640	423	1008	376					
9	Число недействительных избирательных бюллетеней	115	3	0	2	8	1	4	2	0	0	3	4	52	7	0	7	2	0	16	4					
10	Число действительных избирательных бюллетеней	15562	477	966	1418	1643	758	625	724	70	58	1075	684	1012	680	667	1525	790	528	1386	476					
11	Число полученных открепительных  удостоверений	250	10	19	15	28	10	10	10	5	5	35	15	10	10	10	10	10	10	15	13					
12	Число выданных открепительных удостоверений	134	6	10	11	20	9	1	4	0	1	35	15	3	0	1	0	3	0	6	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	1	6	11	8	2	2	4	5	1	2	3	6	3	5	2	2	0	4	2					
14	Число неиспользованных открепительных удостоверений	116	4	9	4	8	1	9	6	5	4	0	0	7	10	9	10	7	10	9	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																										
18	. Глазьев Сергей Юрьевич	311	8	25	32	45	34	8	17	0	0	6	7	16	6	12	51	17	9	17	1					
		1.98%	1.67%	2.59%	2.25%	2.73%	4.48%	1.27%	2.34%	0.00%	0.00%	0.56%	1.02%	1.50%	0.87%	1.80%	3.33%	2.15%	1.70%	1.21%	0.21%					
19	. Малышкин Олег Александрович	451	15	25	57	47	32	16	31	3	4	20	19	22	14	11	52	11	17	36	19					
		2.88%	3.12%	2.59%	4.01%	2.85%	4.22%	2.54%	4.27%	4.29%	6.90%	1.86%	2.76%	2.07%	2.04%	1.65%	3.39%	1.39%	3.22%	2.57%	3.96%					
20	. Миронов Сергей Михайлович	108	4	2	16	14	4	0	5	0	0	9	8	6	4	5	14	3	0	10	4					
		0.69%	0.83%	0.21%	1.13%	0.85%	0.53%	0.00%	0.69%	0.00%	0.00%	0.83%	1.16%	0.56%	0.58%	0.75%	0.91%	0.38%	0.00%	0.71%	0.83%					
21	. Путин Владимир Владимирович	11139	339	688	891	1208	510	490	482	20	33	795	507	757	493	462	1127	611	414	946	366					
		71.05%	70.62%	71.22%	62.75%	73.17%	67.19%	77.90%	66.39%	28.57%	56.90%	73.75%	73.69%	71.15%	71.76%	69.27%	73.56%	77.15%	78.41%	67.48%	76.25%					
22	. Хакамада Ирина Муцуовна	241	9	22	23	32	9	9	8	0	0	45	9	10	5	2	24	8	8	15	3					
		1.54%	1.88%	2.28%	1.62%	1.94%	1.19%	1.43%	1.10%	0.00%	0.00%	4.17%	1.31%	0.94%	0.73%	0.30%	1.57%	1.01%	1.52%	1.07%	0.62%					
23	. Харитонов Николай Михайлович	3049	91	185	364	257	143	98	170	46	20	187	123	190	151	165	234	130	79	339	77					
		19.45%	18.96%	19.15%	25.63%	15.57%	18.84%	15.58%	23.42%	65.71%	34.48%	17.35%	17.88%	17.86%	21.98%	24.74%	15.27%	16.41%	14.96%	24.18%	16.04%					
																										
24	Против всех	263	11	19	35	40	26	4	11	1	1	13	11	11	7	10	23	10	1	23	6					
		1.68%	2.29%	1.97%	2.46%	2.42%	3.43%	0.64%	1.52%	1.43%	1.72%	1.21%	1.60%	1.03%	1.02%	1.50%	1.50%	1.26%	0.19%	1.64%	1.25%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
