Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Тоцкая																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	25860	1197	1067	1208	1192	1297	140	1022	1624	1291	1453	1305	1448	1572	1208	1030	300	213	203	142	529	109	285	476	99	290	62	47	253	189	179	167	370	256	172	190	167	799	104	284	226	296	626	236	192	345									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25772	1212	1078	1227	1197	1322	145	1039	1788	1144	1293	1088	1508	1486	1210	1040	300	212	211	146	538	111	289	483	99	293	64	47	257	189	180	172	379	259	177	193	166	812	107	292	281	310	633	238	203	354									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12485	483	672	672	504	570	58	359	565	661	711	566	555	686	523	437	171	142	141	105	259	63	196	273	59	127	36	30	169	108	145	108	192	121	89	102	115	439	48	138	205	194	325	106	107	150									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1691	195	89	82	158	113	22	9	14	34	38	15	17	22	73	121	19	16	21	10	68	16	16	51	8	10	3	7	41	7	6	13	19	12	16	8	4	70	12	43	21	12	60	19	20	61									
6	Число погашенных избирательных бюллетеней	11596	534	317	473	535	639	65	671	1209	449	544	507	936	778	614	482	110	54	49	31	211	32	77	159	32	156	25	10	47	74	29	51	168	126	72	83	47	303	47	111	55	104	248	113	76	143									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1691	195	89	82	158	113	22	9	14	34	38	15	17	22	73	121	19	16	21	10	68	16	16	51	8	10	3	7	41	7	6	13	19	12	16	8	4	70	12	43	21	12	60	19	20	61									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12483	483	672	672	504	570	58	358	565	661	711	566	555	686	523	437	171	142	141	105	259	63	196	273	59	127	36	30	169	108	145	108	192	121	89	102	115	439	48	138	205	194	325	105	107	150									
9	Число недействительных избирательных бюллетеней	246	11	9	0	9	4	0	6	18	31	9	11	10	15	15	10	4	0	3	0	3	1	0	9	0	1	2	0	2	1	3	14	5	2	1	8	0	6	7	1	1	2	6	3	1	2									
10	Число действительных избирательных бюллетеней	13928	667	752	754	653	679	80	361	561	664	740	570	562	693	581	548	186	158	159	115	324	78	212	315	67	136	37	37	208	114	148	107	206	131	104	102	119	503	53	180	225	204	379	121	126	209									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	347	13	13	13	13	13	3	13	15	15	15	14	38	13	4	3	5	4	4	3	9	3	3	5	2	4	2	2	5	3	3	3	5	5	3	3	3	10	3	5	5	10	13	5	13	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	295	13	13	13	13	13	3	2	12	15	3	7	38	13	4	1	5	4	4	3	5	3	3	5	2	4	2	1	5	0	1	3	5	0	3	3	3	9	3	5	5	10	13	4	13	6									
