Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Cараевская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795									
1	Число избирателей, внесенных в списки	17780	308	260	264	574	268	228	308	293	120	187	179	246	598	412	953	345	283	541	924	375	626	531	454	198	181	195	378	205	682	2255	1881	800	679	469	285	295									
2	Число бюллетеней, полученных участковыми комиссиями	17357	294	254	254	565	262	224	318	282	116	184	176	239	585	407	930	339	282	532	905	382	615	533	449	196	182	194	376	202	642	2132	1828	769	669	464	285	291									
3	Число бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число бюллетеней, выданных избирателям на избирательном участке	7570	162	67	101	226	198	84	133	152	70	136	106	86	175	134	380	162	120	220	553	154	265	244	239	87	94	95	209	83	259	945	639	235	259	187	163	148									
5	Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования	3106	67	115	68	75	6	87	63	105	19	19	29	84	239	162	224	119	67	159	122	106	123	49	79	57	45	67	61	60	61	95	68	48	158	82	44	74									
6	Число погашенных бюллетеней	6681	65	72	85	264	58	53	122	25	27	29	41	69	171	111	326	58	95	153	230	122	227	240	131	52	43	32	106	59	322	1092	1121	486	252	195	78	69									
7	Число бюллетеней в переносных ящиках для голосования	3106	67	115	68	75	6	87	63	105	19	19	29	84	239	162	224	119	67	159	122	106	123	49	79	57	45	67	61	60	61	95	68	48	158	82	44	74									
8	Число бюллетеней в стационарных ящиках для голосования	7570	162	67	101	226	198	84	133	152	70	136	106	86	175	134	380	162	120	220	553	154	265	244	239	87	94	95	209	83	259	945	639	235	259	187	163	148									
9	Число недействительных бюллетеней	125	7	0	1	1	4	1	0	2	0	0	3	2	5	3	3	4	7	7	13	3	5	7	2	4	1	2	2	4	2	11	6	2	5	0	0	6									
10	Число действительных бюллетеней	10551	222	182	168	300	200	170	196	255	89	155	132	168	409	293	601	277	180	372	662	257	383	286	316	140	138	160	268	139	318	1029	701	281	412	269	207	216									
11	Число открепительных удостоверений, полученных участковыми комиссиями	388	5	5	5	10	5	5	5	5	5	5	5	5	10	5	10	5	5	10	10	5	10	10	5	5	5	5	5	5	10	100	68	10	10	5	5	5									
12	Число открепительных удостоверений, выданных участковыми комиссиями	76	0	0	0	1	0	0	0	3	0	1	0	0	0	0	3	0	0	1	1	1	5	0	0	0	0	0	0	0	1	30	19	10	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	73	2	1	1	1	3	4	1	2	2	2	2	1	1	2	3	1	1	2	1	1	4	1	5	3	1	3	2	2	0	6	1	0	1	4	3	3									
14	Число погашенных открепительных удостоверений	312	5	5	5	9	5	5	5	2	5	4	5	5	10	5	7	5	5	9	9	4	5	10	5	5	5	5	5	5	9	70	49	0	10	5	5	5									
