Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Пожарская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867					
1	"Число избирателей, внесенных в список избирателей"	24735	170	1123	595	191	1097	183	74	127	394	609	2351	1672	1604	2185	1677	1423	2232	1178	992	1077	601	1224	1129	142	234	451					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25380	180	1160	612	196	1147	187	78	133	412	620	2400	1720	1636	2200	1725	1450	2290	1120	1020	1100	603	1288	1203	146	250	504					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12143	79	559	212	106	455	99	36	55	203	323	1134	878	878	1085	754	621	1124	644	503	483	303	652	526	88	124	219					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	455	13	77	26	6	32	6	7	4	17	28	19	9	11	17	12	18	26	14	9	5	27	32	29	1	2	8					
6	Число погашенных избирательных бюллетеней	12729	88	524	374	84	660	82	35	74	192	269	1247	833	747	1098	959	811	1140	409	508	612	273	604	648	57	124	277					
7	Число избирательных бюллетеней в переносных ящиках для голосования	508	13	77	26	6	32	6	7	4	17	28	19	9	11	17	12	18	26	67	9	5	27	32	29	1	2	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12138	79	558	212	106	455	99	36	55	203	323	1134	878	878	1085	754	621	1123	644	503	480	303	652	526	88	124	219					
9	Число недействительных избирательных бюллетеней	334	4	21	2	3	13	3	1	3	10	9	26	25	19	36	18	18	27	12	17	11	7	22	7	8	7	5					
10	Число действительных избирательных бюллетеней	12312	88	614	236	109	474	102	42	56	210	342	1127	862	870	1066	748	621	1122	699	495	474	323	662	548	81	119	222					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	574	15	35	20	10	35	10	5	10	20	15	20	20	20	19	20	20	25	20	15	20	15	55	60	5	15	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	510	13	31	16	10	35	10	5	10	20	15	20	16	12	19	16	18	25	7	10	8	15	50	60	4	15	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	183	6	5	3	9	6	5	3	6	3	8	4	3	4	22	9	4	8	23	12	4	12	9	8	2	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	64	2	4	4	0	0	0	0	0	0	0	0	4	8	0	4	2	0	13	5	12	0	5	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	0	0	0	2	0	0	0	0	2	1	3	2	4	4	2	1	0	1	1	0	2	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2733	18	162	42	19	79	14	9	14	34	53	265	204	188	295	172	119	260	167	120	105	58	140	97	20	19	60					
		21.61%	19.57%	25.51%	17.65%	16.96%	16.22%	13.33%	20.93%	23.73%	15.45%	15.10%	22.98%	22.99%	21.15%	26.77%	22.45%	18.62%	22.63%	23.49%	23.44%	21.65%	17.58%	20.47%	17.48%	22.47%	15.08%	26.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2311	21	104	41	11	73	46	12	14	41	64	218	148	158	199	140	120	222	163	96	121	50	113	79	11	29	17					
		18.27%	22.83%	16.38%	17.23%	9.82%	14.99%	43.81%	27.91%	23.73%	18.64%	18.23%	18.91%	16.69%	17.77%	18.06%	18.28%	18.78%	19.32%	22.93%	18.75%	24.95%	15.15%	16.52%	14.23%	12.36%	23.02%	7.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	129	0	7	5	1	1	0	1	0	3	6	12	10	5	14	5	6	15	11	3	3	8	3	5	1	0	4					
		1.02%	0.00%	1.10%	2.10%	0.89%	0.21%	0.00%	2.33%	0.00%	1.36%	1.71%	1.04%	1.13%	0.56%	1.27%	0.65%	0.94%	1.31%	1.55%	0.59%	0.62%	2.42%	0.44%	0.90%	1.12%	0.00%	1.76%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2801	17	144	55	15	172	11	6	6	46	81	257	222	207	237	181	136	273	137	122	84	61	158	117	10	13	33					
		22.15%	18.48%	22.68%	23.11%	13.39%	35.32%	10.48%	13.95%	10.17%	20.91%	23.08%	22.29%	25.03%	23.28%	21.51%	23.63%	21.28%	23.76%	19.27%	23.83%	17.32%	18.48%	23.10%	21.08%	11.24%	10.32%	14.54%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	283	0	11	8	1	6	1	1	2	3	5	40	20	24	35	22	14	25	15	6	9	13	13	9	0	0	0					
		2.24%	0.00%	1.73%	3.36%	0.89%	1.23%	0.95%	2.33%	3.39%	1.36%	1.42%	3.47%	2.25%	2.70%	3.18%	2.87%	2.19%	2.18%	2.11%	1.17%	1.86%	3.94%	1.90%	1.62%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3994	32	183	83	62	142	30	12	20	83	132	333	247	282	279	224	224	321	204	146	150	132	231	240	38	57	107					
