Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Междуреченская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609					
1	"Число избирателей, внесенных в списки"	5710	1873	288	198	496	411	227	136	409	483	406	721	62					
2	"Число бюллетеней, полученных участковыми комиссиями"	5741	1861	280	220	500	400	220	140	420	490	420	720	70					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3142	1069	99	119	249	216	134	77	253	288	189	404	45					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	916	162	106	38	131	95	59	21	89	69	72	57	17					
6	Число погашенных бюллетеней	1683	630	75	63	120	89	27	42	78	133	159	259	8					
7	Число бюллетеней в переносных ящиках для голосования	916	162	106	38	131	95	59	21	89	69	72	57	17					
8	Число бюллетеней в стационарных ящиках для голосования	3142	1069	99	119	249	216	134	77	253	288	189	404	45					
9	Число недействительных бюллетеней	79	11	7	4	12	7	3	0	6	7	6	16	0					
10	Число действительных бюллетеней	3979	1220	198	153	368	304	190	98	336	350	255	445	62					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	55	10	10	15	15	10	5	15	15	15	30	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	6	0	0	0	0	1	0	14	1	3	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	4	2	0	1	2	0	0	2	3	0	1	0					
14	Число погашенных открепительных удостоверений	171	49	10	10	15	15	9	5	1	14	12	26	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	49	16	1	3	3	3	2	0	8	4	1	7	1					
		1.20%	1.29%	0.48%	1.91%	0.78%	0.96%	1.03%	0.0%	2.33%	1.12%	0.38%	1.51%	1.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	43	13	2	3	2	5	2	4	4	4	1	3	0					
		1.05%	1.05%	0.97%	1.91%	0.52%	1.60%	1.03%	4.08%	1.16%	1.12%	0.38%	0.65%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	168	44	3	5	22	10	20	3	13	19	12	12	5					
		4.13%	3.57%	1.46%	3.18%	5.78%	3.21%	10.36%	3.06%	3.80%	5.32%	4.59%	2.60%	8.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	31	11	2	0	6	1	0	0	2	3	3	2	1					
		0.76%	0.89%	0.97%	0.0%	1.57%	0.32%	0.0%	0.0%	0.58%	0.84%	1.14%	0.43%	1.61%					
22	"5. ""За Русь Святую"""	22	5	2	0	2	1	4	0	1	3	2	2	0					
		0.54%	0.40%	0.97%	0.0%	0.52%	0.32%	2.07%	0.0%	0.29%	0.84%	0.76%	0.43%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	1	0	1	1	0	0	0	0	0	0	0	0					
		0.07%	0.08%	0.0%	0.63%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	13	3	1	0	2	2	1	0	0	1	0	2	1					
		0.32%	0.24%	0.48%	0.0%	0.52%	0.64%	0.51%	0.0%	0.0%	0.28%	0.0%	0.43%	1.61%					
25	"8. ""Народно-республиканская партия России"""	3	0	0	0	2	0	0	0	0	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	1	1	0	2	0	0	0	0	1	1	1	0					
		0.17%	0.08%	0.48%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.28%	0.38%	0.21%	0.0%					
27	"10. ""Аграрная партия России"""	701	183	20	7	38	38	46	22	124	85	81	47	10					
		17.27%	14.86%	9.75%	4.45%	10.0%	12.21%	23.83%	22.44%	36.25%	23.80%	31.03%	10.19%	16.12%					
28	"11. ""Истинные патриоты России"""	6	0	0	0	2	0	1	0	1	1	1	0	0					
		0.14%	0.0%	0.0%	0.0%	0.52%	0.0%	0.51%	0.0%	0.29%	0.28%	0.38%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	37	9	2	2	4	1	1	0	5	5	1	6	1					
		0.91%	0.73%	0.97%	1.27%	1.05%	0.32%	0.51%	0.0%	1.46%	1.40%	0.38%	1.30%	1.61%					
30	"13. ""Демократическая партия России"""	8	1	0	1	0	2	0	0	1	1	1	1	0					
		0.19%	0.08%	0.0%	0.63%	0.0%	0.64%	0.0%	0.0%	0.29%	0.28%	0.38%	0.21%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	3	1	0	0	1	1	2	0	1	0	1	0					
		0.24%	0.24%	0.48%	0.0%	0.0%	0.32%	0.51%	2.04%	0.0%	0.28%	0.0%	0.21%	0.0%					
32	"15. ""Партия СЛОН"""	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	192	62	23	11	13	17	6	2	15	11	10	19	3					
		4.73%	5.03%	11.21%	7.00%	3.42%	5.46%	3.10%	2.04%	4.38%	3.08%	3.83%	4.12%	4.83%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	2	1	0	0	2	0	0	1	0	1	0	0					
		0.17%	0.16%	0.48%	0.0%	0.0%	0.64%	0.0%	0.0%	0.29%	0.0%	0.38%	0.0%	0.0%					
35	"18. ""ЛДПР"""	373	154	26	19	35	21	5	6	20	26	19	38	4					
		9.19%	12.51%	12.68%	12.10%	9.21%	6.75%	2.59%	6.12%	5.84%	7.28%	7.27%	8.24%	6.45%					
