Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Снежинская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291					
1	"Число избирателей, внесенных в список избирателей"	41512	2375	1948	1564	1597	2166	2700	1939	2784	2691	2542	2597	2339	2392	1584	2675	2070	2600	2256	453	240					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39800	2300	1900	1500	1600	2000	2600	1900	2700	2700	2500	2600	2100	2400	1500	2600	2000	2600	1700	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	26313	1754	1206	1001	954	1286	1548	1261	1720	1568	1641	1743	1560	1530	995	1754	1344	1648	1444	226	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	857	7	53	34	23	139	34	18	33	31	54	38	10	44	27	28	14	37	191	36	6					
6	Число погашенных избирательных бюллетеней	12630	539	641	465	623	575	1018	621	947	1101	805	819	530	826	478	818	642	915	65	138	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	857	7	53	34	23	139	34	18	33	31	54	38	10	44	27	28	14	37	191	36	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26271	1754	1206	1000	954	1285	1547	1261	1720	1568	1640	1743	1560	1525	995	1752	1344	1648	1413	226	130					
9	Число недействительных избирательных бюллетеней	399	16	23	10	16	25	29	20	19	28	20	26	22	17	17	26	26	26	25	5	3					
10	Число действительных избирательных бюллетеней	26729	1745	1236	1024	961	1399	1552	1259	1734	1571	1674	1755	1548	1552	1005	1754	1332	1659	1579	257	133					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	541	44	26	21	25	31	30	20	25	30	31	30	44	22	29	35	30	35	30	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	483	42	26	21	23	25	21	13	24	29	28	28	44	20	25	24	25	34	28	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	275	6	2	15	5	12	7	3	2	9	22	5	12	4	15	17	13	15	89	21	1					
14	Число погашенных неиспользованных открепительных удостоверений	58	2	0	0	2	6	9	7	1	1	3	2	0	2	4	11	5	1	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	5	2	3	1	3	1	2	5	4	3	4	3	4	1	2	4	2	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3956	248	187	143	165	239	217	197	312	221	274	282	198	221	137	240	207	226	186	41	15					
		14.58%	14.08%	14.85%	13.83%	16.89%	16.78%	13.73%	15.40%	17.80%	13.82%	16.17%	15.83%	12.61%	14.09%	13.41%	13.48%	15.24%	13.41%	11.60%	15.65%	11.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2253	136	92	69	76	126	141	111	138	159	114	119	143	148	76	132	104	119	175	46	29					
		8.31%	7.72%	7.31%	6.67%	7.78%	8.85%	8.92%	8.68%	7.87%	9.94%	6.73%	6.68%	9.11%	9.43%	7.44%	7.42%	7.66%	7.06%	10.91%	17.56%	21.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	238	12	12	17	8	7	12	11	13	16	16	13	18	13	8	21	16	10	15	0	0					
		0.88%	0.68%	0.95%	1.64%	0.82%	0.49%	0.76%	0.86%	0.74%	1.00%	0.94%	0.73%	1.15%	0.83%	0.78%	1.18%	1.18%	0.59%	0.94%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3505	206	173	156	122	177	195	148	223	186	250	266	215	229	138	232	182	241	118	36	12					
		12.92%	11.70%	13.74%	15.09%	12.49%	12.43%	12.33%	11.57%	12.72%	11.63%	14.76%	14.94%	13.69%	14.60%	13.50%	13.03%	13.40%	14.30%	7.36%	13.74%	8.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	949	85	47	48	29	54	44	34	39	53	70	60	68	41	50	70	48	71	32	2	4					
		3.50%	4.83%	3.73%	4.64%	2.97%	3.79%	2.78%	2.66%	2.22%	3.31%	4.13%	3.37%	4.33%	2.61%	4.89%	3.93%	3.53%	4.21%	1.99%	0.76%	2.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15691	1044	717	586	556	789	941	750	997	927	944	1006	897	895	594	1047	766	984	1048	131	72					
		57.84%	59.28%	56.95%	56.67%	56.91%	55.41%	59.52%	58.64%	56.87%	57.97%	55.73%	56.49%	57.13%	57.04%	58.12%	58.82%	56.41%	58.40%	65.34%	50.00%	52.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	137	14	8	5	5	7	2	8	12	9	6	9	9	5	2	12	9	8	5	1	1					
		0.51%	0.80%	0.64%	0.48%	0.51%	0.49%	0.13%	0.63%	0.68%	0.56%	0.35%	0.51%	0.57%	0.32%	0.20%	0.67%	0.66%	0.47%	0.31%	0.38%	0.74%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
