Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Успенская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №5501	УИК №5502	УИК №5503	УИК №5504	УИК №5505	УИК №5506	УИК №5507	УИК №5508	УИК №5509	УИК №5510	УИК №5511	УИК №5512	УИК №5513	УИК №5514	УИК №5515	УИК №5516	УИК №5517	УИК №5518	УИК №5519	УИК №5520	УИК №5521	УИК №5522	УИК №5523	УИК №5524					
1	"Число избирателей, внесенных в список избирателей"	29590	1740	2499	2272	2304	1240	332	1547	1476	1502	1384	1275	376	853	145	195	245	1036	1141	1509	782	476	2599	1784	878					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26891	1608	2244	2056	2124	1127	306	1417	1343	1328	1248	1182	340	783	130	176	229	951	1052	1367	713	438	2334	1617	778					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19685	1170	1817	1332	1789	835	257	1012	963	1098	1043	768	300	533	83	126	148	677	807	873	493	342	1626	1122	471					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2267	221	165	203	88	87	12	85	108	54	86	75	22	73	7	11	10	115	74	240	72	34	162	150	113					
6	Число погашенных избирательных бюллетеней	4939	217	262	521	247	205	37	320	272	176	119	339	18	177	40	39	71	159	171	254	148	62	546	345	194					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2266	221	165	203	88	87	12	85	108	54	86	74	22	73	7	11	10	115	74	240	72	34	162	150	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19674	1170	1817	1332	1789	835	257	1012	963	1098	1043	768	300	533	83	126	148	677	807	873	493	342	1615	1122	471					
9	Число недействительных избирательных бюллетеней	323	24	36	27	31	19	7	12	0	23	15	6	4	10	2	7	6	7	16	8	7	7	25	19	5					
10	Число действительных избирательных бюллетеней	21617	1367	1946	1508	1846	903	262	1085	1071	1129	1114	836	318	596	88	130	152	785	865	1105	558	369	1752	1253	579					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	508	20	32	31	32	20	13	29	26	27	22	24	5	21	5	4	10	22	27	30	21	10	45	22	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	508	20	32	31	32	20	13	29	26	27	22	24	5	21	5	4	10	22	27	30	21	10	45	22	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	94	4	10	7	5	2	0	1	6	2	2	2	1	4	5	2	3	6	3	1	3	1	2	15	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	0	7	1	0	0	0	0	1	3	2	0	1	0	0	0	0	0	0	0	0	1	5	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1861	111	199	185	244	76	20	52	85	71	66	69	18	57	6	10	16	63	73	48	54	20	115	115	88					
		8.48%	7.98%	10.04%	12.05%	12.99%	8.24%	7.43%	4.74%	7.94%	6.16%	5.85%	8.19%	5.59%	9.41%	6.67%	7.30%	10.13%	7.95%	8.29%	4.31%	9.56%	5.32%	6.47%	9.04%	15.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1434	8	94	129	143	9	12	17	2	7	3	145	6	88	12	28	29	98	110	13	20	53	192	117	99					
		6.54%	0.58%	4.74%	8.40%	7.62%	0.98%	4.46%	1.55%	0.19%	0.61%	0.27%	17.22%	1.86%	14.52%	13.33%	20.44%	18.35%	12.37%	12.49%	1.17%	3.54%	14.10%	10.80%	9.20%	16.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	147	8	17	14	8	6	1	7	1	2	3	8	0	5	1	1	2	2	9	9	5	1	14	5	18					
		0.67%	0.58%	0.86%	0.91%	0.43%	0.65%	0.37%	0.64%	0.09%	0.17%	0.27%	0.95%	0.00%	0.83%	1.11%	0.73%	1.27%	0.25%	1.02%	0.81%	0.88%	0.27%	0.79%	0.39%	3.08%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3672	232	380	306	154	181	57	163	229	158	194	130	70	88	8	21	16	131	137	156	104	33	340	256	128					
		16.74%	16.68%	19.17%	19.93%	8.20%	19.63%	21.19%	14.86%	21.38%	13.72%	17.18%	15.44%	21.74%	14.52%	8.89%	15.33%	10.13%	16.54%	15.55%	14.02%	18.41%	8.78%	19.13%	20.13%	21.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	211	1	31	5	17	8	1	15	2	2	9	14	15	2	3	3	2	9	4	17	4	3	27	9	8					
		0.96%	0.07%	1.56%	0.33%	0.91%	0.87%	0.37%	1.37%	0.19%	0.17%	0.80%	1.66%	4.66%	0.33%	3.33%	2.19%	1.27%	1.14%	0.45%	1.53%	0.71%	0.80%	1.52%	0.71%	1.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14185	1006	1207	858	1276	620	168	825	750	889	838	462	208	355	57	64	87	470	529	858	367	259	1054	744	234					
		64.65%	72.32%	60.90%	55.90%	67.98%	67.25%	62.45%	75.21%	70.03%	77.17%	74.22%	54.87%	64.60%	58.58%	63.33%	46.72%	55.06%	59.34%	60.05%	77.09%	64.96%	68.88%	59.31%	58.49%	40.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	107	1	18	11	4	3	3	6	2	0	1	8	1	1	1	3	0	12	3	4	4	0	10	7	4					
		0.49%	0.07%	0.91%	0.72%	0.21%	0.33%	1.12%	0.55%	0.19%	0.00%	0.09%	0.95%	0.31%	0.17%	1.11%	2.19%	0.00%	1.52%	0.34%	0.36%	0.71%	0.00%	0.56%	0.55%	0.68%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
