Выборы Президента Российской Федерации																																				
																																				
"Наименование Избирательной комиссии:    Хабаровск, Краснофлотская"																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183					
1	"Число избирателей, внесенных в список"	65595	800	1949	1730	1828	2331	2149	2377	2349	2716	2783	2705	2747	978	2767	2400	2778	1991	2500	593	2910	1979	2692	2221	2621	2318	2280	2545	2683	2875					
2	Число полученных избирательных бюллетеней	63990	790	1800	1800	1600	2300	2000	2400	2400	2600	2500	2600	2800	1000	2700	2400	2700	2000	2500	700	2800	2000	2700	2300	2600	2100	2000	2500	2700	2700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	39575	381	1737	1182	1244	1431	1400	1498	1318	1557	1671	1402	1714	525	1611	1538	1759	1229	1597	133	1372	1223	1649	1162	1587	1341	1175	1609	1826	1704					
5	"Число избирательных бюллетеней, выданных вне помещения"	2908	119	0	68	172	81	72	53	97	68	57	98	33	102	102	19	38	61	47	454	181	88	121	166	70	134	150	79	39	139					
6	Число погашенных избирательных бюллетеней	21507	290	63	550	184	788	528	849	985	975	772	1100	1053	373	987	843	903	710	856	113	1247	689	930	972	943	625	675	812	835	857					
7	Число избирательных бюллетеней в переносных ящиках	2906	119	0	68	172	81	72	53	97	68	57	98	33	102	102	19	38	61	47	454	181	88	121	166	70	134	150	79	39	137					
8	Число бюллетеней в стационарных ящиках для голосования	39571	381	1737	1182	1244	1431	1400	1498	1317	1557	1671	1402	1714	525	1610	1538	1759	1229	1595	133	1372	1223	1649	1162	1587	1341	1175	1609	1826	1704					
9	Число недействительных избирательных бюллетеней	374	1	7	13	5	15	16	21	13	9	20	19	0	26	20	19	17	10	16	12	10	8	0	0	16	10	12	25	34	0					
10	Число действительных избирательных бюллетеней	42103	499	1730	1237	1411	1497	1456	1530	1401	1616	1708	1481	1747	601	1692	1538	1780	1280	1626	575	1543	1303	1770	1328	1641	1465	1313	1663	1831	1841					
11	Число полученных открепительных  удостоверений	1718	30	215	55	100	40	73	49	50	50	51	80	53	50	50	60	55	50	40	0	50	40	55	50	50	50	60	60	100	52					
12	Число выданных открепительных удостоверений	1518	22	206	53	84	39	68	44	42	39	50	71	51	25	43	49	54	49	35	0	41	37	49	29	41	49	55	59	82	52					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1167	37	102	33	44	44	33	27	33	32	29	60	24	17	24	31	21	49	36	140	17	22	37	15	38	11	38	19	40	114					
14	Число неиспользованных открепительных удостоверений	200	8	9	2	16	1	5	5	8	11	1	9	2	25	7	11	1	1	5	0	9	3	6	21	9	1	5	1	18	0					
15	"Число открепительных удостоверений, выданных в ТИК"	82	0	0	1	0	1	6	3	1	3	3	1	3	1	0	1	1	2	0	0	2	3	5	10	5	3	3	14	2	8					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	2442	27	45	87	78	102	99	105	106	91	114	90	119	27	102	110	102	82	93	42	89	54	108	67	96	76	45	71	114	101					
		5.75%	5.40%	2.59%	6.96%	5.51%	6.75%	6.73%	6.77%	7.50%	5.60%	6.60%	6.00%	6.81%	4.31%	5.96%	7.06%	5.68%	6.36%	5.66%	7.16%	5.73%	4.12%	6.10%	5.05%	5.79%	5.15%	3.40%	4.21%	6.11%	5.49%					
19	. Малышкин Олег Александрович	1302	20	48	31	22	43	32	38	43	39	58	63	52	20	56	38	64	35	39	11	48	30	60	43	33	53	42	79	89	73					
		3.07%	4.00%	2.76%	2.48%	1.55%	2.84%	2.17%	2.45%	3.04%	2.40%	3.36%	4.20%	2.98%	3.19%	3.27%	2.44%	3.56%	2.71%	2.38%	1.87%	3.09%	2.29%	3.39%	3.24%	1.99%	3.59%	3.17%	4.68%	4.77%	3.97%					
20	. Миронов Сергей Михайлович	464	9	24	14	14	22	21	26	25	20	21	12	28	4	13	22	19	14	15	6	14	7	19	6	18	12	5	24	16	14					
		1.09%	1.80%	1.38%	1.12%	0.99%	1.46%	1.43%	1.68%	1.77%	1.23%	1.22%	0.80%	1.60%	0.64%	0.76%	1.41%	1.06%	1.09%	0.91%	1.02%	0.90%	0.53%	1.07%	0.45%	1.09%	0.81%	0.38%	1.42%	0.86%	0.76%					
21	. Путин Владимир Владимирович	28301	325	1333	791	976	1001	946	1006	882	1095	1107	1004	1113	421	1130	1020	1177	840	1066	375	1056	895	1198	946	1102	1056	1037	1076	1180	1147					
		66.63%	65.00%	76.74%	63.28%	68.93%	66.20%	64.27%	64.86%	62.38%	67.38%	64.06%	66.93%	63.71%	67.15%	66.00%	65.51%	65.50%	65.12%	64.92%	63.88%	68.00%	68.27%	67.68%	71.23%	66.51%	71.59%	78.26%	63.74%	63.27%	62.30%					
22	. Хакамада Ирина Муцуовна	2340	28	110	74	111	82	77	98	89	112	104	88	125	24	94	92	107	89	125	19	58	53	102	77	72	68	45	71	63	83					
		5.51%	5.60%	6.33%	5.92%	7.84%	5.42%	5.23%	6.32%	6.29%	6.89%	6.02%	5.87%	7.16%	3.83%	5.49%	5.91%	5.95%	6.90%	7.61%	3.24%	3.73%	4.04%	5.76%	5.80%	4.35%	4.61%	3.40%	4.21%	3.38%	4.51%					
23	. Харитонов Николай Михайлович	4380	41	35	132	97	172	189	149	162	146	171	122	184	66	181	158	191	146	166	79	194	186	191	118	222	132	93	193	212	252					
		10.31%	8.20%	2.01%	10.56%	6.85%	11.38%	12.84%	9.61%	11.46%	8.98%	9.90%	8.13%	10.53%	10.53%	10.57%	10.15%	10.63%	11.32%	10.11%	13.46%	12.49%	14.19%	10.79%	8.89%	13.40%	8.95%	7.02%	11.43%	11.37%	13.69%					
																																				
24	Против всех	2874	49	135	108	113	75	92	108	94	113	133	102	126	39	116	98	120	74	122	43	84	78	92	71	98	68	46	149	157	171					
		6.77%	9.80%	7.77%	8.64%	7.98%	4.96%	6.25%	6.96%	6.65%	6.95%	7.70%	6.80%	7.21%	6.22%	6.78%	6.29%	6.68%	5.74%	7.43%	7.33%	5.41%	5.95%	5.20%	5.35%	5.91%	4.61%	3.47%	8.83%	8.42%	9.29%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
