Выборы Президента Российской Федерации																																							
Дата голосования: 02.03.2008																																							
																																							
"Наименование Избирательной комиссии:    Хабаровск, Краснофлотская"																																							
																																							
Сводная таблица результатов выборов																																							
																																							
	Число участковых избирательных комиссий	32																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	32																																					
																																							
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189					
1	"Число избирателей, включенных в списки избирателей"	66049	803	1482	1873	1994	2200	1685	1145	2426	2025	2661	2562	2795	1035	2853	2576	2468	2727	2068	2607	355	1262	1604	2141	2687	2519	2529	2329	1957	2877	2860	2707	237					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	61350	700	1500	1500	2000	2000	1500	1000	2200	2000	2500	2500	2500	1000	2700	2500	2200	2500	2000	2500	500	1150	1500	2000	2500	2500	2200	2000	1500	2700	2500	2500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	46461	581	1393	1340	1402	1498	1253	809	1849	1361	1774	1783	2004	733	1918	1774	1729	1887	1506	1851	114	929	1207	1590	1875	1794	1697	1728	1200	1940	1925	1797	220					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2475	82	1	58	151	65	41	21	44	102	60	56	72	84	57	104	14	38	50	38	240	69	93	79	82	166	67	120	129	36	81	158	17					
6	Число погашенных избирательных бюллетеней	12414	37	106	102	447	437	206	170	307	537	666	661	424	183	725	622	457	575	444	611	146	152	200	331	543	540	436	152	171	724	494	545	263					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2475	82	1	58	151	65	41	21	44	102	60	56	72	84	57	104	14	38	50	38	240	69	93	79	82	166	67	120	129	36	81	158	17					
8	Число бюллетеней в стационарных ящиках для голосования	46444	580	1388	1340	1400	1498	1253	809	1849	1361	1774	1783	1996	733	1918	1774	1729	1887	1506	1851	114	929	1206	1590	1875	1794	1697	1728	1200	1940	1925	1797	220					
9	Число недействительных избирательных бюллетеней	875	11	42	42	49	20	18	18	26	18	35	47	84	16	39	27	37	25	26	53	6	10	13	18	36	0	27	22	24	22	29	35	0					
10	Число действительных избирательных бюллетеней	48044	651	1347	1356	1502	1543	1276	812	1867	1445	1799	1792	1984	801	1936	1851	1706	1900	1530	1836	348	988	1286	1651	1921	1960	1737	1826	1305	1954	1977	1920	237					
11	Число полученных открепительных  удостоверений	1462	40	40	50	60	40	40	40	40	40	40	60	55	40	77	70	40	40	50	45	0	40	50	40	65	45	50	40	75	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1274	40	33	43	46	38	33	20	30	24	37	52	52	34	64	64	35	40	41	45	0	26	43	34	65	43	45	36	61	50	50	50	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1061	18	53	49	59	32	24	32	27	35	39	36	34	16	33	33	39	37	33	31	51	17	28	29	40	17	22	16	25	23	50	29	54					
14	Число неиспользованных открепительных удостоверений	188	0	7	7	14	2	7	20	10	16	3	8	3	6	13	6	5	0	9	0	0	14	7	6	0	2	5	4	14	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	73	0	0	0	1	0	1	1	2	2	1	3	3	3	2	3	2	0	4	5	0	0	1	6	8	7	2	4	5	3	1	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	Богданов Андрей Владимирович	1078	23	49	52	55	53	36	12	25	48	46	47	45	8	51	48	34	38	27	23	9	12	22	29	39	36	32	40	10	46	36	42	5					
		2.20%	3.47%	3.53%	3.72%	3.55%	3.39%	2.78%	1.45%	1.32%	3.28%	2.51%	2.56%	2.18%	0.98%	2.58%	2.56%	1.95%	1.97%	1.74%	1.22%	2.54%	1.20%	1.69%	1.74%	1.99%	1.84%	1.81%	2.16%	0.75%	2.33%	1.79%	2.15%	2.11%					
19	Жириновский Владимир Вольфович	6788	114	227	197	187	220	210	114	187	220	279	333	272	112	303	322	240	193	120	147	43	151	175	218	280	240	225	287	131	328	345	337	31					
		13.88%	17.22%	16.34%	14.09%	12.06%	14.08%	16.23%	13.73%	9.88%	15.04%	15.21%	18.11%	13.15%	13.71%	15.34%	17.15%	13.77%	10.03%	7.71%	7.78%	12.15%	15.13%	13.47%	13.06%	14.31%	12.24%	12.76%	15.53%	9.86%	16.60%	17.20%	17.24%	13.08%					
20	Зюганов Геннадий Андреевич	8097	98	112	309	288	255	229	145	288	285	278	346	367	111	354	296	348	322	294	161	76	129	197	275	355	214	334	288	195	360	394	339	55					
		16.55%	14.80%	8.06%	22.10%	18.57%	16.31%	17.70%	17.47%	15.21%	19.48%	15.16%	18.81%	17.75%	13.59%	17.92%	15.76%	19.97%	16.73%	18.89%	8.52%	21.47%	12.93%	15.17%	16.48%	18.14%	10.92%	18.93%	15.58%	14.67%	18.22%	19.64%	17.34%	23.21%					
21	Медведев Дмитрий Анатольевич	32081	416	959	798	972	1015	801	541	1367	892	1196	1066	1300	570	1228	1185	1084	1347	1089	1505	220	696	892	1129	1247	1470	1146	1211	969	1220	1202	1202	146					
		65.58%	62.84%	69.04%	57.08%	62.67%	64.94%	61.90%	65.18%	72.21%	60.97%	65.21%	57.97%	62.86%	69.77%	62.18%	63.10%	62.19%	69.97%	69.99%	79.67%	62.15%	69.74%	68.67%	67.65%	63.72%	75.00%	64.97%	65.53%	72.91%	61.74%	59.92%	61.48%	61.60%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
