Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Могойтуйская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56					
1	"Число избирателей, внесенных в списки избирателей"	17313	1390	1874	2923	849	448	197	728	138	898	1102	815	320	718	627	624	609	597	795	378	844	100	339					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15942	1148	1502	2345	810	455	195	691	136	890	1150	820	330	680	580	580	610	590	790	370	820	110	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13197	981	1411	2154	687	383	76	491	109	699	849	575	271	562	496	524	542	456	630	370	601	65	265					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2569	167	91	191	123	63	117	200	25	182	227	240	47	118	84	56	65	130	140	0	210	27	66					
6	Число погашенных избирательных бюллетеней	176	0	0	0	0	9	2	0	2	9	74	5	12	0	0	0	3	4	20	0	9	18	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2569	167	91	191	123	63	117	200	25	182	227	240	47	118	84	56	65	130	140	0	210	27	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13195	981	1411	2154	687	382	76	491	109	699	849	575	271	562	496	523	542	456	630	370	601	65	265					
9	Число недействительных избирательных бюллетеней	79	3	11	10	0	0	0	8	0	2	14	1	0	9	2	6	3	2	1	1	3	1	2					
10	Число действительных избирательных бюллетеней	15685	1145	1491	2335	810	445	193	683	134	879	1062	814	318	671	578	573	604	584	769	369	808	91	329					
