Выборы Президента Российской Федерации																																																								
Дата голосования: 02.03.2008																																																								
																																																								
Наименование Избирательной комиссии:    Чайковская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
	Число участковых избирательных комиссий	49																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	49																																																						
																																																								
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035	УИК №4036	УИК №4037	УИК №4038	УИК №4039	УИК №4040	УИК №4041	УИК №4042	УИК №4043	УИК №4044	УИК №4045	УИК №4046	УИК №4047	УИК №4048	УИК №4049					
1	"Число избирателей, включенных в списки избирателей"	84104	2756	2765	2806	2759	2634	2850	2121	1994	2126	1159	2291	1570	2494	2623	2277	2408	2621	2731	2392	2324	2265	2342	2906	814	352	715	321	2834	2100	2457	2897	261	1051	879	661	2593	958	416	1730	1857	488	353	843	1186	469	898	491	507	759					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	75850	2500	2500	2550	2500	2400	2600	1900	1800	1750	1050	2100	1400	2250	2350	2050	2150	2400	2300	2150	2150	2100	2150	2650	700	350	650	350	2550	1850	2200	2600	250	950	800	600	2350	900	350	1550	1700	450	300	750	1100	400	800	450	450	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	43633	1335	1411	1425	1460	1248	1616	1150	1044	1243	623	1285	755	1430	1340	1257	1411	1359	1521	1233	1294	1214	1178	1428	295	126	279	238	1717	1054	1206	1261	168	542	375	343	1485	489	234	804	856	195	84	405	615	127	473	255	235	512					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3118	44	41	43	86	60	18	29	48	38	24	55	29	82	73	28	77	51	30	39	10	17	18	55	142	20	118	83	65	88	38	104	44	85	50	61	28	112	20	167	105	51	81	117	70	217	134	16	56	51					
6	Число погашенных избирательных бюллетеней	29079	1121	1048	1082	954	1092	966	721	708	469	403	760	616	738	937	765	662	990	749	878	846	869	954	1167	263	184	253	29	768	708	956	1235	38	323	375	196	837	299	96	579	739	204	135	228	415	56	193	179	159	137					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3138	44	41	43	86	60	18	29	48	38	24	55	29	82	73	28	77	51	30	39	10	17	18	55	142	40	118	83	65	88	38	104	44	85	50	61	28	112	20	167	105	51	81	117	70	217	134	16	56	51					
8	Число бюллетеней в стационарных ящиках для голосования	43624	1334	1411	1425	1460	1248	1612	1148	1044	1243	623	1285	755	1430	1340	1257	1411	1359	1521	1232	1294	1214	1178	1428	295	126	279	238	1717	1054	1206	1260	168	542	375	343	1485	489	234	804	856	195	84	405	615	127	473	255	235	512					
9	Число недействительных избирательных бюллетеней	401	14	10	14	11	16	24	10	15	9	8	7	11	7	0	7	17	9	21	14	16	11	5	15	3	0	1	3	16	8	12	5	6	4	1	1	20	9	1	7	8	1	0	4	2	8	2	2	2	4					
10	Число действительных избирательных бюллетеней	46361	1364	1442	1454	1535	1292	1606	1167	1077	1272	639	1333	773	1505	1413	1278	1471	1401	1530	1257	1288	1220	1191	1468	434	166	396	318	1766	1134	1232	1359	206	623	424	403	1493	592	253	964	953	245	165	518	683	336	605	269	289	559					
11	Число полученных открепительных  удостоверений	961	25	25	25	25	25	29	25	25	30	20	25	20	20	25	25	25	25	31	25	35	25	15	25	10	10	10	0	25	25	25	25	1	10	10	10	35	18	10	25	25	2	10	10	25	10	10	10	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	669	17	24	18	16	24	27	14	18	25	7	14	9	16	22	21	23	21	30	13	32	20	12	19	8	2	3	0	22	18	14	17	0	8	8	7	35	16	4	10	11	0	3	6	14	1	7	2	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	534	23	3	18	26	10	8	6	20	31	12	21	13	19	7	16	29	23	41	13	13	8	8	5	3	0	2	11	18	18	18	10	0	4	2	3	9	8	0	10	8	1	3	5	6	3	5	2	1	11					
14	Число неиспользованных открепительных удостоверений	291	7	1	7	9	1	2	11	7	5	13	11	11	4	3	4	2	4	1	12	3	5	3	6	2	8	7	0	3	7	11	8	1	2	2	3	0	2	6	15	14	2	7	4	11	9	3	8	7	17					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	36	0	0	2	0	0	4	1	0	0	1	2	1	1	2	1	0	1	0	1	1	5	2	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
