Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Зубцовская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309					
1	"Число избирателей, внесенных в списки избирателей"	14578	406	117	132	106	356	193	341	102	430	1053	1977	989	602	974	884	181	129	283	91	362	522	281	159	385	337	402	170	172	186	161	101	1128	480	138	248					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13680	400	115	130	110	360	190	340	95	400	950	1800	900	550	900	850	170	140	270	90	325	500	260	140	350	310	410	160	160	170	160	100	1100	400	125	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7142	210	65	67	47	221	90	149	52	220	522	1069	577	292	436	370	50	67	169	60	193	148	166	68	228	168	225	69	93	72	63	38	550	146	68	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2144	98	25	28	33	71	68	97	26	31	30	59	26	26	49	152	91	45	34	11	78	164	59	40	50	87	110	43	31	68	57	29	119	127	16	66					
6	Число погашенных избирательных бюллетеней	4394	92	25	35	30	68	32	94	17	149	398	672	297	232	415	328	29	28	67	19	54	188	35	32	72	55	75	48	36	30	40	33	431	127	41	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2144	98	25	28	33	71	68	97	26	31	30	59	26	26	49	152	91	45	34	11	78	164	59	40	50	87	110	43	31	68	57	29	119	127	16	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7142	210	65	67	47	221	90	149	52	220	522	1069	577	292	436	370	50	67	169	60	193	148	166	68	228	168	225	69	93	72	63	38	550	146	68	114					
9	Число недействительных избирательных бюллетеней	62	1	0	0	0	1	0	1	0	3	5	7	7	3	2	1	0	1	3	2	1	3	7	0	4	2	0	1	0	0	1	0	5	0	0	1					
10	Число действительных избирательных бюллетеней	9224	307	90	95	80	291	158	245	78	248	547	1121	596	315	483	521	141	111	200	69	270	309	218	108	274	253	335	111	124	140	119	67	664	273	84	179					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	525	25	7	8	12	32	9	15	7	10	20	25	20	15	15	35	7	12	15	7	12	15	12	8	15	20	30	8	13	10	10	12	25	15	7	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	333	17	0	8	12	29	4	15	1	8	7	20	6	1	11	25	2	12	14	4	10	2	7	0	4	20	30	3	11	1	10	6	15	1	0	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	212	5	0	0	0	3	2	5	2	9	11	22	18	5	13	9	1	1	9	2	11	2	5	3	9	18	2	1	5	0	2	1	13	20	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	192	8	7	0	0	3	5	0	6	2	13	5	14	14	4	10	5	0	1	3	2	13	5	8	11	0	0	5	2	9	0	6	10	14	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	1	0	4	0	1	0	4	1	0	2	2	6	2	4	1	0	1	1	0	3	0	0	0	3	2	1	0	1	0	2	0	0	2	1	0					
