Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Зубцовская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в список избирателей"	14145	368	104	367	197	197	350	96	1139	1908	1236	639	977	360	319	540	289	139	374	333	422	156	149	392	122	226	169	153	91	1154	876	165	138					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12929	350	100	350	200	200	350	100	1000	1700	1100	600	850	350	300	500	250	150	350	300	400	150	150	350	100	200	150	150	79	1000	800	150	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6379	154	58	171	56	61	135	40	535	1021	705	282	434	169	158	145	179	55	186	154	205	62	68	122	51	77	55	54	39	520	323	45	60					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1855	82	22	55	57	60	74	22	37	62	35	30	41	89	50	187	35	16	31	64	87	34	17	89	15	45	56	43	22	148	126	89	35					
6	Число погашенных избирательных бюллетеней	4695	114	20	124	87	79	141	38	428	617	360	288	375	92	92	168	36	79	133	82	108	54	65	139	34	78	39	53	18	332	351	16	55					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1855	82	22	55	57	60	74	22	37	62	35	30	41	89	50	187	35	16	31	64	87	34	17	89	15	45	56	43	22	148	126	89	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6344	154	58	171	56	61	135	40	535	1021	670	282	434	169	158	145	179	55	186	154	205	62	68	122	51	77	55	54	39	520	323	45	60					
9	Число недействительных избирательных бюллетеней	126	2	0	2	0	0	1	0	8	22	21	5	14	1	0	7	3	0	9	2	5	0	0	1	2	2	1	0	0	9	5	1	3					
10	Число действительных избирательных бюллетеней	8073	234	80	224	113	121	208	62	564	1061	684	307	461	257	208	325	211	71	208	216	287	96	85	210	64	120	110	97	61	659	444	133	92					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	25	11	25	25	8	15	5	18	30	13	12	11	35	10	15	15	14	11	20	30	10	10	9	10	10	9	10	7	20	12	10	15					
