Выборы Президента Российской Федерации																																																									
Дата голосования: 04.03.2012																																																									
																																																									
Наименование Избирательной комиссии:    Шумихинская																																																									
																																																									
Сводная таблица итогов голосования																																																									
																																																									
	Число участковых избирательных комиссий	46																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	46																																																							
																																																									
		Сумма	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065									
1	Число избирателей, включенных в список избирателей	24492	645	518	624	43	791	571	667	1011	953	1165	611	1157	1129	1008	1181	640	1066	1375	99	146	531	88	759	267	82	864	584	335	212	63	678	174	108	130	492	297	408	358	389	285	591	281	377	122	350	267									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	25020	650	520	630	60	790	570	680	1020	970	1180	620	1170	1130	1020	1200	640	1090	1390	100	180	540	90	780	290	80	910	600	350	230	70	680	170	110	150	510	300	420	370	410	280	600	290	400	140	360	280									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	13149	366	254	344	43	423	345	340	597	475	613	299	550	523	453	670	350	578	638	76	109	275	44	375	164	54	364	317	225	152	49	449	119	63	88	257	151	216	220	266	176	325	161	191	82	172	148									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2837	36	48	53	0	57	43	80	93	104	105	40	144	154	134	103	43	117	154	9	22	56	24	118	41	5	157	67	25	23	3	55	17	11	21	108	39	99	51	37	25	33	60	88	20	73	42									
6	Число погашенных избирательных бюллетеней	9034	248	218	233	17	310	182	260	330	391	462	281	476	453	433	427	247	395	598	15	49	209	22	287	85	21	389	216	100	55	18	176	34	36	41	145	110	105	99	107	79	242	69	121	38	115	90									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2837	36	48	53	0	57	43	80	93	104	105	40	144	154	134	103	43	117	154	9	22	56	24	118	41	5	157	67	25	23	3	55	17	11	21	108	39	99	51	37	25	33	60	88	20	73	42									
8	Число бюллетеней в стационарных ящиках для голосования	13149	366	254	344	43	423	345	340	597	475	613	299	550	523	453	670	350	578	638	76	109	275	44	375	164	54	364	317	225	152	49	449	119	63	88	257	151	216	220	266	176	325	161	191	82	172	148									
9	Число недействительных избирательных бюллетеней	142	4	7	7	1	4	3	5	4	8	6	6	3	5	4	9	1	5	6	1	0	3	0	4	1	0	7	3	3	1	2	5	0	0	0	3	1	4	1	2	3	5	1	1	0	3	0									
10	Число действительных избирательных бюллетеней	15844	398	295	390	42	476	385	415	686	571	712	333	691	672	583	764	392	690	786	84	131	328	68	489	204	59	514	381	247	174	50	499	136	74	109	362	189	311	270	301	198	353	220	278	102	242	190									
11	Число полученных открепительных  удостоверений	732	7	9	15	0	8	8	12	14	26	15	10	10	13	16	17	8	31	15	7	37	10	10	20	30	10	21	15	21	25	12	20	5	10	20	30	12	20	20	25	12	13	17	35	20	11	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	732	7	9	15	0	8	8	12	14	26	15	10	10	13	16	17	8	31	15	7	37	10	10	20	30	10	21	15	21	25	12	20	5	10	20	30	12	20	20	25	12	13	17	35	20	11	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	194	4	6	4	2	7	10	4	15	10	3	0	11	6	8	1	3	14	6	1	1	3	1	6	2	1	1	2	5	4	1	2	1	3	0	9	1	6	6	2	1	7	2	2	1	7	2									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	18	0	1	0	0	2	0	1	3	0	1	0	0	1	3	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
19	Жириновский Владимир Вольфович	1079	26	25	23	3	33	15	25	32	41	42	27	37	46	40	56	38	49	49	10	9	33	1	27	14	3	48	19	22	19	1	27	6	3	5	29	19	27	15	17	14	30	23	16	10	8	17									
		6.75%	6.47%	8.28%	5.79%	6.98%	6.88%	3.87%	5.95%	4.64%	7.08%	5.85%	7.96%	5.33%	6.79%	6.81%	7.24%	9.67%	7.05%	6.19%	11.76%	6.87%	9.97%	1.47%	5.48%	6.83%	5.08%	9.21%	4.95%	8.80%	10.86%	1.92%	5.36%	4.41%	4.05%	4.59%	7.95%	10.00%	8.57%	5.54%	5.61%	6.97%	8.38%	10.41%	5.73%	9.80%	3.27%	8.95%									
20	Зюганов Геннадий Андреевич	2529	79	43	68	2	104	68	67	127	78	97	51	136	92	87	136	71	100	122	20	22	48	9	71	28	13	95	81	43	34	7	83	11	3	4	41	23	62	38	25	21	46	47	40	20	31	35									
		15.82%	19.65%	14.24%	17.13%	4.65%	21.67%	17.53%	15.95%	18.41%	13.47%	13.51%	15.04%	19.60%	13.59%	14.82%	17.59%	18.07%	14.39%	15.40%	23.53%	16.79%	14.50%	13.24%	14.40%	13.66%	22.03%	18.23%	21.09%	17.20%	19.43%	13.46%	16.47%	8.09%	4.05%	3.67%	11.23%	12.11%	19.68%	14.02%	8.25%	10.45%	12.85%	21.27%	14.34%	19.61%	12.65%	18.42%									
21	Миронов Сергей Михайлович	470	13	9	10	1	17	14	8	24	16	14	10	21	19	16	30	9	25	19	1	5	16	2	20	6	3	18	17	10	2	0	20	1	2	1	6	5	8	7	9	5	9	1	10	5	6	0									
