Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Балейская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15657	365	731	1248	854	1054	771	860	744	419	346	716	711	726	215	878	341	176	149	84	206	144	178	420	97	104	95	874	610	220	270	112	160	445	87	88	159									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15759	373	745	1267	806	1060	775	814	749	419	352	724	714	741	221	897	348	178	153	87	206	145	182	426	102	106	91	883	620	226	279	114	161	452	87	92	164									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4910	81	212	349	230	358	267	270	117	87	109	185	156	157	69	297	111	126	67	23	114	69	53	129	33	48	49	214	256	96	86	54	63	197	37	37	104									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	524	8	12	6	31	15	11	10	10	13	12	13	43	38	3	83	24	7	12	3	6	7	9	27	6	6	3	18	13	16	16	4	2	16	4	10	7									
6	Число погашенных избирательных бюллетеней	10325	284	521	912	545	687	497	534	622	319	231	526	515	546	149	517	213	45	74	61	86	69	120	270	63	52	39	651	351	114	177	56	96	239	46	45	53									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	524	8	12	6	31	15	11	10	10	13	12	13	43	38	3	83	24	7	12	3	6	7	9	27	6	6	3	18	13	16	16	4	2	16	4	10	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4910	81	212	349	230	358	267	270	117	87	109	185	156	157	69	297	111	126	67	23	114	69	53	129	33	48	49	214	256	96	86	54	63	197	37	37	104									
9	Число недействительных избирательных бюллетеней	277	3	5	10	5	25	40	19	7	6	16	3	13	10	5	29	6	3	6	0	4	1	1	9	0	1	1	14	8	5	1	3	0	10	1	2	5									
10	Число действительных избирательных бюллетеней	5157	86	219	345	256	348	238	261	120	94	105	195	186	185	67	351	129	130	73	26	116	75	61	147	39	53	51	218	261	107	101	55	65	203	40	45	106									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	369	6	14	29	20	25	20	19	17	10	8	19	17	18	6	21	8	4	4	2	5	3	5	10	2	3	2	20	15	5	6	3	3	11	2	2	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	54	3	3	4	0	6	0	4	1	0	0	2	2	1	0	5	0	0	0	0	0	0	1	4	0	0	1	5	5	5	0	0	0	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	30	0	0	0	0	4	0	2	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	7	4	2	0	0	1	1	0	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	315	3	11	25	20	19	20	15	16	10	8	17	15	17	6	16	8	4	4	2	5	3	4	6	2	3	1	15	10	0	6	3	3	9	2	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	3	1	7	3	5	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	60	1	2	4	4	5	5	1	2	0	1	1	3	4	0	6	0	0	0	0	2	1	1	0	0	0	1	1	3	1	0	1	0	6	0	1	3									
		1.10%	1.12%	0.89%	1.13%	1.53%	1.34%	1.80%	0.36%	1.57%	0.00%	0.83%	0.51%	1.51%	2.05%	0.00%	1.58%	0.00%	0.00%	0.00%	0.00%	1.67%	1.32%	1.61%	0.00%	0.00%	0.00%	1.92%	0.43%	1.12%	0.89%	0.00%	1.72%	0.00%	2.82%	0.00%	2.13%	2.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	155	3	7	14	7	15	12	6	4	3	2	7	4	8	0	6	0	2	1	0	1	5	2	9	1	2	4	7	5	0	4	2	0	5	0	1	6									
		2.85%	3.37%	3.13%	3.94%	2.68%	4.02%	4.32%	2.14%	3.15%	3.00%	1.65%	3.54%	2.01%	4.10%	0.00%	1.58%	0.00%	1.50%	1.27%	0.00%	0.83%	6.58%	3.23%	5.77%	2.56%	3.70%	7.69%	3.02%	1.86%	0.00%	3.92%	3.45%	0.00%	2.35%	0.00%	2.13%	5.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	131	2	3	13	8	7	7	7	7	1	1	11	6	6	1	9	2	0	3	0	1	0	0	3	0	0	1	5	11	4	0	1	1	1	1	1	7									
		2.41%	2.25%	1.34%	3.66%	3.07%	1.88%	2.52%	2.50%	5.51%	1.00%	0.83%	5.56%	3.02%	3.08%	1.39%	2.37%	1.48%	0.00%	3.80%	0.00%	0.83%	0.00%	0.00%	1.92%	0.00%	0.00%	1.92%	2.16%	4.09%	3.57%	0.00%	1.72%	1.54%	0.47%	2.44%	2.13%	6.31%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2161	36	96	122	92	139	101	90	54	41	44	65	64	66	30	155	58	73	28	15	57	47	26	58	12	29	22	121	110	63	32	26	28	91	16	19	35									
		39.77%	40.45%	42.86%	34.37%	35.25%	37.27%	36.33%	32.14%	42.52%	41.00%	36.36%	32.83%	32.16%	33.85%	41.67%	40.79%	42.96%	54.89%	35.44%	57.69%	47.50%	61.84%	41.94%	37.18%	30.77%	53.70%	42.31%	52.16%	40.89%	56.25%	31.37%	44.83%	43.08%	42.72%	39.02%	40.43%	31.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	0	1	2	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	1	1	1									
		0.29%	0.00%	0.45%	0.56%	0.38%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	2.13%	0.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1									
