Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Бичурская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86					
1	"Число избирателей, внесенных в список избирателей"	18716	1017	845	1012	658	673	541	1287	1304	657	243	229	251	723	102	803	110	297	289	43	324	332	114	503	261	494	194	156	274	1145	381	326	465	333	763	225	353	701	288					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16900	950	800	950	600	500	500	1050	1050	600	230	220	240	680	90	780	110	270	300	50	320	300	100	450	230	450	180	150	250	1020	350	300	420	300	680	210	320	650	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8428	366	284	360	238	233	166	452	464	227	156	145	155	362	83	287	81	222	174	36	232	213	65	199	106	236	72	110	154	462	182	132	271	203	345	154	277	313	211					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1624	56	44	81	83	54	116	69	70	74	17	15	24	59	7	77	9	25	34	6	30	20	8	39	39	39	26	16	45	81	34	51	67	38	60	33	24	50	4					
6	Число погашенных избирательных бюллетеней	6848	528	472	509	279	213	218	529	516	299	57	60	61	259	0	416	20	23	92	8	58	67	27	212	85	175	82	24	51	477	134	117	82	59	275	23	19	287	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1624	56	44	81	83	54	116	69	70	74	17	15	24	59	7	77	9	25	34	6	30	20	8	39	39	39	26	16	45	81	34	51	67	38	60	33	24	50	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8428	366	284	360	238	233	166	452	464	227	156	145	155	362	83	287	81	222	174	36	232	213	65	199	106	236	72	110	154	462	182	132	271	203	345	154	277	313	211					
9	Число недействительных избирательных бюллетеней	123	7	7	2	4	4	4	7	5	7	1	2	5	2	1	6	1	1	2	0	1	2	2	4	2	5	1	0	6	5	8	1	1	1	2	1	7	6	0					
10	Число действительных избирательных бюллетеней	9929	415	321	439	317	283	278	514	529	294	172	158	174	419	89	358	89	246	206	42	261	231	71	234	143	270	97	126	193	538	208	182	337	240	403	186	294	357	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	498	30	20	25	15	15	10	30	30	13	5	15	5	15	5	20	5	10	10	3	10	10	5	15	5	15	5	5	7	30	10	10	15	10	20	5	12	18	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	339	10	9	6	11	12	10	4	3	3	5	15	5	15	5	17	5	10	10	3	10	10	5	10	5	6	5	5	7	30	4	10	15	6	18	5	3	17	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	10	0	3	1	2	1	8	2	1	0	1	1	2	2	2	3	3	2	4	0	1	2	3	2	3	1	1	8	5	2	2	2	1	1	0	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	150	20	11	19	4	3	0	26	27	10	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	9	0	0	0	0	6	0	0	4	2	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
