Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Дальнереченская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288					
1	"Число избирателей, внесенных в списки избирателей"	9284	1304	503	910	214	653	50	288	129	249	1025	115	139	598	212	165	231	305	825	258	282	320	509					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9193	1300	520	920	150	630	50	288	120	250	1040	110	150	585	210	170	230	300	820	250	275	320	505					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	49	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6492	780	331	632	133	550	48	201	82	199	676	101	121	373	156	110	155	235	565	161	253	239	391					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	483	40	28	59	8	33	0	15	38	25	45	5	6	30	14	11	11	15	57	36	0	0	7					
6	Число погашенных избирательных бюллетеней	2169	480	161	195	9	47	2	72	0	26	319	4	23	182	40	49	64	50	198	38	22	81	107					
7	Число избирательных бюллетеней в переносных ящиках для голосования	532	40	28	93	8	33	0	15	38	25	45	5	6	30	14	11	11	15	57	51	0	0	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6491	780	331	632	133	550	48	200	82	199	676	101	121	373	156	110	155	235	565	161	253	239	391					
9	Число недействительных избирательных бюллетеней	75	4	4	7	0	5	0	3	1	9	6	0	1	9	4	3	3	2	4	3	3	1	3					
10	Число действительных избирательных бюллетеней	6948	816	355	718	141	578	48	212	119	215	715	106	126	394	166	118	163	248	618	209	250	238	395					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	295	18	10	20	10	30	5	5	7	8	40	0	20	20	10	10	10	17	20	10	5	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	275	18	10	19	10	30	0	5	7	8	40	0	18	20	10	10	7	17	20	6	0	5	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	122	8	3	4	4	10	1	5	3	3	13	1	4	6	8	6	4	9	9	6	4	7	4					
14	Число погашенных неиспользованных открепительных удостоверений	20	0	0	1	0	0	5	0	0	0	0	0	2	0	0	0	3	0	0	4	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	279	54	21	26	0	22	1	5	3	10	28	3	5	23	5	3	3	5	30	14	12	2	4					
		3.97%	6.59%	5.85%	3.59%	0.00%	3.77%	2.08%	2.33%	2.50%	4.46%	3.88%	2.83%	3.94%	5.71%	2.94%	2.48%	1.81%	2.00%	4.82%	6.60%	4.74%	0.84%	1.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	1	1	0	0	5	1	3	0	1	3	0	0	2	0	0	0	1	2	0	2	0	1					
		0.33%	0.12%	0.28%	0.00%	0.00%	0.86%	2.08%	1.40%	0.00%	0.45%	0.42%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.40%	0.32%	0.00%	0.79%	0.00%	0.25%					
20	3.Политическая партия «Демократическая партия России»	10	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	1	0	0					
		0.14%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	2.48%	0.00%	0.00%	0.16%	0.47%	0.40%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	861	71	53	59	18	69	3	41	12	46	97	28	11	86	15	25	22	44	40	20	9	48	44					
		12.26%	8.66%	14.76%	8.14%	12.77%	11.84%	6.25%	19.07%	10.00%	20.54%	13.45%	26.42%	8.66%	21.34%	8.82%	20.66%	13.25%	17.60%	6.43%	9.43%	3.56%	20.08%	11.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1					
		0.11%	0.24%	0.00%	0.00%	0.00%	0.17%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.79%	0.25%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	14	2	1	2	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	1	2	0	0					
		0.20%	0.24%	0.28%	0.28%	0.00%	0.17%	0.00%	0.00%	0.83%	0.45%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.47%	0.79%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	789	94	50	101	16	44	4	31	18	32	76	8	8	46	13	28	9	48	18	20	16	31	78					
		11.23%	11.46%	13.93%	13.93%	11.35%	7.55%	8.33%	14.42%	15.00%	14.29%	10.54%	7.55%	6.30%	11.41%	7.65%	23.14%	5.42%	19.20%	2.89%	9.43%	6.32%	12.97%	19.60%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	413	52	23	46	5	36	1	11	5	8	68	7	1	19	18	5	4	14	15	23	20	6	26					
		5.88%	6.34%	6.41%	6.34%	3.55%	6.17%	2.08%	5.12%	4.17%	3.57%	9.43%	6.60%	0.79%	4.71%	10.59%	4.13%	2.41%	5.60%	2.41%	10.85%	7.91%	2.51%	6.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	45	6	0	3	0	4	0	2	1	1	6	0	1	4	0	0	3	5	3	1	0	1	4					
		0.64%	0.73%	0.00%	0.41%	0.00%	0.69%	0.00%	0.93%	0.83%	0.45%	0.83%	0.00%	0.79%	0.99%	0.00%	0.00%	1.81%	2.00%	0.48%	0.47%	0.00%	0.42%	1.01%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4472	525	200	481	101	396	38	117	79	115	431	59	98	210	115	54	120	131	505	129	185	148	235					
		63.68%	64.02%	55.71%	66.34%	71.63%	67.92%	79.17%	54.42%	65.83%	51.34%	59.78%	55.66%	77.17%	52.11%	67.65%	44.63%	72.29%	52.40%	81.19%	60.85%	73.12%	61.92%	59.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	34	6	6	0	1	0	0	1	0	1	4	1	1	2	0	0	2	0	2	0	3	2	2					
