Выборы Президента Российской Федерации																															
Дата голосования: 18.03.2018																															
																															
Наименование Избирательной комиссии:    Назрановская городская																															
																															
Сводная таблица итогов голосования																															
																															
	Число участковых избирательных комиссий	20																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	20																													
																															
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82									
1	"Число избирателей, включенных в список избирателей"	44047	1544	1688	2100	2605	2500	2525	1017	1486	1996	2519	2131	2545	1853	2000	2599	2541	2743	2528	2761	2366									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44397	1500	1650	2100	2600	2500	2550	1300	1450	2000	2500	2100	2500	2300	2000	2600	2500	2700	2500	2800	2247									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	34983	1201	1309	1649	2042	2011	1963	772	1192	1560	2011	1663	1976	1853	1554	2077	1991	2150	1967	2186	1856									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	388	13	68	6	0	0	2	245	0	5	6	8	0	0	2	3	1	1	9	0	19									
6	Число погашенных избирательных бюллетеней	9026	286	273	445	558	489	585	283	258	435	483	429	524	447	444	520	508	549	524	614	372									
7	Число избирательных бюллетеней в переносных ящиках для голосования	388	13	68	6	0	0	2	245	0	5	6	8	0	0	2	3	1	1	9	0	19									
8	Число бюллетеней в стационарных ящиках для голосования	34983	1201	1309	1649	2042	2011	1963	772	1192	1560	2011	1663	1976	1853	1554	2077	1991	2150	1967	2186	1856									
9	Число недействительных избирательных бюллетеней	181	10	10	0	49	0	0	3	10	22	0	33	0	0	2	0	0	14	2	4	22									
10	Число действительных избирательных бюллетеней	35190	1204	1367	1655	1993	2011	1965	1014	1182	1543	2017	1638	1976	1853	1554	2080	1992	2137	1974	2182	1853									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
13	Бабурин Сергей Николаевич	316	11	6	15	20	18	18	7	12	3	18	13	20	17	14	16	52	19	18	18	1									
		0.89%	0.91%	0.44%	0.91%	0.98%	0.90%	0.92%	0.69%	1.01%	0.19%	0.89%	0.78%	1.01%	0.92%	0.90%	0.77%	2.61%	0.88%	0.91%	0.82%	0.05%									
14	Грудинин Павел Николаевич	2126	71	70	85	114	107	113	61	68	135	116	102	118	110	91	124	124	151	115	134	117									
		6.01%	5.85%	5.08%	5.14%	5.58%	5.32%	5.75%	5.99%	5.70%	8.63%	5.75%	6.10%	5.97%	5.94%	5.85%	5.96%	6.22%	7.02%	5.82%	6.13%	6.24%									
15	Жириновский Владимир Вольфович	1626	65	5	90	114	107	105	53	62	7	102	92	112	99	82	112	112	116	59	117	15									
		4.60%	5.35%	0.36%	5.44%	5.58%	5.32%	5.34%	5.21%	5.20%	0.45%	5.06%	5.51%	5.67%	5.34%	5.27%	5.38%	5.62%	5.39%	2.99%	5.35%	0.80%									
16	Путин Владимир Владимирович	29301	996	1210	1388	1644	1673	1615	848	986	1314	1681	1347	1624	1535	1291	1720	1584	1744	1647	1803	1651									
		82.84%	82.04%	87.87%	83.87%	80.51%	83.19%	82.19%	83.38%	82.72%	83.96%	83.34%	80.61%	82.19%	82.84%	82.97%	82.69%	79.52%	81.08%	83.35%	82.48%	88.05%									
17	Собчак Ксения Анатольевна	772	26	34	33	43	44	46	20	22	40	47	37	46	40	32	45	40	49	51	50	27									
		2.18%	2.14%	2.47%	1.99%	2.11%	2.19%	2.34%	1.97%	1.85%	2.56%	2.33%	2.21%	2.33%	2.16%	2.06%	2.16%	2.01%	2.28%	2.58%	2.29%	1.44%									
18	Сурайкин Максим Александрович	80	2	8	5	5	4	4	1	3	6	4	3	4	4	3	4	10	2	4	2	2									
		0.23%	0.16%	0.58%	0.30%	0.24%	0.20%	0.20%	0.10%	0.25%	0.38%	0.20%	0.18%	0.20%	0.22%	0.19%	0.19%	0.50%	0.09%	0.20%	0.09%	0.11%									
19	Титов Борис Юрьевич	605	23	8	26	35	38	42	17	22	5	37	32	40	33	29	41	56	41	36	41	3									
		1.71%	1.89%	0.58%	1.57%	1.71%	1.89%	2.14%	1.67%	1.85%	0.32%	1.83%	1.92%	2.02%	1.78%	1.86%	1.97%	2.81%	1.91%	1.82%	1.88%	0.16%									
20	Явлинский Григорий Алексеевич	364	10	26	13	18	20	22	7	7	33	12	12	12	15	12	18	14	15	44	17	37									
		1.03%	0.82%	1.89%	0.79%	0.88%	0.99%	1.12%	0.69%	0.59%	2.11%	0.59%	0.72%	0.61%	0.81%	0.77%	0.87%	0.70%	0.70%	2.23%	0.78%	1.97%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
