Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Лесозаводская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
1	"Число избирателей, внесенных в списки избирателей"	39475	1051	918	1664	868	1144	1519	1926	1813	1656	1675	1479	1389	1762	1398	1065	824	2020	273	1466	1516	1229	1694	1874	242	116	1151	336	653	121	513	130	323	566	275	535	207	806	605	205	468					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37250	980	850	1580	810	1080	1470	1790	1750	1600	1610	1400	1350	1650	1330	1000	800	1550	260	1350	1400	1150	1620	1780	236	115	1055	314	663	118	508	120	318	570	273	536	214	813	590	202	445					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	19	0	0	0	0	0	27	0	0	0	28	0	0	73					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20927	490	375	754	402	583	732	882	1029	968	933	909	804	983	541	481	373	1399	132	719	739	524	821	950	182	91	701	205	374	92	329	89	200	343	168	286	135	484	327	123	275					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1200	35	28	50	33	41	21	59	74	20	16	25	31	17	61	55	30	33	14	59	65	49	27	71	12	0	64	20	14	6	17	7	16	18	14	28	12	27	21	3	7					
6	Число погашенных избирательных бюллетеней	14914	455	447	776	375	456	717	849	647	612	661	466	515	650	728	464	397	118	114	572	596	577	772	759	42	24	228	70	275	20	162	24	102	182	91	222	67	274	242	76	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1409	35	28	50	33	41	21	59	74	20	16	25	31	17	61	55	30	33	14	59	65	49	27	71	12	0	126	39	14	6	17	7	16	45	14	28	12	55	21	3	80					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20922	490	375	754	402	583	732	882	1029	968	933	909	804	982	540	481	373	1397	132	718	739	524	821	950	182	91	701	205	374	92	329	89	200	343	168	286	135	484	327	123	275					
9	Число недействительных избирательных бюллетеней	190	0	1	6	7	7	9	6	7	9	14	5	4	13	4	1	3	14	1	5	7	3	2	11	3	1	17	5	7	0	0	1	1	7	1	4	1	1	0	0	2					
10	Число действительных избирательных бюллетеней	22141	525	402	798	428	617	744	935	1096	979	935	929	831	986	597	535	400	1416	145	772	797	570	846	1010	191	90	810	239	381	98	346	95	215	381	181	310	146	538	348	126	353					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	925	25	25	25	25	25	25	25	25	60	55	25	25	25	25	25	25	50	25	25	25	25	25	25	10	10	20	15	20	10	20	10	15	15	15	20	15	15	20	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	412	11	5	15	8	12	11	22	20	54	43	16	14	16	8	5	8	24	4	11	12	3	9	13	2	2	11	2	7	2	1	0	5	4	0	3	5	4	13	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	274	6	6	5	4	5	5	5	9	16	8	13	11	9	13	6	6	10	5	5	12	8	11	6	6	4	10	3	4	3	4	9	9	7	6	3	3	7	5	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	513	14	20	10	17	13	14	3	5	6	12	9	11	9	17	20	17	26	21	14	13	22	16	12	8	8	9	13	13	8	19	10	10	11	15	17	10	11	7	8	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	1	3	0	1	0	3	1	2	1	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	658	17	9	23	9	19	17	25	32	23	26	32	28	34	14	10	11	16	6	18	24	17	22	31	9	1	29	7	8	3	9	2	2	23	5	18	7	24	8	9	31					
