Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Первомайская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581					
1	"Число избирателей, внесенных в списки"	15607	161	1116	557	1429	133	118	805	147	279	152	113	380	236	331	1496	1480	1390	934	663	317	343	223	261	340	318	567	454	215	195	454					
2	"Число бюллетеней, полученных участковыми комиссиями"	15389	161	1112	557	1431	136	118	811	147	278	153	114	382	239	333	1442	1362	1322	934	658	320	345	222	261	341	321	567	457	213	193	459					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8690	103	537	310	740	53	96	386	115	172	127	59	213	131	205	908	823	709	490	384	183	205	163	136	220	196	311	251	113	122	229					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	882	3	59	25	90	34	2	52	6	9	0	11	25	37	17	42	70	13	47	46	21	30	31	52	30	13	28	23	10	8	48					
6	Число погашенных бюллетеней	5817	55	516	222	601	49	20	373	26	97	26	44	144	71	111	492	469	600	397	228	116	110	28	73	91	112	228	183	90	63	182					
7	Число бюллетеней в переносных ящиках для голосования	882	3	59	25	90	34	2	52	6	9	0	11	25	37	17	42	70	13	47	46	21	30	31	52	30	13	28	23	10	8	48					
8	Число бюллетеней в стационарных ящиках для голосования	8689	103	537	310	740	53	96	386	115	172	127	59	213	131	205	908	823	709	490	384	183	205	163	136	220	196	311	251	113	121	229					
9	Число недействительных бюллетеней	117	1	3	11	7	3	0	3	0	0	1	1	13	0	3	6	10	12	2	2	0	1	2	0	10	4	6	3	4	2	7					
10	Число действительных бюллетеней	9454	105	593	324	823	84	98	435	121	181	126	69	225	168	219	944	883	710	535	428	204	234	192	188	240	205	333	271	119	127	270					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	270	10	15	10	10	10	10	10	10	10	10	10	5	5	10	10	10	10	5	5	5	10	5	10	10	10	10	10	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	0	11	2	4	0	0	6	2	1	0	0	4	1	3	10	3	8	2	3	2	0	0	0	0	10	2	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	2	4	2	4	1	1	0	1	2	1	1	1	1	2	1	4	4	2	6	0	0	1	1	0	2	2	0	1	1	3					
14	Число погашенных открепительных удостоверений	195	10	4	8	6	10	10	4	8	9	10	10	1	4	7	0	7	2	3	2	3	10	5	10	10	0	8	9	5	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	161	2	8	5	15	3	2	10	1	6	2	2	11	3	3	8	17	11	4	8	3	6	4	1	4	3	10	4	3	1	1					
		1.68%	1.88%	1.34%	1.49%	1.80%	3.44%	2.04%	2.28%	0.82%	3.31%	1.57%	2.85%	4.62%	1.78%	1.35%	0.84%	1.90%	1.52%	0.74%	1.86%	1.47%	2.55%	2.06%	0.53%	1.6%	1.43%	2.94%	1.45%	2.43%	0.77%	0.36%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	129	3	6	2	5	0	2	2	1	1	0	2	6	1	1	24	19	19	5	2	6	3	3	2	3	2	3	2	1	1	2					
		1.34%	2.83%	1.00%	0.59%	0.60%	0.0%	2.04%	0.45%	0.82%	0.55%	0.0%	2.85%	2.52%	0.59%	0.45%	2.52%	2.12%	2.63%	0.93%	0.46%	2.94%	1.27%	1.54%	1.06%	1.2%	0.95%	0.88%	0.72%	0.81%	0.77%	0.72%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	338	4	22	14	44	1	3	12	7	4	5	5	6	3	5	39	31	16	24	5	12	8	8	1	15	7	17	9	4	1	6					
		3.53%	3.77%	3.69%	4.17%	5.30%	1.14%	3.06%	2.73%	5.78%	2.20%	3.93%	7.14%	2.52%	1.78%	2.25%	4.10%	3.47%	2.21%	4.46%	1.16%	5.88%	3.40%	4.12%	0.53%	6.0%	3.34%	5.01%	3.28%	3.25%	0.77%	2.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	234	2	19	4	17	3	2	6	4	4	1	1	2	4	1	38	26	18	30	13	2	4	4	7	3	2	2	6	1	3	5					
		2.44%	1.88%	3.18%	1.19%	2.04%	3.44%	2.04%	1.36%	3.30%	2.20%	0.78%	1.42%	0.84%	2.38%	0.45%	4.0%	2.91%	2.49%	5.58%	3.02%	0.98%	1.70%	2.06%	3.72%	1.2%	0.95%	0.58%	2.18%	0.81%	2.32%	1.80%					
22	"5. ""За Русь Святую"""	39	0	3	6	5	0	1	0	0	2	0	0	0	1	2	4	2	2	0	1	1	3	1	0	1	0	0	1	0	2	1					
		0.40%	0.0%	0.50%	1.79%	0.60%	0.0%	1.02%	0.0%	0.0%	1.10%	0.0%	0.0%	0.0%	0.59%	0.90%	0.42%	0.22%	0.27%	0.0%	0.23%	0.49%	1.27%	0.51%	0.0%	0.4%	0.0%	0.0%	0.36%	0.0%	1.55%	0.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	0	0	0	4	0	0	4	0	1	0	0	5	0	0	2	1	1	0	0	0	0	2	2	2	0	1	0	0	0	4					
		0.30%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.91%	0.0%	0.55%	0.0%	0.0%	2.10%	0.0%	0.0%	0.21%	0.11%	0.13%	0.0%	0.0%	0.0%	0.0%	1.03%	1.06%	0.8%	0.0%	0.29%	0.0%	0.0%	0.0%	1.44%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	0	1	0	1	0	0	1	0	1	1	0	1	0	0	5	2	3	2	1	0	2	3	1	1	0	2	0	1	0	0					
		0.30%	0.0%	0.16%	0.0%	0.12%	0.0%	0.0%	0.22%	0.0%	0.55%	0.78%	0.0%	0.42%	0.0%	0.0%	0.52%	0.22%	0.41%	0.37%	0.23%	0.0%	0.85%	1.54%	0.53%	0.4%	0.0%	0.58%	0.0%	0.81%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	0	0	1	0	0	2	2	0	0	1	0	0	0	1	2	3	0	1	0	0	2	1	0	0	2	0	1	0	0	1					
		0.20%	0.0%	0.0%	0.29%	0.0%	0.0%	2.04%	0.45%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.45%	0.21%	0.33%	0.0%	0.18%	0.0%	0.0%	0.85%	0.51%	0.0%	0.0%	0.95%	0.0%	0.36%	0.0%	0.0%	0.36%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	1	2	1	2	0	1	0	0	1	1	0	1	0	1	1	2	0	0	0	0	1	1	1	0	0	1	0	0	0	2					
		0.20%	0.94%	0.33%	0.29%	0.24%	0.0%	1.02%	0.0%	0.0%	0.55%	0.78%	0.0%	0.42%	0.0%	0.45%	0.10%	0.22%	0.0%	0.0%	0.0%	0.0%	0.42%	0.51%	0.53%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.72%					
27	"10. ""Аграрная партия России"""	342	3	7	11	14	0	0	15	1	7	10	0	11	12	11	28	18	24	11	12	8	4	30	4	9	2	11	7	27	8	37					
		3.57%	2.83%	1.17%	3.28%	1.68%	0.0%	0.0%	3.42%	0.82%	3.86%	7.87%	0.0%	4.62%	7.14%	4.95%	2.94%	2.01%	3.32%	2.04%	2.79%	3.92%	1.70%	15.46%	2.12%	3.6%	0.95%	3.24%	2.55%	21.95%	6.20%	13.35%					
28	"11. ""Истинные патриоты России"""	10	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	2	0	0	0	0	1	0					
		0.10%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.13%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	104	1	9	4	6	1	2	2	0	2	2	2	3	2	5	15	9	8	1	3	2	2	7	1	4	0	4	4	1	1	1					
		1.08%	0.94%	1.51%	1.19%	0.72%	1.14%	2.04%	0.45%	0.0%	1.10%	1.57%	2.85%	1.26%	1.19%	2.25%	1.57%	1.00%	1.10%	0.18%	0.69%	0.98%	0.85%	3.60%	0.53%	1.6%	0.0%	1.17%	1.45%	0.81%	0.77%	0.36%					
30	"13. ""Демократическая партия России"""	34	0	0	0	4	1	0	0	1	0	2	0	0	1	0	6	2	1	4	1	3	0	0	1	1	2	2	2	0	0	0					
		0.35%	0.0%	0.0%	0.0%	0.48%	1.14%	0.0%	0.0%	0.82%	0.0%	1.57%	0.0%	0.0%	0.59%	0.0%	0.63%	0.22%	0.13%	0.74%	0.23%	1.47%	0.0%	0.0%	0.53%	0.4%	0.95%	0.58%	0.72%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	1	3	1	2	0	0	1	0	2	1	1	0	1	2	1	4	3	0	1	0	0	1	0	2	2	1	0	2	1	4					
		0.38%	0.94%	0.50%	0.29%	0.24%	0.0%	0.0%	0.22%	0.0%	1.10%	0.78%	1.42%	0.0%	0.59%	0.90%	0.10%	0.44%	0.41%	0.0%	0.23%	0.0%	0.0%	0.51%	0.0%	0.8%	0.95%	0.29%	0.0%	1.62%	0.77%	1.44%					
32	"15. ""Партия СЛОН"""	16	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	1	0	0	2	0	0	0	0	1	2	0	0	1	1					
		0.16%	0.0%	0.0%	0.0%	0.24%	2.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.21%	0.0%	0.13%	0.0%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	0.47%	0.58%	0.0%	0.0%	0.77%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	415	5	32	14	44	3	13	12	2	5	6	2	11	2	6	46	46	33	21	30	4	9	8	6	10	3	14	11	5	2	10					
		4.33%	4.71%	5.36%	4.17%	5.30%	3.44%	13.26%	2.73%	1.65%	2.76%	4.72%	2.85%	4.62%	1.19%	2.70%	4.84%	5.15%	4.57%	3.91%	6.97%	1.96%	3.82%	4.12%	3.19%	4.0%	1.43%	4.12%	4.01%	4.06%	1.55%	3.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	0	2	2	3	1	0	1	1	0	1	0	0	1	1	0	2	2	3	1	2	0	1	2	2	1	0	0	0	2	2					
		0.34%	0.0%	0.33%	0.59%	0.36%	1.14%	0.0%	0.22%	0.82%	0.0%	0.78%	0.0%	0.0%	0.59%	0.45%	0.0%	0.22%	0.27%	0.55%	0.23%	0.98%	0.0%	0.51%	1.06%	0.8%	0.47%	0.0%	0.0%	0.0%	1.55%	0.72%					
35	"18. ""ЛДПР"""	1643	10	82	46	141	17	25	100	35	46	27	21	37	47	34	110	133	105	98	70	22	40	43	48	58	31	56	61	26	39	35					
		17.16%	9.43%	13.75%	13.73%	16.98%	19.54%	25.51%	22.83%	28.92%	25.41%	21.25%	29.99%	15.54%	27.97%	15.31%	11.57%	14.89%	14.54%	18.24%	16.27%	10.78%	17.02%	22.16%	25.53%	23.2%	14.83%	16.51%	22.26%	21.13%	30.23%	12.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	302	2	13	13	35	4	4	19	1	5	3	1	8	7	6	33	29	30	12	12	2	5	3	6	11	7	8	6	2	4	11					
