Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Левобережный район																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №3058	УИК №3059	УИК №3060					
1	"Число избирателей, внесенных в список"	32132	2634	2676	2751	2679	2727	2329	2587	2738	1910	2674	2779	2724	187	709	28					
2	Число полученных избирательных бюллетеней	29827	2400	2500	2500	2500	2500	2200	2400	2500	1700	2500	2500	2500	330	750	47					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17562	1332	1392	1355	1545	1455	1286	1443	1514	1023	1451	1403	1439	187	709	28					
5	"Число избирательных бюллетеней, выданных вне помещения"	612	99	70	76	53	47	47	35	42	19	59	43	22	0	0	0					
6	Число погашенных избирательных бюллетеней	11653	969	1038	1069	902	998	867	922	944	658	990	1054	1039	143	41	19					
7	Число избирательных бюллетеней в переносных ящиках	612	99	70	76	53	47	47	35	42	19	59	43	22	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	17521	1329	1389	1348	1545	1452	1279	1433	1510	1023	1447	1403	1439	187	709	28					
9	Число недействительных избирательных бюллетеней	116	7	10	5	6	16	10	7	12	8	6	8	9	0	11	1					
10	Число действительных избирательных бюллетеней	18017	1421	1449	1419	1592	1483	1316	1461	1540	1034	1500	1438	1452	187	698	27					
11	Число полученных открепительных  удостоверений	730	60	60	60	60	60	60	60	60	60	60	60	60	0	10	0					
12	Число выданных открепительных удостоверений	358	25	30	25	39	33	30	30	26	25	42	20	32	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	390	23	40	41	35	11	15	31	34	46	22	26	49	11	6	0					
14	Число неиспользованных открепительных удостоверений	372	35	30	35	21	27	30	30	34	35	18	40	28	0	9	0					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	1	3	1	1	2	1	1	1	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	1347	134	99	95	134	106	103	113	118	55	121	120	74	14	58	3					
		7.43%	9.38%	6.79%	6.67%	8.39%	7.07%	7.77%	7.70%	7.60%	5.28%	8.03%	8.30%	5.07%	7.49%	8.18%	10.71%					
19	. Малышкин Олег Александрович	172	8	15	11	15	13	14	21	13	11	5	18	18	6	4	0					
		0.95%	0.56%	1.03%	0.77%	0.94%	0.87%	1.06%	1.43%	0.84%	1.06%	0.33%	1.24%	1.23%	3.21%	0.56%	0.00%					
20	. Миронов Сергей Михайлович	125	8	10	9	2	13	9	12	7	2	13	20	16	1	3	0					
		0.69%	0.56%	0.69%	0.63%	0.13%	0.87%	0.68%	0.82%	0.45%	0.19%	0.86%	1.38%	1.10%	0.53%	0.42%	0.00%					
21	. Путин Владимир Владимирович	11511	867	926	897	956	938	802	936	1043	718	914	912	963	121	498	20					
		63.48%	60.71%	63.47%	62.99%	59.82%	62.58%	60.48%	63.76%	67.20%	68.91%	60.69%	63.07%	65.91%	64.71%	70.24%	71.43%					
22	. Хакамада Ирина Муцуовна	2071	164	156	168	236	207	165	154	123	105	218	185	159	4	26	1					
		11.42%	11.48%	10.69%	11.80%	14.77%	13.81%	12.44%	10.49%	7.93%	10.08%	14.48%	12.79%	10.88%	2.14%	3.67%	3.57%					
23	. Харитонов Николай Михайлович	1453	139	120	123	125	94	101	128	128	63	120	101	93	28	90	0					
		8.01%	9.73%	8.22%	8.64%	7.82%	6.27%	7.62%	8.72%	8.25%	6.05%	7.97%	6.98%	6.37%	14.97%	12.69%	0.00%					
																						
24	Против всех	1338	101	123	116	124	112	122	97	108	80	109	82	129	13	19	3					
		7.38%	7.07%	8.43%	8.15%	7.76%	7.47%	9.20%	6.61%	6.96%	7.68%	7.24%	5.67%	8.83%	6.95%	2.68%	10.71%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
