Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Минусинская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626					
1	"Число избирателей, внесенных в списки"	20140	1710	501	543	809	948	1159	297	1909	773	225	682	288	1226	184	403	1478	298	231	171	485	1946	119	520	205	272	676	365	70	109	433	270	835					
2	"Число бюллетеней, полученных участковыми комиссиями"	20076	1727	490	534	796	938	1163	299	1943	778	226	705	294	1182	180	351	1492	289	233	163	482	1952	121	510	203	283	669	351	80	107	440	263	832					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9351	788	224	211	344	380	499	132	925	320	88	308	136	630	94	193	751	172	116	57	255	814	64	224	98	133	353	181	47	51	203	138	422					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	313	26	5	15	0	18	12	0	15	34	3	6	0	22	0	28	14	0	0	0	8	29	0	23	5	2	17	11	5	6	3	0	6					
6	Число погашенных бюллетеней	10412	913	261	308	452	540	652	167	1003	424	135	391	158	530	86	130	727	117	117	106	219	1109	57	263	100	148	299	159	28	50	234	125	404					
7	Число бюллетеней в переносных ящиках для голосования	313	26	5	15	0	18	12	0	15	34	3	6	0	22	0	28	14	0	0	0	8	29	0	23	5	2	17	11	5	6	3	0	6					
8	Число бюллетеней в стационарных ящиках для голосования	9349	788	224	211	344	380	499	132	925	320	88	308	136	630	94	193	751	172	116	57	255	813	64	224	98	133	353	180	47	51	203	138	422					
9	Число недействительных бюллетеней	183	7	1	6	5	6	12	3	23	7	2	5	4	15	3	4	8	3	0	3	6	15	0	9	4	3	4	4	1	0	4	5	11					
10	Число действительных бюллетеней	9479	807	228	220	339	392	499	129	917	347	89	309	132	637	91	217	757	169	116	54	257	827	64	238	99	132	366	187	51	57	202	133	417					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	131	5	3	5	5	5	5	3	5	3	3	3	3	13	3	5	10	3	3	3	3	5	3	3	3	3	5	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	0	0	0	2	2	2	0	4	2	2	1	0	10	0	0	6	1	0	0	2	5	0	1	0	2	2	0	0	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	1	0	0	0	0	3	0	3	0	2	0	0	1	2	5	3	0	0	2	0	3	0	0	0	0	3	0	0	1	0	1	0					
14	Число погашенных открепительных удостоверений	85	5	3	5	3	3	3	3	1	1	1	2	3	3	3	5	4	2	3	3	1	0	3	2	3	1	3	3	3	3	2	3	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	91	3	0	3	5	1	0	1	7	5	0	6	1	7	1	2	12	1	1	3	4	6	1	5	3	1	3	0	1	0	0	4	4					
		0.94%	0.36%	0.0%	1.32%	1.45%	0.25%	0.0%	0.75%	0.74%	1.41%	0.0%	1.91%	0.73%	1.07%	1.06%	0.90%	1.56%	0.58%	0.86%	5.26%	1.52%	0.71%	1.56%	2.02%	2.91%	0.74%	0.81%	0.0%	1.92%	0.0%	0.0%	2.89%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	74	5	0	0	3	4	2	0	2	0	1	3	1	1	1	0	8	5	0	1	2	11	0	2	1	1	6	2	4	0	1	4	3					
		0.76%	0.61%	0.0%	0.0%	0.87%	1.00%	0.39%	0.0%	0.21%	0.0%	1.09%	0.95%	0.73%	0.15%	1.06%	0.0%	1.04%	2.90%	0.0%	1.75%	0.76%	1.30%	0.0%	0.80%	0.97%	0.74%	1.62%	1.04%	7.69%	0.0%	0.48%	2.89%	0.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	152	9	0	7	4	9	10	3	14	6	4	3	5	11	0	4	13	3	0	3	0	13	0	9	1	2	6	2	0	3	2	0	6					
		1.57%	1.10%	0.0%	3.09%	1.16%	2.26%	1.95%	2.27%	1.48%	1.69%	4.39%	0.95%	3.67%	1.68%	0.0%	1.80%	1.69%	1.74%	0.0%	5.26%	0.0%	1.54%	0.0%	3.64%	0.97%	1.48%	1.62%	1.04%	0.0%	5.26%	0.97%	0.0%	1.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	126	15	2	3	7	2	12	0	18	1	0	1	0	10	0	8	22	1	0	0	2	8	0	1	0	2	5	4	0	0	2	0	0					
		1.30%	1.84%	0.87%	1.32%	2.03%	0.50%	2.34%	0.0%	1.91%	0.28%	0.0%	0.31%	0.0%	1.53%	0.0%	3.61%	2.87%	0.58%	0.0%	0.0%	0.76%	0.95%	0.0%	0.40%	0.0%	1.48%	1.35%	2.09%	0.0%	0.0%	0.97%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	42	4	2	1	1	4	2	1	1	1	0	1	1	2	0	3	3	0	0	0	3	4	0	1	0	2	0	0	0	0	1	2	2					
		0.43%	0.49%	0.87%	0.44%	0.29%	1.00%	0.39%	0.75%	0.10%	0.28%	0.0%	0.31%	0.73%	0.30%	0.0%	1.35%	0.39%	0.0%	0.0%	0.0%	1.14%	0.47%	0.0%	0.40%	0.0%	1.48%	0.0%	0.0%	0.0%	0.0%	0.48%	1.44%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	1	0	1	2	0	2	0	4	1	2	0	0	1	2	0	2	1	1	0	0	2	0	0	0	0	1	2	0	0	0	0	0					
		0.25%	0.12%	0.0%	0.44%	0.58%	0.0%	0.39%	0.0%	0.42%	0.28%	2.19%	0.0%	0.0%	0.15%	2.12%	0.0%	0.26%	0.58%	0.86%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.27%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	1	1	0	2	1	0	0	4	5	1	0	0	3	0	0	6	0	2	0	2	4	1	0	0	0	0	1	0	0	0	0	0					
		0.35%	0.12%	0.43%	0.0%	0.58%	0.25%	0.0%	0.0%	0.42%	1.41%	1.09%	0.0%	0.0%	0.46%	0.0%	0.0%	0.78%	0.0%	1.72%	0.0%	0.76%	0.47%	1.56%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.27%	0.52%	0.0%	0.0%	0.97%	0.0%	0.23%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	1	1	1	0	0	0	0	2	0	0	2	0	2	1	0	2	0	0	0	0	3	0	1	0	0	1	0	0	0	1	1	1					
		0.20%	0.12%	0.43%	0.44%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.63%	0.0%	0.30%	1.06%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.40%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.48%	0.72%	0.23%					
27	"10. ""Аграрная партия России"""	622	48	23	16	39	29	35	6	54	12	1	22	20	69	3	5	18	11	7	5	14	34	3	12	4	10	21	12	2	2	11	8	66					
		6.43%	5.89%	10.04%	7.07%	11.33%	7.28%	6.84%	4.54%	5.74%	3.38%	1.09%	7.00%	14.70%	10.58%	3.19%	2.26%	2.35%	6.39%	6.03%	8.77%	5.32%	4.03%	4.68%	4.85%	3.88%	7.40%	5.67%	6.28%	3.84%	3.50%	5.33%	5.79%	15.42%					
28	"11. ""Истинные патриоты России"""	9	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0					
		0.09%	0.12%	0.0%	1.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.97%	0.0%	0.0%	0.52%	0.0%	0.0%	0.48%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	58	2	2	1	4	2	1	0	4	2	0	5	1	2	3	0	4	0	3	0	4	4	0	4	0	0	1	1	0	0	4	0	4					
		0.60%	0.24%	0.87%	0.44%	1.16%	0.50%	0.19%	0.0%	0.42%	0.56%	0.0%	1.59%	0.73%	0.30%	3.19%	0.0%	0.52%	0.0%	2.58%	0.0%	1.52%	0.47%	0.0%	1.61%	0.0%	0.0%	0.27%	0.52%	0.0%	0.0%	1.94%	0.0%	0.93%					
30	"13. ""Демократическая партия России"""	28	2	1	0	1	4	2	0	3	2	0	0	0	0	0	0	3	0	0	0	0	5	0	1	0	0	2	0	0	0	0	0	2					
		0.28%	0.24%	0.43%	0.0%	0.29%	1.00%	0.39%	0.0%	0.31%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.40%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	1	0	3	3	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0					
		0.14%	0.0%	0.43%	0.0%	0.87%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.73%	0.0%	0.0%	0.45%	0.13%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	13	1	0	0	1	0	1	0	3	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0					
		0.13%	0.12%	0.0%	0.0%	0.29%	0.0%	0.19%	0.0%	0.31%	0.28%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.13%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.48%	0.72%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1512	167	23	32	50	37	79	29	184	47	5	36	16	65	7	35	222	44	19	13	17	153	5	16	3	14	61	31	6	5	20	13	58					
		15.64%	20.51%	10.04%	14.15%	14.53%	9.29%	15.45%	21.96%	19.57%	13.27%	5.49%	11.46%	11.76%	9.96%	7.44%	15.83%	29.01%	25.58%	16.37%	22.80%	6.46%	18.17%	7.81%	6.47%	2.91%	10.37%	16.48%	16.23%	11.53%	8.77%	9.70%	9.42%	13.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	35	0	0	3	4	3	0	0	1	3	0	0	2	0	0	1	1	0	0	0	0	5	0	1	0	5	1	1	0	1	0	1	2					
