Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Район Преображенское																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №3096	УИК №3097	УИК №3098					
1	"Число избирателей, внесенных в списки"	54014	2203	2140	2307	2182	2217	2368	2489	2491	2559	2659	2309	2433	2374	2721	2390	2419	2521	2300	2642	2523	2630	2453	226	60	398					
2	"Число бюллетеней, полученных участковыми комиссиями"	52110	2000	2000	2300	2000	2000	2300	2400	2500	2500	2500	2300	2400	2300	2500	2300	2400	2500	2300	2500	2500	2500	2400	250	60	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30905	1293	1176	1249	1087	1105	1481	1384	1505	1600	1565	1357	1415	1326	1544	1139	1419	1413	1327	1486	1343	1567	1450	226	50	398					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	807	44	18	55	6	14	39	68	38	47	56	36	35	49	41	26	47	17	33	39	34	32	33	0	0	0					
6	Число погашенных бюллетеней	20398	663	806	996	907	881	780	948	957	853	879	907	950	925	915	1135	934	1070	940	975	1123	901	917	24	10	2					
7	Число бюллетеней в переносных ящиках для голосования	857	44	18	55	6	14	39	68	38	47	56	36	35	49	41	26	47	17	33	39	34	32	33	0	0	50					
8	Число бюллетеней в стационарных ящиках для голосования	30697	1269	1169	1249	1080	1105	1470	1380	1505	1593	1509	1357	1411	1325	1535	1138	1419	1413	1324	1462	1343	1567	1450	226	50	348					
9	Число недействительных бюллетеней	258	5	9	10	6	14	9	9	11	22	16	8	10	8	20	14	6	18	6	15	10	7	16	8	0	1					
10	Число действительных бюллетеней	31296	1308	1178	1294	1080	1105	1500	1439	1532	1618	1549	1385	1436	1366	1556	1150	1460	1412	1351	1486	1367	1592	1467	218	50	397					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	578	33	26	30	25	26	33	27	22	35	27	19	22	22	34	19	22	32	24	30	25	21	24	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	448	17	42	11	11	27	37	14	14	12	14	16	13	20	11	9	19	37	11	18	30	19	15	9	7	15					
14	Число погашенных открепительных удостоверений	522	17	24	20	25	24	17	23	28	15	23	31	28	28	16	31	28	18	26	20	25	29	26	0	0	0					
15	Число открепительных удостоверений выданных ТИК	9	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	202	1	6	5	7	4	10	5	7	8	12	7	12	13	11	9	10	7	13	14	3	8	16	8	0	6					
