Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Орловская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №2531	УИК №2532	УИК №2533	УИК №2597	УИК №2598	УИК №2599	УИК №2600					
1	"Число избирателей, внесенных в списки"	30342	627	183	184	97	535	536	207	1098	252	377	1079	92	1379	1448	371	400	521	124	506	133	135	715	595	262	145	626	205	1205	1427	1524	1360	1249	971	1538	1038	1601	1610	1561	711	147	238	265	653	412					
2	"Число бюллетеней, полученных участковыми комиссиями"	30275	636	181	200	100	537	530	202	1104	251	374	1094	89	1396	1453	380	398	527	126	507	132	134	707	589	286	151	643	205	1211	1415	1497	1342	1232	956	1533	985	1604	1583	1551	711	155	236	262	656	414					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18418	442	176	155	95	387	342	195	563	137	228	624	51	789	776	232	201	309	65	427	117	117	431	402	241	129	468	142	593	717	728	1001	641	543	861	652	887	1003	880	512	100	171	225	338	325					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2068	25	2	21	0	28	68	5	138	42	68	125	38	48	59	40	83	88	40	18	0	11	77	42	21	12	53	27	51	62	50	34	29	92	34	75	88	40	100	40	15	10	10	137	22					
6	Число погашенных бюллетеней	9789	169	3	24	5	122	120	2	403	72	78	345	0	559	618	108	114	130	21	62	15	6	199	145	24	10	122	36	567	636	719	307	562	321	638	258	629	540	571	159	40	55	27	181	67					
7	Число бюллетеней в переносных ящиках для голосования	2068	25	2	21	0	28	68	5	138	42	68	125	38	48	59	40	83	88	40	18	0	11	77	42	21	12	53	27	51	62	50	34	29	92	34	75	88	40	100	40	15	10	10	137	22					
8	Число бюллетеней в стационарных ящиках для голосования	18416	442	176	155	95	387	342	195	563	137	228	624	51	789	776	232	201	309	65	427	117	117	431	402	241	129	468	142	593	717	728	1001	639	543	861	652	887	1003	880	512	100	171	225	338	325					
9	Число недействительных бюллетеней	446	12	1	0	0	15	22	17	4	0	3	4	0	5	9	4	2	12	0	23	0	0	3	2	59	0	5	5	27	138	9	0	0	6	0	24	2	14	6	0	0	1	3	5	4					
10	Число действительных бюллетеней	20038	455	177	176	95	400	388	183	697	179	293	745	89	832	826	268	282	385	105	422	117	128	505	442	203	141	516	164	617	641	769	1035	668	629	895	703	973	1029	974	552	115	180	232	470	343					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	11	3	3	2	9	9	3	18	4	6	18	2	22	24	6	7	8	2	8	3	3	12	10	4	3	11	4	20	23	25	22	20	16	25	16	27	26	26	11	2	4	4	11	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	103	2	0	1	0	0	0	0	3	0	1	8	2	5	5	0	0	0	0	0	0	0	0	5	0	0	8	1	7	5	5	1	5	5	6	5	7	3	9	2	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	80	1	1	1	1	1	2	4	6	1	1	3	6	1	4	1	2	1	0	1	1	1	2	4	0	0	1	1	0	2	2	4	0	4	2	2	5	2	3	2	0	2	1	0	1					
14	Число погашенных открепительных удостоверений	397	9	3	2	2	9	9	3	15	4	5	10	0	17	19	6	7	8	2	8	3	3	12	5	4	3	3	3	13	18	20	21	15	11	19	11	20	23	17	9	2	4	4	11	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	251	20	1	1	0	9	6	2	11	2	1	16	1	7	7	2	2	9	1	12	2	4	0	7	6	3	0	3	5	10	15	9	8	5	14	0	8	6	7	4	2	0	5	5	13					
