Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Ремонтненская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742					
1	"Число избирателей, внесенных в список избирателей"	13793	2540	1005	2070	584	103	537	540	1315	711	407	859	667	167	654	573	668	393					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13967	2569	1019	2059	605	111	550	545	1321	721	411	901	674	169	657	580	665	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9782	1931	670	1510	349	61	415	395	824	445	265	601	524	114	494	333	537	314					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1159	103	150	121	86	13	32	70	106	139	65	49	29	24	36	57	63	16					
6	Число погашенных избирательных бюллетеней	3026	535	199	428	170	37	103	80	391	137	81	251	121	31	127	190	65	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1159	103	150	121	86	13	32	70	106	139	65	49	29	24	36	57	63	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9782	1931	670	1510	349	61	415	395	824	445	265	601	524	114	494	333	537	314					
9	Число недействительных избирательных бюллетеней	118	16	0	2	6	0	4	33	9	0	0	3	0	0	9	4	28	4					
10	Число действительных избирательных бюллетеней	10823	2018	820	1629	429	74	443	432	921	584	330	647	553	138	521	386	572	326					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	269	32	19	25	14	9	11	18	29	22	8	16	10	2	18	14	11	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	269	32	19	25	14	9	11	18	29	22	8	16	10	2	18	14	11	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	11	1	4	0	1	2	1	4	3	2	0	3	1	2	5	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	13	2	5	3	0	3	0	1	0	0	0	0	0	1	1	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	494	133	27	35	42	3	48	6	2	17	9	29	17	4	21	31	47	23					
		4.52%	6.54%	3.29%	2.15%	9.66%	4.05%	10.74%	1.29%	0.22%	2.91%	2.73%	4.46%	3.07%	2.90%	3.96%	7.95%	7.83%	6.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	442	118	21	47	20	5	44	10	3	14	9	34	26	5	15	29	26	16					
		4.04%	5.80%	2.56%	2.88%	4.60%	6.76%	9.84%	2.15%	0.32%	2.40%	2.73%	5.23%	4.70%	3.62%	2.83%	7.44%	4.33%	4.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	0	2	12	0	0	3	0	5	2	0	1	3	1	2	0	9	3					
		0.39%	0.00%	0.24%	0.74%	0.00%	0.00%	0.67%	0.00%	0.54%	0.34%	0.00%	0.15%	0.54%	0.72%	0.38%	0.00%	1.50%	0.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1342	210	139	208	59	10	73	34	165	75	30	52	37	15	47	87	59	42					
		12.27%	10.32%	16.95%	12.75%	13.56%	13.51%	16.33%	7.31%	17.74%	12.84%	9.09%	8.00%	6.69%	10.87%	8.87%	22.31%	9.83%	12.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	21	7	12	3	0	3	2	1	6	1	3	1	1	5	2	1	1					
		0.64%	1.03%	0.85%	0.74%	0.69%	0.00%	0.67%	0.43%	0.11%	1.03%	0.30%	0.46%	0.18%	0.72%	0.94%	0.51%	0.17%	0.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8419	1536	622	1314	305	56	270	379	745	468	281	527	466	112	430	237	430	241					
		76.95%	75.52%	75.85%	80.56%	70.11%	75.68%	60.40%	81.51%	80.11%	80.14%	85.15%	81.08%	84.27%	81.16%	81.13%	60.77%	71.67%	73.03%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	13	0	2	1	0	0	2	1	0	2	0	1	3	0	1	0	0	0					
		0.12%	0.00%	0.24%	0.06%	0.00%	0.00%	0.45%	0.22%	0.00%	0.34%	0.00%	0.15%	0.54%	0.00%	0.19%	0.00%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
