Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    район Крюково																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055	УИК №3056	УИК №3057	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3063	УИК №3064	УИК №3065	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077	УИК №3078	УИК №3079					
1	"Число избирателей, внесенных в список избирателей"	65701	1417	1136	1025	1513	1586	1094	1271	1464	1212	1416	1357	1352	1291	936	1831	764	1176	1675	1455	1134	1230	1583	1519	1196	1553	1282	1733	1084	1235	1538	1153	1396	1051	1068	1118	1260	1284	913	1497	1041	1245	1235	1215	1469	1380	1376	1209	1240	856	661	1159	817					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	63500	1400	1100	1000	1500	1600	1100	1200	1400	1100	1400	1300	1300	1200	900	1800	700	1100	1700	1400	1100	1200	1500	1500	1200	1500	1200	1700	1000	1200	1500	1100	1400	1000	1000	1100	1200	1300	900	1400	1000	1200	1200	1200	1400	1300	1300	1200	1200	800	600	1100	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31835	698	508	446	666	750	526	655	741	643	700	644	698	758	452	818	378	649	887	668	555	621	786	725	572	773	650	850	485	610	765	597	657	451	528	569	662	588	472	824	582	649	589	609	679	577	527	516	513	409	297	532	331					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	789	10	11	26	25	15	23	6	9	22	16	11	14	4	7	8	8	5	8	18	8	15	21	19	12	15	17	7	6	16	4	7	20	10	17	10	5	21	13	40	6	11	26	11	35	47	49	16	6	23	17	9	4					
6	Число погашенных избирательных бюллетеней	30876	692	581	528	809	835	551	539	650	435	684	645	588	438	441	974	314	446	805	714	537	564	693	756	616	712	533	843	509	574	731	496	723	539	455	521	533	691	415	536	412	540	585	580	686	676	724	668	681	368	286	559	465					
7	Число избирательных бюллетеней в переносных ящиках для голосования	785	10	11	26	25	15	23	6	9	22	16	11	14	4	7	8	8	5	8	18	8	15	21	19	12	15	17	7	6	16	4	7	20	10	17	10	5	21	13	40	6	11	26	11	35	47	49	16	6	23	17	9	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31814	698	508	446	666	750	526	653	740	643	700	644	697	758	451	814	378	649	887	668	555	621	785	725	572	773	649	850	485	608	764	597	657	451	528	569	662	587	470	824	582	649	589	609	678	577	527	516	513	409	297	531	329					
9	Число недействительных избирательных бюллетеней	528	11	3	15	7	15	18	6	17	16	17	6	11	17	5	11	6	8	19	9	6	8	16	14	9	12	11	15	10	11	13	16	10	4	7	9	9	11	5	15	17	4	9	7	10	9	5	9	6	3	8	13	0					
10	Число действительных избирательных бюллетеней	32071	697	516	457	684	750	531	653	732	649	699	649	700	745	453	811	380	646	876	677	557	628	790	730	575	776	655	842	481	613	755	588	667	457	538	570	658	597	478	849	571	656	606	613	703	615	571	523	513	429	306	527	329					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1480	30	30	30	25	45	25	30	30	30	35	20	40	20	25	30	10	20	45	30	20	20	35	45	30	35	35	45	30	20	45	30	25	20	20	20	35	35	25	25	30	20	20	30	35	35	25	20	20	25	20	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1136	29	21	21	18	36	23	20	27	22	27	12	32	19	18	24	9	15	35	23	15	17	27	33	24	33	29	33	19	14	39	20	21	19	17	17	25	29	18	16	20	15	18	26	20	24	19	13	17	16	8	22	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	875	10	10	11	14	13	14	22	15	32	11	4	11	27	10	20	7	42	14	8	9	12	32	17	22	15	26	19	18	11	21	27	14	19	10	11	21	18	10	27	13	32	8	16	21	24	33	16	17	13	7	10	11					
14	Число погашенных неиспользованных открепительных удостоверений	344	1	9	9	7	9	2	10	3	8	8	8	8	1	7	6	1	5	10	7	5	3	8	12	6	2	6	12	11	6	6	10	4	1	3	3	10	6	7	9	10	5	2	4	15	11	6	7	3	9	12	8	3					
