Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Куйбышевская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2463	УИК №2466	УИК №2534	УИК №2535	УИК №2536					
1	"Число избирателей, внесенных в список"	11792	2515	2594	411	404	318	1239	828	497	226	1028	696	196	119	382	184	155					
2	Число полученных избирательных бюллетеней	12126	2592	2573	431	428	338	1275	860	522	226	1088	721	204	124	400	186	158					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7422	1654	1448	328	264	247	691	500	352	137	639	455	144	78	267	119	99					
5	"Число избирательных бюллетеней, выданных вне помещения"	812	79	167	29	37	19	95	49	48	35	73	61	16	29	48	8	19					
6	Число погашенных избирательных бюллетеней	3892	859	958	74	127	72	489	311	122	54	376	205	44	17	85	59	40					
7	Число избирательных бюллетеней в переносных ящиках	812	79	167	29	37	19	95	49	48	35	73	61	16	29	48	8	19					
8	Число бюллетеней в стационарных ящиках для голосования	7419	1654	1445	328	264	247	691	500	352	137	639	455	144	78	267	119	99					
9	Число недействительных избирательных бюллетеней	85	16	8	2	2	4	4	10	5	0	14	10	3	0	1	2	4					
10	Число действительных избирательных бюллетеней	8146	1717	1604	355	299	262	782	539	395	172	698	506	157	107	314	125	114					
11	Число полученных открепительных  удостоверений	500	108	109	17	18	15	51	35	21	9	45	29	8	5	17	7	6					
12	Число выданных открепительных удостоверений	200	23	28	11	11	10	16	21	20	0	32	10	8	0	10	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	54	10	8	3	2	2	3	1	3	2	7	3	1	2	1	2	4					
14	Число неиспользованных открепительных удостоверений	300	85	81	6	7	5	35	14	1	9	13	19	0	5	7	7	6					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	257	74	62	6	0	15	21	10	5	0	36	17	3	2	2	3	1					
		3.12%	4.27%	3.85%	1.68%	0.00%	5.64%	2.67%	1.82%	1.25%	0.00%	5.06%	3.29%	1.88%	1.87%	0.63%	2.36%	0.85%					
19	. Малышкин Олег Александрович	307	72	62	9	8	2	40	11	13	5	20	32	2	1	27	2	1					
		3.73%	4.15%	3.85%	2.52%	2.66%	0.75%	5.09%	2.00%	3.25%	2.91%	2.81%	6.20%	1.25%	0.93%	8.57%	1.57%	0.85%					
20	. Миронов Сергей Михайлович	53	14	12	1	1	1	7	3	5	2	4	2	0	0	0	1	0					
		0.64%	0.81%	0.74%	0.28%	0.33%	0.38%	0.89%	0.55%	1.25%	1.16%	0.56%	0.39%	0.00%	0.00%	0.00%	0.79%	0.00%					
21	. Путин Владимир Владимирович	5256	1087	923	289	231	207	425	369	242	134	479	285	110	82	230	81	82					
		63.86%	62.72%	57.26%	80.95%	76.74%	77.82%	54.07%	67.21%	60.50%	77.91%	67.28%	55.23%	68.75%	76.64%	73.02%	63.78%	69.49%					
22	. Хакамада Ирина Муцуовна	142	30	34	3	7	2	12	3	11	0	17	7	11	0	4	0	1					
		1.73%	1.73%	2.11%	0.84%	2.33%	0.75%	1.53%	0.55%	2.75%	0.00%	2.39%	1.36%	6.88%	0.00%	1.27%	0.00%	0.85%					
23	. Харитонов Николай Михайлович	1947	400	468	42	47	34	258	129	113	29	120	150	25	21	49	37	25					
		23.65%	23.08%	29.03%	11.76%	15.61%	12.78%	32.82%	23.50%	28.25%	16.86%	16.85%	29.07%	15.62%	19.63%	15.56%	29.13%	21.19%					
																							
24	Против всех	184	40	43	5	5	1	19	14	6	2	22	13	6	1	2	1	4					
		2.24%	2.31%	2.67%	1.40%	1.66%	0.38%	2.42%	2.55%	1.50%	1.16%	3.09%	2.52%	3.75%	0.93%	0.63%	0.79%	3.39%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
