Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Чердынская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224	УИК №4225	УИК №4226	УИК №4227					
1	"Число избирателей, внесенных в список избирателей"	17766	1666	1062	1328	727	1327	1221	126	1331	254	1078	367	222	1392	223	127	592	450	788	343	490	297	165	769	216	205	417	583					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16560	1500	1000	1200	700	1200	1100	120	1200	250	1100	350	220	1300	200	120	550	400	750	300	450	300	150	700	200	200	400	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	308	0	0	0	0	56	15	0	0	0	15	38	0	0	0	0	50	0	16	0	0	7	0	0	0	7	10	94					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6300	629	425	515	275	585	345	41	397	113	254	121	71	619	101	24	227	158	252	90	171	75	58	261	100	84	180	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1117	47	28	44	39	39	50	15	77	17	153	11	35	47	6	47	63	13	103	6	15	72	20	146	7	16	1	0					
6	Число погашенных избирательных бюллетеней	8835	824	547	641	386	520	690	64	726	120	678	180	114	634	93	49	210	229	379	204	264	146	72	293	93	93	209	377					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1425	47	28	44	39	95	65	15	77	17	168	49	35	47	6	47	113	13	119	6	15	79	20	146	7	23	11	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6298	629	424	515	275	585	344	41	397	113	254	121	71	619	101	24	227	158	252	90	171	75	58	261	100	84	180	129					
9	Число недействительных избирательных бюллетеней	181	11	19	11	4	15	26	2	14	0	15	3	2	11	2	0	7	2	7	6	5	2	0	4	0	3	9	1					
10	Число действительных избирательных бюллетеней	7542	665	433	548	310	665	383	54	460	130	407	167	104	655	105	71	333	169	364	90	181	152	78	403	107	104	182	222					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	398	30	20	25	20	38	25	2	25	5	25	10	5	30	5	3	15	10	20	10	10	5	5	20	5	5	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	122	8	8	6	12	36	9	0	3	1	4	0	0	6	2	0	4	7	2	0	0	0	0	3	2	0	2	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	1	7	2	3	4	1	0	0	0	0	0	2	8	2	0	1	1	1	0	0	0	0	1	2	3	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	276	22	12	19	8	2	16	2	22	4	21	10	5	24	3	3	11	3	18	10	10	5	5	17	3	5	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1273	132	75	105	41	95	43	8	76	24	59	37	17	116	11	7	87	36	67	8	41	17	10	94	11	17	19	20					
		16.48%	19.53%	16.59%	18.78%	13.06%	13.97%	10.51%	14.29%	16.03%	18.46%	13.98%	21.76%	16.04%	17.42%	10.28%	9.86%	25.59%	21.05%	18.06%	8.33%	22.04%	11.04%	12.82%	23.10%	10.28%	15.89%	9.95%	8.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1565	164	78	129	88	154	78	16	64	20	71	33	22	181	26	16	56	31	77	24	29	26	11	76	19	11	33	32					
		20.26%	24.26%	17.26%	23.08%	28.03%	22.65%	19.07%	28.57%	13.50%	15.38%	16.82%	19.41%	20.75%	27.18%	24.30%	22.54%	16.47%	18.13%	20.75%	25.00%	15.59%	16.88%	14.10%	18.67%	17.76%	10.28%	17.28%	14.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	95	11	5	3	4	6	6	0	7	3	5	3	1	3	2	0	4	2	6	1	2	2	4	7	3	0	3	2					
		1.23%	1.63%	1.11%	0.54%	1.27%	0.88%	1.47%	0.00%	1.48%	2.31%	1.18%	1.76%	0.94%	0.45%	1.87%	0.00%	1.18%	1.17%	1.62%	1.04%	1.08%	1.30%	5.13%	1.72%	2.80%	0.00%	1.57%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1119	101	98	108	55	103	50	2	102	13	66	23	11	114	13	7	39	14	33	6	28	28	11	37	7	14	19	17					
		14.49%	14.94%	21.68%	19.32%	17.52%	15.15%	12.22%	3.57%	21.52%	10.00%	15.64%	13.53%	10.38%	17.12%	12.15%	9.86%	11.47%	8.19%	8.89%	6.25%	15.05%	18.18%	14.10%	9.09%	6.54%	13.08%	9.95%	7.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	171	19	16	9	6	16	18	0	9	3	9	1	1	26	5	0	2	2	4	0	6	0	1	7	1	6	2	2					
		2.21%	2.81%	3.54%	1.61%	1.91%	2.35%	4.40%	0.00%	1.90%	2.31%	2.13%	0.59%	0.94%	3.90%	4.67%	0.00%	0.59%	1.17%	1.08%	0.00%	3.23%	0.00%	1.28%	1.72%	0.93%	5.61%	1.05%	0.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3285	238	159	188	115	284	188	28	200	67	194	70	51	212	46	41	144	83	177	51	75	79	41	180	66	55	105	148					
		42.54%	35.21%	35.18%	33.63%	36.62%	41.76%	45.97%	50.00%	42.19%	51.54%	45.97%	41.18%	48.11%	31.83%	42.99%	57.75%	42.35%	48.54%	47.71%	53.13%	40.32%	51.30%	52.56%	44.23%	61.68%	51.40%	54.97%	66.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	34	0	2	6	1	7	0	0	2	0	3	0	1	3	2	0	1	1	0	0	0	0	0	2	0	1	1	1					
		0.44%	0.00%	0.44%	1.07%	0.32%	1.03%	0.00%	0.00%	0.42%	0.00%	0.71%	0.00%	0.94%	0.45%	1.87%	0.00%	0.29%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.93%	0.52%	0.45%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
