Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Курчалоевская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171					
1	"Число избирателей, внесенных в списки"	42991	2574	2689	2943	1845	2304	2009	2425	2800	2923	2217	2124	2366	2504	2454	2329	2101	1286	445	507	665	364	130	180	353	454					
2	"Число бюллетеней, полученных участковыми комиссиями"	40307	2420	2480	2789	1640	2180	1840	2290	2630	2740	2076	1940	2248	2330	2310	2200	1940	1180	438	507	659	353	130	180	353	454					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	39818	2364	2290	2744	1620	2180	1821	2290	2630	2740	2076	1940	2248	2284	2277	2200	1940	1180	438	485	659	353	125	180	315	439					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	489	56	190	45	20	0	19	0	0	0	0	0	0	46	33	0	0	0	0	22	0	0	5	0	38	15					
7	Число бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	39804	2337	2290	2757	1620	2180	1821	2290	2630	2740	2076	1940	2248	2284	2277	2200	1940	1180	438	485	659	353	125	180	315	439					
9	Число недействительных бюллетеней	168	11	0	13	11	2	2	0	7	25	9	14	8	10	0	0	34	0	5	4	2	6	0	5	0	0					
10	Число действительных бюллетеней	39636	2326	2290	2744	1609	2178	1819	2290	2623	2715	2067	1926	2240	2274	2277	2200	1906	1180	433	481	657	347	125	175	315	439					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	6	4	6	3	3	3	3	3	5	3	3	6	3	3	4	4	4	7	3	3	3	4	3	7	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	5	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	95	6	4	6	3	3	3	3	3	5	3	0	4	3	3	4	4	4	7	3	3	3	4	3	7	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	116	0	3	0	3	0	0	0	0	44	0	10	0	0	0	0	43	0	0	0	5	0	0	0	8	0					
		0.29%	0.0%	0.13%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	1.60%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	2.21%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	2.53%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	594	21	1	0	3	0	0	0	0	47	31	151	136	20	0	61	123	0	0	0	0	0	0	0	0	0					
		1.49%	0.89%	0.04%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	1.71%	1.49%	7.78%	6.04%	0.87%	0.0%	2.77%	6.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
