Выборы Президента Российской Федерации																																																										
Дата голосования: 02.03.2008																																																										
																																																										
"Наименование Избирательной комиссии:    Ижевск, Индустриальная"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
	Число участковых избирательных комиссий	51																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	51																																																								
																																																										
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
1	"Число избирателей, включенных в списки избирателей"	88362	1412	1954	1766	2137	1343	2065	2090	1553	1325	1970	2328	1446	1298	1998	1639	1877	1530	2069	1950	1769	1857	1955	2050	1881	1600	2188	1600	2317	1872	2207	2304	2127	1378	1990	1896	2340	2165	2081	2040	1437	2746	902	1017	1028	2314	216	1605	1673	1335	204	518					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	77450	1200	1700	1400	1900	1200	1800	1900	1400	1300	1300	2100	1200	1100	1800	1400	1700	1300	1800	1700	1500	1600	1700	1800	1700	1400	2000	1400	2000	1600	2000	2000	1900	1200	1800	1700	2100	1900	1800	1800	1300	2400	800	800	1050	2100	250	1400	1500	1100	250	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	49861	809	1110	970	1124	693	1186	1122	755	1148	1196	1180	797	840	1042	697	794	716	1090	1062	977	1088	1136	1073	991	941	1159	931	1211	1090	1158	1347	1129	828	1159	1108	1339	1265	1247	1156	946	1505	451	599	995	1395	216	730	1068	815	195	282					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	899	27	15	41	29	20	26	10	20	1	1	31	4	2	10	10	5	15	8	33	42	24	12	41	21	21	20	4	24	21	16	21	19	14	38	16	18	17	18	24	5	12	11	49	33	4	0	20	3	13	0	10					
6	Число погашенных избирательных бюллетеней	26690	364	575	389	747	487	588	768	625	151	103	889	399	258	748	693	901	569	702	605	481	488	552	686	688	438	821	465	765	489	826	632	752	358	603	576	743	618	535	620	349	883	338	152	22	701	34	650	429	272	55	108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	899	27	15	41	29	20	26	10	20	1	1	31	4	2	10	10	5	15	8	33	42	24	12	41	21	21	20	4	24	21	16	21	19	14	38	16	18	17	18	24	5	12	11	49	33	4	0	20	3	13	0	10					
8	Число бюллетеней в стационарных ящиках для голосования	49840	809	1110	970	1123	693	1182	1122	755	1148	1196	1180	797	839	1042	696	794	716	1090	1062	977	1088	1134	1073	991	941	1158	931	1211	1090	1158	1347	1126	828	1158	1106	1338	1265	1247	1156	946	1505	451	599	995	1394	216	730	1068	812	195	282					
9	Число недействительных избирательных бюллетеней	759	13	25	22	7	18	24	22	12	9	15	12	10	11	15	12	13	8	17	14	14	7	31	15	15	20	23	18	11	21	12	22	20	9	21	25	20	10	16	11	7	19	10	20	16	26	0	12	10	14	3	2					
10	Число действительных избирательных бюллетеней	49980	823	1100	989	1145	695	1184	1110	763	1140	1182	1199	791	830	1037	694	786	723	1081	1081	1005	1105	1115	1099	997	942	1155	917	1224	1090	1162	1346	1125	833	1175	1097	1336	1272	1249	1169	944	1498	452	628	1012	1372	216	738	1061	811	192	290					
11	Число полученных открепительных  удостоверений	1134	15	35	40	25	25	25	30	15	15	50	25	15	15	20	15	15	15	30	35	15	25	25	15	25	15	25	15	25	25	25	25	30	15	24	45	25	25	30	25	15	35	15	20	0	30	0	30	20	15	0	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	799	11	17	26	20	13	21	25	10	10	41	16	8	11	19	8	15	11	21	24	10	16	16	9	20	10	18	13	20	14	15	15	27	6	17	38	22	19	24	22	9	24	6	15	0	25	0	15	17	4	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1550	28	20	52	19	5	13	6	15	264	53	13	22	17	19	11	14	8	19	12	23	45	8	5	9	20	10	16	0	18	15	10	0	59	18	7	17	12	32	9	16	20	7	24	444	15	36	8	16	16	0	5					
14	Число неиспользованных открепительных удостоверений	335	4	18	14	5	12	4	5	5	5	9	9	7	4	1	7	0	4	9	11	5	9	9	6	5	5	7	2	5	11	10	10	3	9	7	7	3	6	6	3	6	11	9	5	0	5	0	15	3	11	0	9					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	79	0	0	3	0	1	0	1	1	0	2	1	0	0	0	3	2	2	0	0	2	3	1	2	2	2	8	1	4	1	3	3	5	1	3	1	4	5	1	2	0	1	1	0	0	1	0	2	2	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	Богданов Андрей Владимирович	1016	17	24	23	28	26	21	26	20	25	35	17	21	29	25	17	12	14	33	25	20	18	16	15	17	20	16	14	29	22	16	14	15	19	23	18	32	28	22	25	14	43	5	5	15	23	3	12	30	24	4	1					
