Выборы Президента Российской Федерации																																																										
																																																										
"Наименование Избирательной комиссии:    Ижевск, Индустриальная"																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
1	"Число избирателей, внесенных в список"	88089	1459	2047	2081	2148	1453	2109	2001	1617	1269	2471	2444	1284	1305	1927	1618	1836	1512	2048	1926	1780	1805	1818	2013	1868	1579	2261	1572	1870	2345	2194	2249	2165	1415	1975	1820	2269	2218	2059	2098	1462	2712	680	1084	750	2242	166	1490	1623	1398	156	398					
2	Число полученных избирательных бюллетеней	77800	1300	1800	1800	1900	1200	1900	1800	1400	1000	2300	2100	1100	1100	1700	1400	1600	1300	1900	1700	1600	1600	1600	1800	1600	1400	2000	1400	1600	2000	2000	2000	2000	1200	1800	1600	2000	2000	1800	1900	1300	2400	600	900	850	2000	180	1300	1400	1200	170	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	53504	991	1287	1121	1215	855	1395	1258	996	997	1661	1395	767	905	992	698	824	743	1213	1142	1040	1168	1150	1142	1088	985	1291	1015	1085	1353	1268	1429	1274	926	1204	1178	1468	1343	1328	1236	981	1537	366	739	750	1456	150	679	1162	909	145	204					
5	"Число избирательных бюллетеней, выданных вне помещения"	716	21	12	19	25	26	12	8	14	2	6	30	5	6	28	7	7	7	6	11	32	27	16	16	32	12	21	9	11	8	16	26	13	8	17	10	12	30	15	25	6	17	14	42	0	11	0	9	2	6	0	1					
6	Число погашенных избирательных бюллетеней	23580	288	501	660	660	319	493	534	390	1	633	675	328	189	680	695	769	550	681	547	528	405	434	642	480	403	688	376	504	639	716	545	713	266	579	412	520	627	457	639	313	846	220	119	100	533	30	612	236	285	25	95					
7	Число избирательных бюллетеней в переносных ящиках	716	21	12	19	25	26	12	8	14	2	6	30	5	6	28	7	7	7	6	11	32	27	16	16	32	12	21	9	11	8	16	26	13	8	17	10	12	30	15	25	6	17	14	42	0	11	0	9	2	6	0	1					
8	Число бюллетеней в стационарных ящиках для голосования	53435	991	1287	1121	1215	855	1395	1258	996	997	1660	1395	766	905	991	698	823	743	1213	1141	1039	1168	1150	1142	1074	985	1291	1015	1085	1353	1268	1428	1274	926	1203	1178	1468	1343	1324	1236	981	1537	366	697	750	1455	150	679	1162	909	145	204					
9	Число недействительных избирательных бюллетеней	591	10	11	18	14	6	9	9	9	12	18	2	7	4	12	6	15	16	15	10	10	8	23	18	9	12	8	17	13	14	15	24	13	9	16	14	19	14	23	16	4	10	8	6	30	5	1	10	10	4	1	4					
10	Число действительных избирательных бюллетеней	53560	1002	1288	1122	1226	875	1398	1257	1001	987	1648	1423	764	907	1007	699	815	734	1204	1142	1061	1187	1143	1140	1097	985	1304	1007	1083	1347	1269	1430	1274	925	1204	1174	1461	1359	1316	1245	983	1544	372	733	720	1461	149	678	1154	911	144	201					
11	Число полученных открепительных  удостоверений	1215	30	40	50	20	20	30	20	20	20	65	40	20	20	30	20	20	20	20	20	20	20	30	20	20	20	20	20	20	40	20	20	20	20	30	20	30	30	40	20	20	30	20	30	0	30	0	20	20	20	0	20					
12	Число выданных открепительных удостоверений	839	23	20	41	16	15	24	16	14	12	65	28	15	12	22	7	7	10	17	13	17	12	22	17	12	13	17	15	18	27	19	12	17	17	20	16	21	20	18	15	8	23	6	22	0	25	0	10	17	5	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1712	29	29	26	28	30	16	8	12	242	34	31	17	19	8	4	13	8	27	8	15	45	10	9	9	20	7	23	14	21	13	19	11	116	9	14	11	14	19	17	11	23	4	32	494	14	33	15	12	14	50	5					
14	Число неиспользованных открепительных удостоверений	376	7	20	9	4	5	6	4	6	8	0	12	5	8	8	13	13	10	3	7	3	8	8	3	8	7	3	5	2	13	1	8	3	3	10	4	9	10	22	5	12	7	14	8	0	5	0	10	3	15	0	19					
15	"Число открепительных удостоверений, выданных в ТИК"	67	0	1	1	0	0	1	0	2	0	1	1	2	1	0	1	1	1	0	3	2	2	0	4	2	1	3	1	3	0	2	3	1	2	1	0	3	1	3	5	1	3	1	0	0	0	0	3	0	2	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
