Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Черепановская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277					
1	"Число избирателей, внесенных в списки избирателей"	40382	1596	1824	1645	1684	1689	965	807	1792	997	1723	903	893	1915	1894	315	1115	1145	1035	1205	62	90	752	143	135	110	260	476	95	823	124	117	442	1840	234	156	297	576	1163	849	162	160	598	462	204	831	183	219	943	355	127	753	122	488	512	245	132					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38723	1500	1700	1600	1600	1700	900	750	1700	900	1700	800	800	1800	1800	320	1100	1100	1000	1100	59	90	750	147	138	118	280	460	87	800	125	113	420	1800	237	152	290	580	1100	800	165	155	590	440	198	800	182	220	900	360	128	700	122	470	500	240	137					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22522	699	934	820	651	775	445	336	807	438	934	380	436	872	947	225	547	607	548	683	54	61	484	95	106	81	207	307	54	658	102	71	338	1059	158	120	212	449	913	639	85	124	369	361	149	550	121	125	514	224	92	516	80	354	321	196	89					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2228	95	84	80	83	98	25	29	59	69	82	46	35	74	79	17	72	86	64	131	3	2	64	12	10	8	19	12	9	16	0	27	27	55	21	7	24	19	22	49	49	8	45	17	19	73	6	27	79	18	0	53	18	38	53	1	10					
6	Число погашенных избирательных бюллетеней	13973	706	682	700	866	827	430	385	834	393	684	374	329	854	774	78	481	407	388	286	2	27	202	40	22	29	54	141	24	126	23	15	55	686	58	25	54	112	165	112	31	23	176	62	30	177	55	68	307	118	36	131	24	78	126	43	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2228	95	84	80	83	98	25	29	59	69	82	46	35	74	79	17	72	86	64	131	3	2	64	12	10	8	19	12	9	16	0	27	27	55	21	7	24	19	22	49	49	8	45	17	19	73	6	27	79	18	0	53	18	38	53	1	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22521	699	934	820	651	775	445	336	807	438	934	380	436	872	947	225	547	607	548	683	54	61	484	95	106	81	207	307	54	658	102	71	338	1058	158	120	212	449	913	639	85	124	369	361	149	550	121	125	514	224	92	516	80	354	321	196	89					
9	Число недействительных избирательных бюллетеней	218	10	6	8	7	4	3	4	6	5	4	6	4	13	8	0	9	11	4	2	0	0	11	5	1	0	1	3	0	7	0	1	5	22	2	5	1	0	0	4	2	0	3	2	0	5	4	3	8	0	0	1	0	0	4	2	2					
10	Число действительных избирательных бюллетеней	24531	784	1012	892	727	869	467	361	860	502	1012	420	467	933	1018	242	610	682	608	812	57	63	537	102	115	89	225	316	63	667	102	97	360	1091	177	122	235	468	935	684	132	132	411	376	168	618	123	149	585	242	92	568	98	392	370	195	97					
