Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Пестравская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378					
1	"Число избирателей, внесенных в списки избирателей"	14028	917	856	335	133	345	96	327	379	802	593	331	173	608	1451	415	358	406	670	1933	1340	1095	465					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14000	920	860	330	140	330	100	320	390	790	590	320	170	600	1480	420	360	400	670	1930	1330	1080	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9388	664	668	272	113	269	70	240	232	514	407	251	144	449	1134	294	247	232	427	1127	748	618	268					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1053	47	73	0	0	18	3	30	41	100	72	15	10	34	160	50	75	18	41	61	55	89	61					
6	Число погашенных избирательных бюллетеней	3559	209	119	58	27	43	27	50	117	176	111	54	16	117	186	76	38	150	202	742	527	373	141					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1053	47	73	0	0	18	3	30	41	100	72	15	10	34	160	50	75	18	41	61	55	89	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9386	664	668	272	113	269	70	240	232	512	407	251	144	449	1134	294	247	232	427	1127	748	618	268					
9	Число недействительных избирательных бюллетеней	179	10	4	5	0	2	0	4	4	2	0	3	16	8	83	10	1	0	2	7	6	4	8					
10	Число действительных избирательных бюллетеней	10260	701	737	267	113	285	73	266	269	610	479	263	138	475	1211	334	321	250	466	1181	797	703	321					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	293	18	15	10	5	10	5	10	10	15	15	10	5	15	20	10	10	10	15	30	25	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	165	18	6	0	0	10	1	7	5	7	7	2	0	5	20	2	1	3	7	26	16	20	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	83	4	5	3	2	3	4	2	1	5	4	3	2	4	7	2	4	0	5	10	7	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	128	0	9	10	5	0	4	3	5	8	8	8	5	10	0	8	9	7	8	4	9	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	193	14	22	0	1	7	3	8	3	10	6	6	4	7	20	3	1	7	9	19	18	8	17					
		1.85%	1.97%	2.97%	0.00%	0.88%	2.44%	4.11%	2.96%	1.10%	1.63%	1.25%	2.26%	2.60%	1.45%	1.55%	0.87%	0.31%	2.80%	1.92%	1.60%	2.24%	1.13%	5.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	1	1	0	0	1	0	0	0	2	4	0	1	0	4	0	0	0	4	11	3	3	1					
