Выборы Президента Российской Федерации																																																																											
Дата голосования: 02.03.2008																																																																											
																																																																											
"Наименование Избирательной комиссии:    Уфа, Кировская"																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
	Число участковых избирательных комиссий	68																																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	68																																																																									
																																																																											
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
1	"Число избирателей, включенных в списки избирателей"	101792	2534	2195	2093	2411	2748	1768	1734	749	1308	2315	1355	2494	2588	826	1792	1570	1925	2190	1156	1220	1113	921	629	596	434	899	2058	2542	1540	1405	2106	1654	1586	1772	1814	2022	2258	1999	2303	1700	1997	2041	1289	678	210	1570	1455	1907	2012	2074	1585	1676	1825	1549	2434	1894	674	1412	2383	959	350	241	219	139	221	125	289	262					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	98554	2200	2130	1900	1940	2420	1740	1530	1010	1360	2200	1120	2080	2210	950	1610	1570	1700	1860	1260	1100	1020	830	500	570	470	840	2060	2370	1370	1720	2170	1700	1550	1500	1700	1920	2230	2060	2400	2100	1900	1950	1300	650	180	1700	1280	1840	1960	2060	1580	2020	1700	1770	2110	1880	620	1480	2440	1100	350	245	219	150	350	150	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	81568	2107	1882	1867	1667	2290	1441	1375	578	1002	2049	1077	2019	2014	689	1479	1287	1173	1826	899	546	901	705	471	434	364	626	1637	1919	1213	1089	1768	1332	1310	1470	1458	1634	1565	1612	1958	1400	1761	1730	998	317	147	1323	1219	1598	1835	1729	1252	1365	1521	1326	1906	1590	528	1215	2045	476	268	234	142	139	149	125	273	224					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4965	53	9	26	33	57	63	76	29	74	118	35	58	57	137	14	47	61	25	81	498	13	78	28	77	8	32	19	257	44	63	22	54	46	18	82	46	247	33	22	208	33	38	99	302	30	110	22	31	18	34	100	147	49	48	74	31	46	19	18	483	82	0	77	0	72	0	16	38					
6	Число погашенных избирательных бюллетеней	12021	40	239	7	240	73	236	79	403	284	33	8	3	139	124	117	236	466	9	280	56	106	47	1	59	98	182	404	194	113	568	380	314	194	12	160	240	418	415	420	492	106	182	203	31	3	267	39	211	107	297	228	508	130	396	130	259	46	246	377	141	0	11	0	11	129	25	11	38					
