Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Усманская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858					
1	"Число избирателей, внесенных в списки избирателей"	37386	1889	1540	1905	2008	1771	1825	1627	1470	560	540	318	551	469	715	1178	1313	314	1080	273	780	442	422	445	590	851	282	720	707	885	631	229	452	499	1041	2000	415	214	909	353	1116	283	323	394	200	328	369	160					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34650	1700	1400	1700	1900	1700	1700	1500	1500	500	500	300	500	450	700	1000	1200	300	1000	250	700	400	400	500	550	800	250	700	700	700	500	200	400	500	1000	1800	400	200	900	350	1000	250	300	350	200	300	350	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20260	990	719	908	1148	1073	828	767	741	247	335	177	272	295	361	616	688	213	725	166	410	180	201	324	371	510	157	351	374	518	346	110	309	326	765	906	240	106	295	230	772	157	233	237	123	162	194	84					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5961	99	178	135	93	70	153	148	159	79	98	111	120	83	168	215	191	80	145	30	123	103	143	121	96	129	80	186	160	132	106	70	91	96	176	613	95	73	282	52	171	74	57	113	57	92	78	37					
6	Число погашенных избирательных бюллетеней	8429	611	503	657	659	557	719	585	600	174	67	12	108	72	171	169	321	7	130	54	167	117	56	55	83	161	13	163	166	50	48	20	0	78	59	281	65	21	323	68	57	19	10	0	20	46	78	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5961	99	178	135	93	70	153	148	159	79	98	111	120	83	168	215	191	80	145	30	123	103	143	121	96	129	80	186	160	132	106	70	91	96	176	613	95	73	282	52	171	74	57	113	57	92	78	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20259	990	719	908	1148	1073	828	767	741	247	335	177	272	295	360	616	688	213	725	166	410	180	201	324	371	510	157	351	374	518	346	110	309	326	765	906	240	106	295	230	772	157	233	237	123	162	194	84					
9	Число недействительных избирательных бюллетеней	178	7	3	19	8	8	7	6	5	1	9	4	5	3	7	2	9	1	9	0	1	3	0	0	2	3	1	6	0	0	2	0	6	3	2	9	2	3	5	1	6	1	0	0	0	2	7	0					
10	Число действительных избирательных бюллетеней	26042	1082	894	1024	1233	1135	974	909	895	325	424	284	387	375	521	829	870	292	861	196	532	280	344	445	465	636	236	531	534	650	450	180	394	419	939	1510	333	176	572	281	937	230	290	350	180	252	265	121					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	320	12	8	14	10	22	10	10	10	8	5	5	10	5	5	10	15	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	10	1	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	163	12	8	14	10	22	6	9	6	2	1	0	8	2	1	5	11	0	2	0	3	0	0	2	1	2	0	3	5	4	0	0	0	5	1	8	0	0	0	3	3	0	0	1	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	124	4	4	1	4	8	2	3	1	0	2	3	3	0	1	8	3	0	3	2	3	3	5	2	1	3	1	2	2	1	2	3	0	1	0	11	3	0	3	2	3	3	1	3	1	4	8	1					
