Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Усманская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в список избирателей"	39033	2030	2251	2232	2178	1951	1924	1076	2319	519	538	438	677	1199	1309	301	807	489	551	451	504	335	285	1165	276	397	568	285	845	803	812	953	922	412	212	1911	863	1001	353	1195	321	247	600	369	159					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38750	1990	2250	2150	2150	1950	1950	1050	2330	500	540	440	650	1200	1300	300	800	480	550	450	500	340	280	1150	270	400	570	270	860	790	820	960	920	400	210	1890	860	1000	350	1200	320	240	600	360	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20907	880	935	917	1053	1130	773	497	1327	362	281	209	291	865	588	223	413	174	417	326	358	234	159	709	165	184	387	137	500	422	213	674	449	256	93	1065	250	736	274	961	219	160	423	147	71					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5958	195	288	264	109	56	171	90	161	76	109	79	122	172	112	70	85	89	52	84	96	73	95	154	31	99	98	112	195	235	285	124	135	77	90	517	350	250	36	139	71	69	132	75	36					
6	Число погашенных избирательных бюллетеней	11885	915	1027	969	988	764	1006	463	842	62	150	152	237	163	600	7	302	217	81	40	46	33	26	287	74	117	85	21	165	133	322	162	336	67	27	308	260	14	40	100	30	11	45	138	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5958	195	288	264	109	56	171	90	161	76	109	79	122	172	112	70	85	89	52	84	96	73	95	154	31	99	98	112	195	235	285	124	135	77	90	517	350	250	36	139	71	69	132	75	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20905	878	935	917	1053	1130	773	497	1327	362	281	209	291	865	588	223	413	174	417	326	358	234	159	709	165	184	387	137	500	422	213	674	449	256	93	1065	250	736	274	961	219	160	423	147	71					
9	Число недействительных избирательных бюллетеней	304	20	16	19	25	33	9	1	15	5	7	5	11	0	11	0	5	5	3	5	6	0	3	12	3	8	5	3	10	6	0	2	5	0	0	11	3	11	2	11	1	1	2	2	2					
10	Число действительных избирательных бюллетеней	26559	1053	1207	1162	1137	1153	935	586	1473	433	383	283	402	1037	689	293	493	258	466	405	448	307	251	851	193	275	480	246	685	651	498	796	579	333	183	1571	597	975	308	1089	289	228	553	220	105					
