Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Солонешенская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454					
1	"Число избирателей, внесенных в списки"	9320	590	202	304	138	71	842	100	125	366	59	113	710	105	81	1850	924	193	139	207	308	177	45	841	100	533	136	61					
2	"Число бюллетеней, полученных участковыми комиссиями"	9327	574	202	304	148	69	835	97	123	368	54	113	720	104	75	1850	930	197	141	207	309	184	45	839	102	541	135	61					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5775	331	168	188	103	59	499	60	83	253	43	92	409	91	62	1122	526	123	110	142	179	125	40	433	65	336	90	43					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	432	55	0	0	0	0	21	10	10	24	4	3	58	0	3	89	40	21	11	7	15	3	0	38	13	7	0	0					
6	Число погашенных бюллетеней	3120	188	34	116	45	10	315	27	30	91	7	18	253	13	10	639	364	53	20	58	115	56	5	368	24	198	45	18					
7	Число бюллетеней в переносных ящиках для голосования	432	55	0	0	0	0	21	10	10	24	4	3	58	0	3	89	40	21	11	7	15	3	0	38	13	7	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	5775	331	168	188	103	59	499	60	83	253	43	92	409	91	62	1122	526	123	110	142	179	125	40	433	65	336	90	43					
9	Число недействительных бюллетеней	76	2	1	4	4	3	0	3	1	8	0	7	9	0	2	9	1	0	0	1	2	3	0	6	0	4	4	2					
10	Число действительных бюллетеней	6131	384	167	184	99	56	520	67	92	269	47	88	458	91	63	1202	565	144	121	148	192	125	40	465	78	339	86	41					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	5	2	2	2	1	3	1	3	2	1	1	5	3	1	32	3	3	3	3	5	3	1	6	1	6	1	1					
