Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Мордовская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в списки избирателей"	16352	405	311	138	333	139	518	194	516	375	198	735	656	163	67	375	1206	838	628	832	1183	341	568	75	126	258	440	347	666	732	533	107	305	602	475	268	699					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14510	370	267	134	300	134	459	193	453	342	196	657	545	162	65	328	1064	724	553	717	1025	311	491	73	128	225	403	304	598	638	455	115	270	533	420	241	617					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8622	175	166	99	176	82	266	149	317	204	109	338	374	72	49	194	591	487	333	454	603	181	326	37	70	142	235	177	328	384	283	61	159	238	245	144	374					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2746	116	85	19	93	38	128	16	121	78	58	189	112	59	11	74	137	67	36	63	103	42	65	26	17	71	120	40	46	93	172	29	24	136	87	60	115					
6	Число погашенных избирательных бюллетеней	3142	79	16	16	31	14	65	28	15	60	29	130	59	31	5	60	336	170	184	200	319	88	100	10	41	12	48	87	224	161	0	25	87	159	88	37	128					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2746	116	85	19	93	38	128	16	121	78	58	189	112	59	11	74	137	67	36	63	103	42	65	26	17	71	120	40	46	93	172	29	24	136	87	60	115					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8622	175	166	99	176	82	266	149	317	204	109	338	374	72	49	194	591	487	333	454	603	181	326	37	70	142	235	177	328	384	283	61	159	238	245	144	374					
9	Число недействительных избирательных бюллетеней	75	0	2	0	0	0	0	1	0	1	0	3	3	1	0	1	2	6	3	4	5	0	5	0	0	0	3	1	5	3	0	0	2	1	16	4	3					
10	Число действительных избирательных бюллетеней	11293	291	249	118	269	120	394	164	438	281	167	524	483	130	60	267	726	548	366	513	701	223	386	63	87	213	352	216	369	474	455	90	181	373	316	200	486					
