Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Мордовская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321					
1	"Число избирателей, внесенных в список избирателей"	15771	349	282	118	418	495	196	523	336	177	651	675	208	372	1266	858	632	827	1263	382	635	99	213	390	356	661	616	470	349	587	468	251	648					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14346	319	259	121	380	450	201	480	298	175	593	610	201	336	1145	787	576	751	1122	347	566	102	215	352	325	602	535	405	320	531	424	225	593					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8515	210	140	89	162	281	151	263	167	122	296	307	49	200	652	441	352	485	966	274	376	60	107	191	196	233	293	251	177	224	256	144	400					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2866	87	86	21	188	124	25	133	80	39	179	107	91	69	137	86	59	64	76	41	103	24	59	99	38	105	91	124	83	190	99	72	87					
6	Число погашенных избирательных бюллетеней	2965	22	33	11	30	45	25	84	51	14	118	196	61	67	356	260	165	202	80	32	87	18	49	62	91	264	151	30	60	117	69	9	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2866	87	86	21	188	124	25	133	80	39	179	107	91	69	137	86	59	64	76	41	103	24	59	99	38	105	91	124	83	190	99	72	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8515	210	140	89	162	281	151	263	167	122	296	307	49	200	652	441	352	485	966	274	376	60	107	191	196	233	293	251	177	224	256	144	400					
9	Число недействительных избирательных бюллетеней	122	11	2	0	0	1	0	1	3	9	0	9	1	3	4	9	4	3	6	28	3	0	1	3	0	3	8	1	3	0	3	0	3					
10	Число действительных избирательных бюллетеней	11259	286	224	110	350	404	176	395	244	152	475	405	139	266	785	518	407	546	1036	287	476	84	165	287	234	335	376	374	257	414	352	216	484					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	174	5	4	4	4	7	3	5	5	4	5	9	4	4	8	12	5	5	7	4	7	4	4	3	4	5	5	8	5	6	7	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	94	2	4	0	3	6	1	3	2	0	5	8	1	0	5	10	4	4	7	0	5	2	2	0	3	5	1	4	0	1	2	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	2	2	2	0	3	1	3	0	1	3	1	4	2	3	2	2	5	2	0	1	1	1	1	2	1	0	1	2	1	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	80	3	0	4	1	1	2	2	3	4	0	1	3	4	3	2	1	1	0	4	2	2	2	3	1	0	4	4	5	5	5	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	711	8	20	4	26	2	0	9	19	5	32	34	15	15	50	61	37	47	30	19	28	0	9	20	15	31	34	17	25	20	25	10	44					
		6.25%	2.69%	8.85%	3.64%	7.43%	0.49%	0.00%	2.27%	7.69%	3.11%	6.74%	8.21%	10.71%	5.58%	6.34%	11.57%	9.00%	8.56%	2.88%	6.03%	5.85%	0.00%	5.42%	6.90%	6.41%	9.17%	8.85%	4.53%	9.62%	4.83%	7.04%	4.63%	9.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	934	9	17	3	55	13	21	32	22	12	32	38	18	20	66	53	46	57	45	11	37	10	20	29	9	26	22	31	23	36	32	20	69					
		8.21%	3.03%	7.52%	2.73%	15.71%	3.21%	11.93%	8.08%	8.91%	7.45%	6.74%	9.18%	12.86%	7.43%	8.37%	10.06%	11.19%	10.38%	4.32%	3.49%	7.72%	11.90%	12.05%	10.00%	3.85%	7.69%	5.73%	8.27%	8.85%	8.70%	9.01%	9.26%	14.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	4	2	0	1	1	1	1	4	0	2	7	0	1	6	4	5	1	0	0	3	1	1	1	0	4	3	1	1	0	0	3	1					
		0.52%	1.35%	0.88%	0.00%	0.29%	0.25%	0.57%	0.25%	1.62%	0.00%	0.42%	1.69%	0.00%	0.37%	0.76%	0.76%	1.22%	0.18%	0.00%	0.00%	0.63%	1.19%	0.60%	0.34%	0.00%	1.18%	0.78%	0.27%	0.38%	0.00%	0.00%	1.39%	0.21%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1809	26	50	4	42	31	34	60	25	9	67	83	18	20	92	110	113	113	130	22	65	21	21	70	73	105	109	66	34	10	70	24	92					
		15.89%	8.75%	22.12%	3.64%	12.00%	7.65%	19.32%	15.15%	10.12%	5.59%	14.11%	20.05%	12.86%	7.43%	11.66%	20.87%	27.49%	20.58%	12.48%	6.98%	13.57%	25.00%	12.65%	24.14%	31.20%	31.07%	28.39%	17.60%	13.08%	2.42%	19.72%	11.11%	18.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	1	3	0	2	0	0	1	0	1	2	7	3	0	5	7	3	7	0	0	3	1	0	3	2	4	4	3	0	0	1	0	5					
