Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Войковский район																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №3242					
1	"Число избирателей, внесенных в список избирателей"	43932	2305	2711	2148	2413	2432	2254	2170	2561	2426	2261	2525	2810	2415	2141	2614	2362	2351	2359	674					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41400	2200	2600	2050	2250	2300	2100	2050	2450	2350	1950	2450	2600	2200	2050	2450	2200	2200	2250	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	32374	1652	2002	1620	1855	1849	1758	1672	1880	1745	1869	1867	2047	1752	1524	1677	1509	1859	1563	674					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	578	29	32	30	33	44	25	33	51	33	30	22	22	39	29	43	17	26	40	0					
6	Число погашенных избирательных бюллетеней	8448	519	566	400	362	407	317	345	519	572	51	561	531	409	497	730	674	315	647	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	577	29	32	30	33	44	24	33	51	33	30	22	22	39	29	43	17	26	40	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32044	1652	2000	1590	1798	1721	1756	1668	1864	1745	1862	1833	2047	1749	1521	1671	1506	1824	1563	674					
9	Число недействительных избирательных бюллетеней	1062	20	58	13	71	169	134	18	19	98	78	105	24	43	27	26	22	35	65	37					
10	Число действительных избирательных бюллетеней	31559	1661	1974	1607	1760	1596	1646	1683	1896	1680	1814	1750	2045	1745	1523	1688	1501	1815	1538	637					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	920	50	50	50	50	50	50	50	70	50	50	50	50	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	706	45	45	34	37	37	34	33	51	35	37	47	38	44	42	30	31	45	41	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	763	36	41	42	41	55	80	31	37	44	52	43	40	76	31	23	20	22	47	2					
