Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Калининская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	37174	2404	2360	2625	2881	374	1109	1775	1292	2233	2749	2741	2625	1026	177	1105	716	468	749	2610	241	1177	929	1248	1265	295									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36200	2250	2250	2550	2850	372	1154	1750	1300	2200	2650	2750	2500	1030	174	1100	700	440	720	2500	230	1150	900	1200	1200	280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20516	1219	1289	1405	1400	153	552	1158	499	1419	1214	1455	1560	512	135	667	500	245	410	1669	124	726	523	719	738	225									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3954	229	267	203	372	96	200	239	172	283	299	317	271	127	15	112	40	45	126	158	43	194	41	53	37	15									
6	Число погашенных избирательных бюллетеней	11730	802	694	942	1078	123	402	353	629	498	1137	978	669	391	24	321	160	150	184	673	63	230	336	428	425	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3954	229	267	203	372	96	200	239	172	283	299	317	271	127	15	112	40	45	126	158	43	194	41	53	37	15									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20516	1219	1289	1405	1400	153	552	1158	499	1419	1214	1455	1560	512	135	667	500	245	410	1669	124	726	523	719	738	225									
9	Число недействительных избирательных бюллетеней	322	45	27	25	28	1	7	19	12	37	22	12	16	9	1	8	4	0	2	6	0	15	4	7	15	0									
10	Число действительных избирательных бюллетеней	24148	1403	1529	1583	1744	248	745	1378	659	1665	1491	1760	1815	630	149	771	536	290	534	1821	167	905	560	765	760	240									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	730	50	50	40	50	10	25	35	25	50	50	50	50	25	10	25	10	10	10	50	10	25	10	25	25	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	601	34	50	40	34	10	25	35	25	50	50	50	30	19	10	25	10	1	10	50	0	25	10	4	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	147	6	16	14	8	7	4	6	6	5	10	0	12	5	7	5	5	7	5	2	4	2	2	5	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	129	16	0	0	16	0	0	0	0	0	0	0	20	6	0	0	0	9	0	0	10	0	0	21	22	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	11	8	10	7	1	2	1	0	3	8	10	3	0	0	0	1	0	0	1	0	3	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
