Выборы Президента Российской Федерации																																						
Дата голосования: 18.03.2018																																						
																																						
Наименование Избирательной комиссии:    Воткинская																																						
																																						
Сводная таблица итогов голосования																																						
																																						
	Число участковых избирательных комиссий	27																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	27																																				
																																						
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327									
1	"Число избирателей, включенных в список избирателей"	18411	622	526	719	377	498	1336	1427	886	505	665	315	941	353	811	1051	422	561	1327	350	701	1179	202	930	204	829	327	347									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16050	550	450	650	350	400	1200	1200	800	400	600	250	800	320	700	900	350	500	1200	300	600	1000	160	800	200	750	300	320									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12048	391	347	489	212	366	913	825	557	353	504	219	635	219	474	730	251	366	875	252	470	819	116	571	116	509	233	236									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1002	37	44	39	8	33	40	36	18	10	14	20	53	53	47	22	25	84	64	12	43	78	5	120	20	53	12	12									
6	Число погашенных избирательных бюллетеней	3000	122	59	122	130	1	247	339	225	37	82	11	112	48	179	148	74	50	261	36	87	103	39	109	64	188	55	72									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1002	37	44	39	8	33	40	36	18	10	14	20	53	53	47	22	25	84	64	12	43	78	5	120	20	53	12	12									
8	Число бюллетеней в стационарных ящиках для голосования	12047	391	347	489	212	366	913	825	557	353	504	219	635	219	474	730	251	366	875	252	469	819	116	571	116	509	233	236									
9	Число недействительных избирательных бюллетеней	162	8	6	2	3	6	20	13	5	4	9	0	8	6	5	5	2	7	14	1	3	9	1	7	0	11	2	5									
10	Число действительных избирательных бюллетеней	12887	420	385	526	217	393	933	848	570	359	509	239	680	266	516	747	274	443	925	263	509	888	120	684	136	551	243	243									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
13	Бабурин Сергей Николаевич	74	6	2	1	1	2	8	5	2	3	1	1	3	3	3	9	2	2	7	0	2	2	0	3	0	2	1	3									
		0.57%	1.40%	0.51%	0.19%	0.45%	0.50%	0.84%	0.58%	0.35%	0.83%	0.19%	0.42%	0.44%	1.10%	0.58%	1.20%	0.72%	0.44%	0.75%	0.00%	0.39%	0.22%	0.00%	0.43%	0.00%	0.36%	0.41%	1.21%									
14	Грудинин Павел Николаевич	1362	61	41	28	8	11	131	124	73	54	67	32	85	20	73	99	27	38	80	16	24	49	6	51	9	84	42	29									
		10.44%	14.25%	10.49%	5.30%	3.64%	2.76%	13.75%	14.40%	12.70%	14.88%	12.93%	13.39%	12.35%	7.35%	14.01%	13.16%	9.78%	8.44%	8.52%	6.06%	4.69%	5.46%	4.96%	7.38%	6.62%	14.95%	17.14%	11.69%									
15	Жириновский Владимир Вольфович	829	31	23	24	2	34	50	71	62	27	31	24	34	25	38	47	16	34	60	17	31	52	11	22	14	27	11	11									
		6.35%	7.24%	5.88%	4.55%	0.91%	8.52%	5.25%	8.25%	10.78%	7.44%	5.98%	10.04%	4.94%	9.19%	7.29%	6.25%	5.80%	7.56%	6.39%	6.44%	6.05%	5.80%	9.09%	3.18%	10.29%	4.80%	4.49%	4.44%									
16	Путин Владимир Владимирович	10323	311	309	471	206	337	710	611	410	264	403	173	541	212	392	563	225	363	754	224	445	773	103	601	109	433	186	194									
		79.11%	72.66%	79.03%	89.20%	93.64%	84.46%	74.50%	70.96%	71.30%	72.73%	77.80%	72.38%	78.63%	77.94%	75.24%	74.87%	81.52%	80.67%	80.30%	84.85%	86.91%	86.18%	85.12%	86.98%	80.15%	77.05%	75.92%	78.23%									
17	Собчак Ксения Анатольевна	116	4	3	0	0	2	14	18	4	4	3	0	9	1	5	7	2	3	11	3	4	6	0	6	1	4	2	0									
		0.89%	0.93%	0.77%	0.00%	0.00%	0.50%	1.47%	2.09%	0.70%	1.10%	0.58%	0.00%	1.31%	0.37%	0.96%	0.93%	0.72%	0.67%	1.17%	1.14%	0.78%	0.67%	0.00%	0.87%	0.74%	0.71%	0.82%	0.00%									
18	Сурайкин Максим Александрович	79	1	4	0	0	2	7	8	7	3	2	7	5	3	3	4	0	1	10	2	1	2	0	1	0	0	1	5									
		0.61%	0.23%	1.02%	0.00%	0.00%	0.50%	0.73%	0.93%	1.22%	0.83%	0.39%	2.93%	0.73%	1.10%	0.58%	0.53%	0.00%	0.22%	1.06%	0.76%	0.20%	0.22%	0.00%	0.14%	0.00%	0.00%	0.41%	2.02%									
19	Титов Борис Юрьевич	72	2	1	2	0	4	10	6	7	3	2	1	1	1	2	17	2	0	3	0	1	3	0	0	2	1	0	1									
		0.55%	0.47%	0.26%	0.38%	0.00%	1.00%	1.05%	0.70%	1.22%	0.83%	0.39%	0.42%	0.15%	0.37%	0.38%	2.26%	0.72%	0.00%	0.32%	0.00%	0.20%	0.33%	0.00%	0.00%	1.47%	0.18%	0.00%	0.40%									
20	Явлинский Григорий Алексеевич	32	4	2	0	0	1	3	5	5	1	0	1	2	1	0	1	0	2	0	1	1	1	0	0	1	0	0	0									
		0.25%	0.93%	0.51%	0.00%	0.00%	0.25%	0.31%	0.58%	0.87%	0.28%	0.00%	0.42%	0.29%	0.37%	0.00%	0.13%	0.00%	0.44%	0.00%	0.38%	0.20%	0.11%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
