Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Черемшанская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780					
1	"Число избирателей, внесенных в списки избирателей"	14057	468	246	88	579	467	122	177	423	143	322	362	206	958	174	355	190	208	390	474	161	407	741	430	410	368	481	1149	509	1253	731	326	362	277	100					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14055	469	246	88	577	470	122	176	423	143	322	362	206	960	174	355	190	208	390	474	165	408	741	430	412	373	481	1130	500	1250	745	326	362	277	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13300	466	232	68	525	406	105	163	423	143	322	356	196	918	152	355	172	196	390	467	156	407	741	425	401	360	369	1081	392	1224	676	312	359	242	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	707	0	13	20	52	61	16	13	0	0	0	6	10	40	22	0	18	12	0	7	5	0	0	5	9	8	112	49	99	23	55	14	3	35	0					
6	Число погашенных избирательных бюллетеней	48	3	1	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	2	5	0	0	9	3	14	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	707	0	13	20	52	61	16	13	0	0	0	6	10	40	22	0	18	12	0	7	5	0	0	5	9	8	112	49	99	23	55	14	3	35	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13300	466	232	68	525	406	105	163	423	143	322	356	196	918	152	355	172	196	390	467	156	407	741	425	401	360	369	1081	392	1224	676	312	359	242	100					
9	Число недействительных избирательных бюллетеней	78	0	0	0	1	0	0	4	0	0	0	1	0	2	6	0	2	4	1	0	0	0	0	3	0	0	0	23	0	0	4	26	0	1	0					
10	Число действительных избирательных бюллетеней	13929	466	245	88	576	467	121	172	423	143	322	361	206	956	168	355	188	204	389	474	161	407	741	427	410	368	481	1107	491	1247	727	300	362	276	100					
