Выборы Президента Российской Федерации																									
																									
Наименование Избирательной комиссии:    Фрязинская городская																									
																									
Итоги голосования 																									
																									
		Сумма	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889					
1	"Число избирателей, внесенных в список"	43472	2143	2426	2137	2204	2608	2580	2152	2351	2447	2409	2878	2671	2780	2814	2873	2568	553	2878					
2	Число полученных избирательных бюллетеней	40300	2000	2200	2000	2000	2500	2500	2000	2200	2300	2300	2700	2500	2500	2600	2600	2300	500	2600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24129	1066	1406	1113	1120	1537	1416	1185	1272	1410	1413	1543	1571	1690	1631	1621	1355	308	1472					
5	"Число избирательных бюллетеней, выданных вне помещения"	632	23	38	31	153	28	35	32	28	42	37	32	33	31	15	21	24	0	29					
6	Число погашенных избирательных бюллетеней	15531	911	756	856	727	935	1041	783	900	848	850	1125	896	779	954	958	921	192	1099					
7	Число избирательных бюллетеней в переносных ящиках	632	23	38	31	153	28	35	32	28	42	37	32	33	31	15	21	24	0	29					
8	Число бюллетеней в стационарных ящиках для голосования	24081	1066	1404	1112	1115	1532	1416	1185	1272	1407	1409	1541	1571	1680	1622	1617	1352	308	1472					
9	Число недействительных избирательных бюллетеней	141	5	7	7	6	12	13	7	13	8	16	8	3	12	7	7	1	1	8					
10	Число действительных избирательных бюллетеней	24572	1084	1435	1136	1262	1548	1438	1210	1287	1441	1430	1565	1601	1699	1630	1631	1375	307	1493					
11	Число полученных открепительных  удостоверений	1750	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	50	100					
12	Число выданных открепительных удостоверений	252	16	11	15	13	14	9	9	14	15	23	21	15	19	12	15	16	1	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	224	14	24	7	18	11	13	6	11	18	3	14	6	15	6	8	6	7	37					
14	Число неиспользованных открепительных удостоверений	1498	84	89	85	87	86	91	91	86	85	77	79	85	81	88	85	84	49	86					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																									
18	. Глазьев Сергей Юрьевич	2254	88	143	85	134	150	150	87	124	141	149	161	137	170	159	139	120	20	97					
		9.12%	8.08%	9.92%	7.44%	10.57%	9.62%	10.34%	7.15%	9.54%	9.73%	10.30%	10.24%	8.54%	9.94%	9.71%	8.49%	8.72%	6.49%	6.46%					
19	. Малышкин Олег Александрович	342	18	21	5	22	23	17	17	23	19	20	21	29	23	22	23	9	1	29					
		1.38%	1.65%	1.46%	0.44%	1.74%	1.47%	1.17%	1.40%	1.77%	1.31%	1.38%	1.34%	1.81%	1.34%	1.34%	1.40%	0.65%	0.32%	1.93%					
20	. Миронов Сергей Михайлович	127	2	9	5	3	6	9	9	14	0	9	8	10	10	8	10	4	4	7					
		0.51%	0.18%	0.62%	0.44%	0.24%	0.38%	0.62%	0.74%	1.08%	0.00%	0.62%	0.51%	0.62%	0.58%	0.49%	0.61%	0.29%	1.30%	0.47%					
21	. Путин Владимир Владимирович	15949	700	858	750	785	943	915	809	825	980	895	1011	1026	1102	1067	1106	917	219	1041					
		64.54%	64.28%	59.50%	65.62%	61.91%	60.45%	63.06%	66.47%	63.46%	67.63%	61.89%	64.27%	63.97%	64.41%	65.18%	67.52%	66.64%	71.10%	69.35%					
22	. Хакамада Ирина Муцуовна	1540	63	132	99	99	139	99	68	70	56	76	85	78	105	102	84	96	27	62					
		6.23%	5.79%	9.15%	8.66%	7.81%	8.91%	6.82%	5.59%	5.38%	3.86%	5.26%	5.40%	4.86%	6.14%	6.23%	5.13%	6.98%	8.77%	4.13%					
23	. Харитонов Николай Михайлович	2874	147	184	118	143	149	169	161	160	171	200	169	221	202	160	183	144	14	179					
		11.63%	13.50%	12.76%	10.32%	11.28%	9.55%	11.65%	13.23%	12.31%	11.80%	13.83%	10.74%	13.78%	11.81%	9.77%	11.17%	10.47%	4.55%	11.93%					
																									
24	Против всех	1486	66	88	74	76	138	79	59	71	74	81	110	100	87	112	86	85	22	78					
		6.01%	6.06%	6.10%	6.47%	5.99%	8.85%	5.44%	4.85%	5.46%	5.11%	5.60%	6.99%	6.23%	5.08%	6.84%	5.25%	6.18%	7.14%	5.20%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
