Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Ряжская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451					
1	"Число избирателей, внесенных в списки избирателей"	23788	1200	894	583	1270	1242	1558	1254	1287	1288	1505	1056	1470	1331	1141	976	386	234	184	256	245	114	205	101	82	270	569	555	338	94	273	389	689	374	227	148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23400	1080	855	584	1290	1230	1535	1230	1260	1275	1360	1075	1460	1340	1130	960	385	240	189	259	239	117	204	98	83	256	574	568	340	90	274	402	680	367	228	143					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10905	407	418	286	516	626	707	509	475	514	668	606	700	667	390	407	209	149	90	130	139	64	103	69	63	123	280	316	141	57	135	228	329	208	101	75					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1885	127	60	28	46	6	35	171	53	78	137	19	24	15	67	38	17	37	19	54	47	25	20	11	5	62	57	84	121	18	54	92	115	42	61	40					
6	Число погашенных избирательных бюллетеней	10610	546	377	270	728	598	793	550	732	683	555	450	736	658	673	515	159	54	80	75	53	28	81	18	15	71	237	168	78	15	85	82	236	117	66	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1885	127	60	28	46	6	35	171	53	78	137	19	24	15	67	38	17	37	19	54	47	25	20	11	5	62	57	84	121	18	54	92	115	42	61	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10902	407	418	286	516	626	707	509	475	514	668	606	700	667	390	404	209	149	90	130	139	64	103	69	63	123	280	316	141	57	135	228	329	208	101	75					
9	Число недействительных избирательных бюллетеней	137	7	5	6	4	13	9	6	1	4	12	7	6	11	4	5	8	1	0	0	0	0	0	0	0	0	7	5	1	1	0	4	4	5	0	1					
10	Число действительных избирательных бюллетеней	12650	527	473	308	558	619	733	674	527	588	793	618	718	671	453	437	218	185	109	184	186	89	123	80	68	185	330	395	261	74	189	316	440	245	162	114					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	338	10	17	10	16	18	9	11	9	14	25	13	18	21	18	4	4	6	8	8	1	8	8	2	8	8	8	8	9	0	6	8	8	5	4	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	240	8	16	6	14	17	8	10	6	9	18	12	16	18	10	3	4	2	0	2	0	3	8	0	0	1	8	2	9	0	6	8	8	5	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	219	43	6	6	3	7	3	19	5	2	10	12	5	4	5	7	6	2	1	4	6	3	7	4	2	7	4	4	4	6	2	3	6	4	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	98	2	1	4	2	1	1	1	3	5	7	1	2	3	8	1	0	4	8	6	1	5	0	2	8	7	0	6	0	0	0	0	0	0	1	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	282	5	6	5	9	11	12	13	15	10	16	17	13	11	4	9	3	2	3	3	5	5	4	1	1	8	9	12	20	1	6	15	9	8	4	7					
		2.21%	0.94%	1.26%	1.59%	1.60%	1.74%	1.62%	1.91%	2.84%	1.69%	1.99%	2.72%	1.80%	1.61%	0.88%	2.04%	1.33%	1.08%	2.75%	1.63%	2.69%	5.62%	3.25%	1.25%	1.47%	4.32%	2.67%	3.00%	7.63%	1.33%	3.17%	4.69%	2.03%	3.20%	2.47%	6.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	67	3	3	0	6	3	6	2	2	2	1	4	9	6	3	3	1	1	0	0	3	1	0	0	1	1	2	0	0	0	0	0	2	1	0	1					
