Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Ряжская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434					
1	"Число избирателей, внесенных в список избирателей"	23901	1155	1145	1355	1240	1265	1199	1075	1152	1181	1306	1328	1169	1278	1395	986	374	251	207	215	316	187	163	281	561	522	419	242	394	726	444	231	139					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24000	1009	1167	1357	1245	1290	1195	1076	1170	1126	1330	1325	1200	1307	1410	996	395	262	205	222	322	187	168	275	581	536	422	253	398	739	454	238	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8950	287	395	427	602	482	394	438	475	459	506	355	421	466	398	321	142	118	85	78	119	117	81	129	263	286	159	123	205	287	200	73	59					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1871	153	49	77	8	18	94	19	44	81	39	133	18	8	53	32	11	37	21	53	99	17	39	48	78	61	161	52	88	121	70	55	34					
6	Число погашенных избирательных бюллетеней	13179	569	723	853	635	790	707	619	651	586	785	837	761	833	959	643	242	107	99	91	104	53	48	98	240	189	102	78	105	331	184	110	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1871	153	49	77	8	18	94	19	44	81	39	133	18	8	53	32	11	37	21	53	99	17	39	48	78	61	161	52	88	121	70	55	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8948	287	395	427	602	482	393	438	475	459	506	355	421	466	398	321	141	118	85	78	119	117	81	129	263	286	159	123	205	287	200	73	59					
9	Число недействительных избирательных бюллетеней	199	12	8	14	15	20	7	12	14	8	6	7	8	16	4	4	6	2	3	1	1	1	1	0	2	7	2	1	7	5	2	2	1					
10	Число действительных избирательных бюллетеней	10620	428	436	490	595	480	480	445	505	532	539	481	431	458	447	349	146	153	103	130	217	133	119	177	339	340	318	174	286	403	268	126	92					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	395	22	20	20	20	20	20	20	20	20	20	20	20	20	20	15	5	5	5	5	5	5	5	5	7	7	7	5	5	10	7	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	212	3	18	12	14	11	9	5	12	14	8	8	9	9	9	5	1	5	0	5	5	2	5	2	6	2	6	3	5	10	4	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	164	49	1	7	3	4	15	1	7	5	4	3	6	3	8	2	1	2	4	3	3	3	3	5	1	3	3	0	3	6	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	183	19	2	8	6	9	11	15	8	6	12	12	11	11	11	10	4	0	5	0	0	3	0	3	1	5	1	2	0	0	3	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
