Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Полесская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422					
1	"Число избирателей, внесенных в списки"	13739	2831	2602	1165	381	877	567	1223	458	636	406	609	457	1213	314					
2	"Число бюллетеней, полученных участковыми комиссиями"	12200	2400	2300	1050	350	800	500	1100	450	550	350	550	400	1100	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6236	1286	1118	520	184	385	277	511	169	371	190	355	221	493	156					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	301	42	36	17	0	2	15	14	32	32	17	20	31	15	28					
6	Число погашенных бюллетеней	5662	1071	1146	513	166	413	208	575	249	147	143	175	148	592	116					
7	Число бюллетеней в переносных ящиках для голосования	301	42	36	17	0	2	15	14	32	32	17	20	31	15	28					
8	Число бюллетеней в стационарных ящиках для голосования	6230	1286	1120	520	184	385	277	511	167	366	190	354	221	493	156					
9	Число недействительных бюллетеней	118	31	11	7	3	3	2	19	8	4	7	2	0	16	5					
10	Число действительных бюллетеней	6413	1297	1145	530	181	384	290	506	191	394	200	372	252	492	179					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	28	34	12	4	9	10	12	5	6	4	6	5	12	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	17	5	1	2	2	8	2	0	5	0	2	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	0	2	3	1	0	0	1	0	1	3	1	1	2	0					
14	Число погашенных открепительных удостоверений	103	11	29	11	2	7	2	10	5	1	4	4	4	10	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	148	15	9	10	5	5	14	28	3	14	11	11	4	11	8					
		2.26%	1.12%	0.77%	1.86%	2.71%	1.29%	4.79%	5.33%	1.50%	3.51%	5.31%	2.94%	1.58%	2.16%	4.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	117	31	30	17	1	3	8	5	4	6	0	2	2	7	1					
		1.79%	2.33%	2.59%	3.16%	0.54%	0.77%	2.73%	0.95%	2.01%	1.50%	0.0%	0.53%	0.79%	1.37%	0.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	161	35	29	21	2	2	11	6	8	4	9	13	7	12	2					
		2.46%	2.63%	2.50%	3.91%	1.08%	0.51%	3.76%	1.14%	4.02%	1.00%	4.34%	3.47%	2.77%	2.36%	1.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	173	46	53	11	0	5	4	11	6	6	0	6	3	21	1					
		2.64%	3.46%	4.58%	2.04%	0.0%	1.29%	1.36%	2.09%	3.01%	1.50%	0.0%	1.60%	1.19%	4.13%	0.54%					
22	"5. ""За Русь Святую"""	16	8	5	1	0	0	1	0	0	0	0	1	0	0	0					
		0.24%	0.60%	0.43%	0.18%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	2	3	2	0	0	1	1	1	1	1	1	0	1	1					
		0.22%	0.15%	0.25%	0.37%	0.0%	0.0%	0.34%	0.19%	0.50%	0.25%	0.48%	0.26%	0.0%	0.19%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	72	19	11	10	2	0	5	5	0	6	3	4	2	5	0					
		1.10%	1.43%	0.95%	1.86%	1.08%	0.0%	1.71%	0.95%	0.0%	1.50%	1.44%	1.06%	0.79%	0.98%	0.0%					
25	"8. ""Народно-республиканская партия России"""	12	2	1	3	0	3	0	1	1	0	0	1	0	0	0					
		0.18%	0.15%	0.08%	0.55%	0.0%	0.77%	0.0%	0.19%	0.50%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	4	2	1	0	0	0	0	0	1	1	0	0	1	0					
		0.15%	0.30%	0.17%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.48%	0.0%	0.0%	0.19%	0.0%					
27	"10. ""Аграрная партия России"""	184	20	22	24	11	15	19	16	14	4	5	5	3	17	9					
		2.81%	1.50%	1.90%	4.46%	5.97%	3.87%	6.50%	3.04%	7.03%	1.00%	2.41%	1.33%	1.19%	3.34%	4.89%					
28	"11. ""Истинные патриоты России"""	6	2	0	0	0	1	0	2	0	1	0	0	0	0	0					
		0.09%	0.15%	0.0%	0.0%	0.0%	0.25%	0.0%	0.38%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	16	8	8	1	5	4	9	4	4	2	1	4	3	0					
		1.05%	1.20%	0.69%	1.48%	0.54%	1.29%	1.36%	1.71%	2.01%	1.00%	0.96%	0.26%	1.58%	0.59%	0.0%					
30	"13. ""Демократическая партия России"""	60	13	14	5	0	2	2	3	0	3	1	3	7	5	2					
		0.91%	0.97%	1.21%	0.93%	0.0%	0.51%	0.68%	0.57%	0.0%	0.75%	0.48%	0.80%	2.77%	0.98%	1.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	3	4	0	0	0	0	0	3	1	0	0	1	0	0					
		0.18%	0.22%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	1.50%	0.25%	0.0%	0.0%	0.39%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	11	2	2	2	0	0	1	2	1	0	0	1	0	0	0					
		0.16%	0.15%	0.17%	0.37%	0.0%	0.0%	0.34%	0.38%	0.50%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	390	61	70	39	3	21	3	38	16	31	17	21	25	34	11					
		5.97%	4.59%	6.05%	7.26%	1.63%	5.42%	1.02%	7.23%	8.04%	7.78%	8.21%	5.61%	9.92%	6.69%	5.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	1	3	2	0	1	0	1	1	1	2	2	1	2	0					
		0.26%	0.07%	0.25%	0.37%	0.0%	0.25%	0.0%	0.19%	0.50%	0.25%	0.96%	0.53%	0.39%	0.39%	0.0%					
35	"18. ""ЛДПР"""	1135	268	206	98	29	52	51	99	26	69	23	88	43	69	14					
		17.37%	20.18%	17.82%	18.24%	15.76%	13.43%	17.46%	18.85%	13.06%	17.33%	11.11%	23.52%	17.06%	13.58%	7.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	201	61	36	18	4	12	5	12	1	16	14	9	1	11	1					
		3.07%	4.59%	3.11%	3.35%	2.17%	3.10%	1.71%	2.28%	0.50%	4.02%	6.76%	2.40%	0.39%	2.16%	0.54%					
37	"20. ""Политическая партия ""Единая Россия"""	2665	463	422	196	104	193	140	201	67	184	85	141	115	234	120					
		40.80%	34.86%	36.50%	36.49%	56.52%	49.87%	47.94%	38.28%	33.66%	46.23%	41.06%	37.70%	45.63%	46.06%	65.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	3	0	1	2	0	2	1	1	0	0	3	2	0					
		0.22%	0.0%	0.25%	0.0%	0.54%	0.51%	0.0%	0.38%	0.50%	0.25%	0.0%	0.0%	1.19%	0.39%	0.0%					
39	"22. ""Развитие предпринимательства"""	15	4	1	0	0	0	1	2	1	1	0	3	1	1	0					
		0.22%	0.30%	0.08%	0.0%	0.0%	0.0%	0.34%	0.38%	0.50%	0.25%	0.0%	0.80%	0.39%	0.19%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	643	155	149	43	9	39	15	36	20	32	22	51	25	41	6					
		9.84%	11.67%	12.88%	8.00%	4.89%	10.07%	5.13%	6.85%	10.05%	8.04%	10.62%	13.63%	9.92%	8.07%	3.26%					
																					
41	Против всех	266	66	62	19	9	23	5	26	13	8	4	8	5	15	3					
		4.07%	4.96%	5.36%	3.53%	4.89%	5.94%	1.71%	4.95%	6.53%	2.01%	1.93%	2.13%	1.98%	2.95%	1.63%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
