Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Кинельская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	33665	1284	790	930	876	959	603	640	970	1498	2446	2108	938	1342	1012	879	818	1025	792	956	1345	463	409	346	1700	1135	1130	708	1483	1330	1600	1150									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36470	1300	900	1200	900	950	630	700	950	1500	2600	2100	1100	1350	1000	940	800	1000	800	1000	1400	430	380	340	1900	1250	1450	850	2000	1450	1800	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21835	1035	439	627	463	675	411	380	583	977	1755	1127	594	1018	579	639	384	700	459	573	778	317	286	199	1281	911	798	475	828	675	1053	816									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2375	71	75	142	99	68	76	135	156	32	28	57	111	87	91	77	169	78	40	13	65	21	51	20	72	30	126	89	144	63	78	11									
6	Число погашенных избирательных бюллетеней	12260	194	386	431	338	207	143	185	211	491	817	916	395	245	330	224	247	222	301	414	557	92	43	121	547	309	526	286	1028	712	669	673									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2374	71	75	142	99	68	76	135	156	32	28	57	111	87	90	77	169	78	40	13	65	21	51	20	72	30	126	89	144	63	78	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	21795	1035	439	627	463	675	411	380	583	977	1755	1127	594	993	579	639	384	700	459	560	776	317	286	199	1281	911	798	475	828	675	1053	816									
9	Число недействительных избирательных бюллетеней	729	31	9	23	11	9	10	5	19	48	21	26	0	5	29	6	0	140	9	8	39	6	8	6	30	23	26	80	31	16	19	36									
10	Число действительных избирательных бюллетеней	23440	1075	505	746	551	734	477	510	720	961	1762	1158	705	1075	640	710	553	638	490	565	802	332	329	213	1323	918	898	484	941	722	1112	791									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	684	24	17	20	21	16	8	16	16	27	66	44	20	42	18	18	17	12	18	20	30	7	8	7	52	29	30	26	11	9	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	675	24	16	20	21	16	7	15	16	27	66	44	20	42	17	18	17	12	18	20	30	6	8	5	51	29	30	26	11	9	14	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	312	0	8	18	15	4	4	14	5	7	20	10	7	6	30	5	0	9	8	2	3	8	15	7	20	13	24	5	19	9	11	6									
14	Число погашенных неиспользованных открепительных удостоверений	9	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	1	0	0	0	0	0	0	5	3	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
