Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Чертковская районная																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №2453	УИК №2454					
1	"Число избирателей, внесенных в списки избирателей"	29929	1030	906	998	919	787	1076	418	1407	915	1017	1109	450	214	514	250	254	533	87	788	580	956	734	318	850	689	703	637	1277	678	554	359	1508	539	777	509	741	969	484	664	473	169	685	404					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27185	910	800	900	820	700	960	380	1280	830	900	990	430	190	470	230	230	470	90	720	540	870	670	290	780	630	650	590	1160	610	500	330	1360	500	720	460	680	900	450	630	430	160	610	365					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18052	666	580	479	579	453	623	250	636	576	495	695	253	173	302	141	146	311	53	481	343	579	420	268	658	450	449	399	929	422	361	250	719	309	539	252	508	641	247	384	280	131	377	245					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2613	41	16	47	44	31	46	19	92	34	37	145	67	15	56	39	19	65	4	57	93	80	68	0	65	77	38	91	116	65	33	8	113	111	98	130	57	83	81	103	139	14	44	32					
6	Число погашенных избирательных бюллетеней	6520	203	204	374	197	216	291	111	552	220	368	150	110	2	112	50	65	94	33	182	104	211	182	22	57	103	163	100	115	123	106	72	528	80	83	78	115	176	122	143	11	15	189	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2613	41	16	47	44	31	46	19	92	34	37	145	67	15	56	39	19	65	4	57	93	80	68	0	65	77	38	91	116	65	33	8	113	111	98	130	57	83	81	103	139	14	44	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18052	666	580	479	579	453	623	250	636	576	495	695	253	173	302	141	146	311	53	481	343	579	420	268	658	450	449	399	929	422	361	250	719	309	539	252	508	641	247	384	280	131	377	245					
9	Число недействительных избирательных бюллетеней	140	4	1	5	4	6	2	0	8	2	5	4	1	2	1	0	1	6	0	4	1	9	5	0	9	3	4	7	6	2	0	6	7	1	2	3	3	3	2	0	1	0	7	3					
10	Число действительных избирательных бюллетеней	20525	703	595	521	619	478	667	269	720	608	527	836	319	186	357	180	164	370	57	534	435	650	483	268	714	524	483	483	1039	485	394	252	825	419	635	379	562	721	326	487	418	145	414	274					
