Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Тисульская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471					
1	"Число избирателей, внесенных в списки избирателей"	19548	865	920	906	830	1141	1234	1072	209	1314	1117	260	1029	496	342	133	452	197	193	93	504	134	79	446	344	445	389	771	491	840	74	185	275	194	73	201	70	321	275	180	454					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18500	800	800	850	800	1000	1150	1000	205	1200	1000	270	900	450	300	126	430	190	197	95	467	134	87	440	340	440	390	800	485	810	73	177	290	194	83	215	74	330	282	176	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14988	600	589	698	646	892	956	782	200	1117	948	161	575	333	260	110	299	142	140	78	395	122	73	394	314	336	337	547	422	630	51	150	245	164	73	172	67	253	175	156	386					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1600	64	122	128	32	48	44	102	4	83	52	48	99	61	15	14	53	28	29	3	68	12	6	12	13	71	15	113	19	50	17	12	19	11	0	15	0	11	63	6	38					
6	Число погашенных избирательных бюллетеней	1912	136	89	24	122	60	150	116	1	0	0	61	226	56	25	2	78	20	28	14	4	0	8	34	13	33	38	140	44	130	5	15	26	19	10	28	7	66	44	14	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1600	64	122	128	32	48	44	102	4	83	52	48	99	61	15	14	53	28	29	3	68	12	6	12	13	71	15	113	19	50	17	12	19	11	0	15	0	11	63	6	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14988	600	589	698	646	892	956	782	200	1117	948	161	575	333	260	110	299	142	140	78	395	122	73	394	314	336	337	547	422	630	51	150	245	164	73	172	67	253	175	156	386					
9	Число недействительных избирательных бюллетеней	96	7	7	4	2	6	4	8	0	0	0	6	5	1	2	1	3	0	1	1	0	0	0	0	0	0	2	0	1	14	2	6	0	0	0	4	1	1	3	0	4					
10	Число действительных избирательных бюллетеней	16492	657	704	822	676	934	996	876	204	1200	1000	203	669	393	273	123	349	170	168	80	463	134	79	406	327	407	350	660	440	666	66	156	264	175	73	183	66	263	235	162	420					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	379	16	18	16	22	18	16	26	4	14	14	8	17	8	6	4	6	4	4	4	8	4	10	6	4	4	7	18	4	14	4	4	16	4	2	14	2	10	9	4	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	301	13	18	13	22	11	16	26	4	14	14	1	13	8	4	0	5	0	0	4	5	0	9	4	0	4	7	18	0	10	0	4	15	4	1	13	2	9	7	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	135	8	5	2	3	3	10	12	4	5	6	1	5	6	5	3	2	1	1	1	17	5	2	0	0	3	0	1	3	2	0	1	3	1	1	5	1	1	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	78	3	0	3	0	7	0	0	0	0	0	7	4	0	2	4	1	4	4	0	3	4	1	2	4	0	0	0	4	4	4	0	1	0	1	1	0	1	2	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	241	18	18	1	2	12	8	11	2	0	0	4	16	3	2	0	8	3	1	1	9	1	0	15	4	6	8	8	2	29	1	2	7	4	0	5	1	13	10	4	2					
		1.45%	2.71%	2.53%	0.12%	0.29%	1.28%	0.80%	1.24%	0.98%	0.00%	0.00%	1.91%	2.37%	0.76%	0.73%	0.00%	2.27%	1.76%	0.59%	1.23%	1.94%	0.75%	0.00%	3.69%	1.22%	1.47%	2.27%	1.21%	0.45%	4.26%	1.47%	1.23%	2.65%	2.29%	0.00%	2.67%	1.49%	4.92%	4.20%	2.47%	0.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	1	0	0	2	5	8	2	0	7	0	0	0	1	0	0	0	2	0	0	0	2	0	2	0	0	0	2	0	5	0	2	0	0	0	1	0	0	2	0	0					
		0.27%	0.15%	0.00%	0.00%	0.29%	0.53%	0.80%	0.23%	0.00%	0.58%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	1.49%	0.00%	0.49%	0.00%	0.00%	0.00%	0.30%	0.00%	0.74%	0.00%	1.23%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.84%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.03%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	976	87	52	5	40	91	35	76	16	42	72	17	89	49	4	4	32	5	5	15	5	2	3	15	15	7	12	10	8	67	4	23	9	6	1	6	2	18	11	6	10					
		5.88%	13.10%	7.31%	0.61%	5.90%	9.68%	3.50%	8.60%	7.84%	3.50%	7.20%	8.13%	13.20%	12.44%	1.45%	3.23%	9.09%	2.94%	2.96%	18.52%	1.08%	1.49%	3.80%	3.69%	4.59%	1.72%	3.41%	1.52%	1.81%	9.85%	5.88%	14.20%	3.41%	3.43%	1.37%	3.21%	2.99%	6.82%	4.62%	3.70%	2.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	2	1	0	2	2	3	2	0	6	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	3					
		0.18%	0.30%	0.14%	0.00%	0.29%	0.21%	0.30%	0.23%	0.00%	0.50%	0.10%	0.48%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.42%	0.00%	0.71%					
23	6.Политическая партия «Партия социальной справедливости»	15	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2					
		0.09%	0.15%	0.14%	0.12%	0.00%	0.11%	0.10%	0.11%	0.00%	0.00%	0.00%	0.00%	0.15%	0.25%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.47%					
24	7.Политическая партия «Либерально-демократическая партия России»	797	34	35	8	24	31	35	39	12	72	70	20	89	28	17	5	16	7	2	8	23	6	1	21	5	16	6	5	13	62	1	11	8	4	3	5	4	17	17	11	6					
		4.80%	5.12%	4.92%	0.97%	3.54%	3.30%	3.50%	4.41%	5.88%	6.00%	7.00%	9.57%	13.20%	7.11%	6.18%	4.03%	4.55%	4.12%	1.18%	9.88%	4.97%	4.48%	1.27%	5.17%	1.53%	3.93%	1.70%	0.76%	2.95%	9.12%	1.47%	6.79%	3.03%	2.29%	4.11%	2.67%	5.97%	6.44%	7.14%	6.79%	1.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	398	22	18	4	9	25	19	28	6	42	4	10	33	8	22	2	23	7	5	0	1	2	0	9	0	5	4	15	11	20	0	8	3	4	2	2	4	4	12	0	5					
		2.40%	3.31%	2.53%	0.48%	1.33%	2.66%	1.90%	3.17%	2.94%	3.50%	0.40%	4.78%	4.90%	2.03%	8.00%	1.61%	6.53%	4.12%	2.96%	0.00%	0.22%	1.49%	0.00%	2.22%	0.00%	1.23%	1.14%	2.27%	2.49%	2.94%	0.00%	4.94%	1.14%	2.29%	2.74%	1.07%	5.97%	1.52%	5.04%	0.00%	1.18%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	1	3	2	0	9	3	1	1	0	0	3	2	1	2	0	3	1	1	1	0	0	0	2	0	0	2	1	0	0	1	1	0	1	0	0	0	0	1	0	0					
		0.26%	0.15%	0.42%	0.24%	0.00%	0.96%	0.30%	0.11%	0.49%	0.00%	0.00%	1.44%	0.30%	0.25%	0.73%	0.00%	0.85%	0.59%	0.59%	1.23%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.57%	0.15%	0.00%	0.00%	1.47%	0.62%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13880	482	571	799	596	754	874	713	166	1026	850	147	434	302	224	111	264	145	154	55	425	121	75	341	303	371	317	617	403	480	59	109	237	155	67	164	55	206	180	139	389					
		83.67%	72.59%	80.31%	96.73%	87.91%	80.21%	87.40%	80.66%	81.37%	85.50%	85.00%	70.33%	64.39%	76.65%	81.45%	89.52%	75.00%	85.29%	91.12%	67.90%	91.79%	90.30%	94.94%	83.99%	92.66%	91.15%	90.06%	93.48%	91.38%	70.59%	86.76%	67.28%	89.77%	88.57%	91.78%	87.70%	82.09%	78.03%	75.63%	85.80%	91.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	63	8	5	2	1	4	10	3	1	4	3	1	2	0	1	1	3	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0	1	0	0	0	4	0	0	3					
		0.38%	1.20%	0.70%	0.24%	0.15%	0.43%	1.00%	0.34%	0.49%	0.33%	0.30%	0.48%	0.30%	0.00%	0.36%	0.81%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.28%	0.30%	0.00%	0.29%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.71%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
