Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Партизанская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799					
1	"Число избирателей, внесенных в списки"	8980	320	102	702	413	149	837	80	72	200	270	143	79	384	220	291	523	454	194	55	2038	930	524					
2	"Число бюллетеней, полученных участковыми комиссиями"	8921	321	103	694	408	148	823	81	71	199	266	144	78	386	215	289	521	453	195	55	2017	927	527					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4838	213	66	341	207	105	545	70	55	137	148	98	50	245	105	132	285	269	131	40	913	374	309					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	488	17	0	83	52	14	23	0	7	15	43	11	11	26	20	41	30	18	7	3	37	17	13					
6	Число погашенных бюллетеней	3595	91	37	270	149	29	255	11	9	47	75	35	17	115	90	116	206	166	57	12	1067	536	205					
7	Число бюллетеней в переносных ящиках для голосования	488	17	0	83	52	14	23	0	7	15	43	11	11	26	20	41	30	18	7	3	37	17	13					
8	Число бюллетеней в стационарных ящиках для голосования	4835	213	66	341	207	105	545	70	55	137	148	98	50	245	105	131	283	269	131	40	913	374	309					
9	Число недействительных бюллетеней	98	7	4	12	5	2	11	0	1	5	0	0	0	10	0	2	5	4	4	2	12	5	7					
10	Число действительных бюллетеней	5225	223	62	412	254	117	557	70	61	147	191	109	61	261	125	170	308	283	134	41	938	386	315					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	73	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	4	4	4	3	4	4	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	10	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	8	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0					
14	Число погашенных открепительных удостоверений	63	1	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	0	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	92	4	1	15	7	3	8	1	1	1	3	0	2	6	1	2	7	6	3	2	12	2	5					
		1.72%	1.73%	1.51%	3.53%	2.70%	2.52%	1.40%	1.42%	1.61%	0.65%	1.57%	0.0%	3.27%	2.21%	0.8%	1.16%	2.23%	2.09%	2.17%	4.65%	1.26%	0.51%	1.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	40	0	0	0	1	3	4	0	0	4	0	0	0	2	0	0	0	1	0	1	14	9	1					
		0.75%	0.0%	0.0%	0.0%	0.38%	2.52%	0.70%	0.0%	0.0%	2.63%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.34%	0.0%	2.32%	1.47%	2.30%	0.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	94	0	0	16	3	2	13	0	3	9	5	0	2	3	2	3	10	4	0	2	10	1	6					
		1.76%	0.0%	0.0%	3.77%	1.15%	1.68%	2.28%	0.0%	4.83%	5.92%	2.61%	0.0%	3.27%	1.10%	1.6%	1.74%	3.19%	1.39%	0.0%	4.65%	1.05%	0.25%	1.86%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	56	2	0	0	1	1	2	0	0	1	3	0	0	5	0	4	9	3	0	0	17	3	5					
		1.05%	0.86%	0.0%	0.0%	0.38%	0.84%	0.35%	0.0%	0.0%	0.65%	1.57%	0.0%	0.0%	1.84%	0.0%	2.32%	2.87%	1.04%	0.0%	0.0%	1.78%	0.76%	1.55%					
22	"5. ""За Русь Святую"""	14	1	1	4	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0					
		0.26%	0.43%	1.51%	0.94%	0.77%	0.0%	0.17%	0.0%	0.0%	0.65%	0.0%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.32%	0.21%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	2	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.69%	0.0%	4.65%	0.21%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	16	0	2	3	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	1					
		0.30%	0.0%	3.03%	0.70%	0.77%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	2.32%	0.52%	0.0%	0.31%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	3	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	1.63%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0					
		0.16%	0.86%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.31%	0.25%	0.0%					
27	"10. ""Аграрная партия России"""	242	18	1	24	9	8	53	2	0	2	11	4	0	13	6	5	7	3	3	2	39	16	16					
		4.54%	7.82%	1.51%	5.66%	3.47%	6.72%	9.33%	2.85%	0.0%	1.31%	5.75%	3.66%	0.0%	4.79%	4.8%	2.90%	2.23%	1.04%	2.17%	4.65%	4.10%	4.09%	4.96%					
28	"11. ""Истинные патриоты России"""	11	0	0	1	0	0	2	0	0	1	0	0	3	0	0	0	0	1	0	0	3	0	0					
		0.20%	0.0%	0.0%	0.23%	0.0%	0.0%	0.35%	0.0%	0.0%	0.65%	0.0%	0.0%	4.91%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.31%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	40	0	0	3	3	1	5	0	0	2	1	3	0	2	0	1	2	3	4	0	7	2	1					
		0.75%	0.0%	0.0%	0.70%	1.15%	0.84%	0.88%	0.0%	0.0%	1.31%	0.52%	2.75%	0.0%	0.73%	0.0%	0.58%	0.63%	1.04%	2.89%	0.0%	0.73%	0.51%	0.31%					
30	"13. ""Демократическая партия России"""	9	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	1	2	0	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.84%	0.17%	0.0%	1.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	2.32%	0.21%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	0	1	0	1	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	1					
		0.16%	0.0%	1.51%	0.0%	0.38%	0.0%	0.17%	0.0%	0.0%	0.0%	0.52%	0.91%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.31%					
32	"15. ""Партия СЛОН"""	13	1	0	0	0	0	1	0	0	3	1	2	0	0	0	0	0	0	0	0	1	3	1					
		0.24%	0.43%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	1.97%	0.52%	1.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.76%	0.31%					
