Выборы Президента Российской Федерации																																																																																
Дата голосования: 04.03.2012																																																																																
																																																																																
Наименование Избирательной комиссии:    Нижний Новгород, Советская																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	69																																																																														
																																																																																
		Сумма	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514									
1	Число избирателей, включенных в список избирателей	130018	169	200	2409	2295	2510	2746	2037	1760	1754	1559	1255	2235	2259	2149	2393	2216	1483	756	1593	2141	1753	2607	1920	1943	2266	2869	1333	1891	2540	2508	2744	2502	2428	2349	1926	2274	2063	1683	2981	2427	1232	2142	1970	2186	2020	1835	1851	1665	1870	2054	2485	2112	2351	2262	2163	2544	2474	2271	2328	1043	1324	260	154	208	726	808	1880	1981	893									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	118000	150	250	1900	2100	2300	2500	1900	1600	1600	1500	1100	2000	1900	1700	2000	2000	1400	700	1500	2000	1500	2200	1950	1800	2000	2300	1200	1700	2100	2300	2300	2100	2200	1900	1700	2100	1900	1500	2300	2000	1900	2000	1900	2100	1900	1700	1700	1500	1700	1800	2200	2000	2000	2000	1900	2300	2300	2000	2200	900	1500	300	200	300	800	850	1950	2000	950									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	80216	146	178	1199	1223	1298	1399	1074	995	777	923	755	1120	1277	1023	1386	1168	899	549	968	1179	1052	1613	1909	1134	1356	1657	779	1149	1589	1501	1736	1775	1438	1359	1109	1102	1053	900	1628	1544	1210	1335	1219	1439	1241	1071	1033	930	1312	1145	1469	1311	1348	1279	1257	1768	1651	1650	1302	484	1324	76	141	208	622	780	1857	1971	864									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1727	0	22	17	27	38	23	24	31	20	26	40	19	24	10	36	23	14	0	34	32	33	23	0	27	12	24	24	18	11	23	14	27	40	13	40	23	44	36	19	19	22	21	25	37	27	19	35	29	37	16	29	23	29	25	29	17	25	23	30	159	0	127	13	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	36057	4	50	684	850	964	1078	802	574	803	551	305	861	599	667	578	809	487	151	498	789	415	564	41	639	632	619	397	533	500	776	550	298	722	528	551	975	803	564	653	437	668	644	656	624	632	610	632	541	351	639	702	666	623	696	614	515	624	327	868	257	176	97	46	92	178	70	93	29	86									
