Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Афанасьевская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11273	2718	1568	174	202	203	268	82	314	111	171	144	190	539	135	75	111	690	214	150	630	145	139	172	217	476	177	439	82	355	382									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11000	2500	1500	170	200	200	270	80	320	110	170	140	190	580	130	80	100	670	210	160	630	140	140	170	210	480	180	440	90	350	390									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4919	1073	548	95	106	101	123	37	136	55	70	70	97	255	73	42	55	326	88	81	337	80	79	97	113	202	74	172	39	160	135									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	744	44	95	16	14	22	17	10	60	8	12	9	5	53	10	12	5	69	45	13	23	11	8	5	16	19	15	44	8	20	56									
6	Число погашенных избирательных бюллетеней	5337	1383	857	59	80	77	130	33	124	47	88	61	88	272	47	26	40	275	77	66	270	49	53	68	81	259	91	224	43	170	199									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	744	44	95	16	14	22	17	10	60	8	12	9	5	53	10	12	5	69	45	13	23	11	8	5	16	19	15	44	8	20	56									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4917	1072	548	95	106	101	122	37	136	55	70	70	97	255	73	42	55	326	88	81	337	80	79	97	113	202	74	172	39	160	135									
9	Число недействительных избирательных бюллетеней	148	33	15	2	4	1	9	2	5	1	3	0	7	6	1	2	0	10	1	1	12	1	1	4	6	3	5	5	2	4	2									
10	Число действительных избирательных бюллетеней	5513	1083	628	109	116	122	130	45	191	62	79	79	95	302	82	52	60	385	132	93	348	90	86	98	123	218	84	211	45	176	189									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	263	30	20	5	6	6	8	3	8	3	5	7	5	20	4	8	3	15	6	8	15	4	4	5	5	15	10	10	5	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	179	19	4	5	6	3	1	1	3	3	5	7	5	20	4	8	3	7	4	6	6	1	4	4	0	15	10	9	5	1	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	13	10	2	1	1	1	1	2	0	2	0	2	3	2	5	1	2	3	1	3	1	1	1	2	5	1	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	84	11	16	0	0	3	7	2	5	0	0	0	0	0	0	0	0	8	2	2	9	3	0	1	5	0	0	1	0	9	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	26	14	0	0	0	0	3	5	0	0	2	1	17	0	0	0	3	1	0	1	0	0	0	0	4	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	49	8	5	1	0	1	0	1	0	0	1	1	0	5	2	0	0	7	2	0	3	2	0	0	0	1	4	2	1	0	2									
		0.87%	0.72%	0.78%	0.90%	0.00%	0.81%	0.00%	2.13%	0.00%	0.00%	1.22%	1.27%	0.00%	1.62%	2.41%	0.00%	0.00%	1.77%	1.50%	0.00%	0.83%	2.20%	0.00%	0.00%	0.00%	0.45%	4.49%	0.93%	2.13%	0.00%	1.05%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	163	30	14	2	5	9	1	2	6	2	2	3	1	6	0	0	2	14	4	3	13	1	1	3	0	12	0	6	0	10	11									
		2.88%	2.69%	2.18%	1.80%	4.17%	7.32%	0.72%	4.26%	3.06%	3.17%	2.44%	3.80%	0.98%	1.95%	0.00%	0.00%	3.33%	3.54%	3.01%	3.19%	3.61%	1.10%	1.15%	2.94%	0.00%	5.43%	0.00%	2.78%	0.00%	5.56%	5.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	124	24	9	1	3	4	3	0	4	2	7	2	1	6	3	0	2	8	5	1	10	2	0	2	0	9	3	6	1	1	5									
		2.19%	2.15%	1.40%	0.90%	2.50%	3.25%	2.16%	0.00%	2.04%	3.17%	8.54%	2.53%	0.98%	1.95%	3.61%	0.00%	3.33%	2.03%	3.76%	1.06%	2.78%	2.20%	0.00%	1.96%	0.00%	4.07%	3.37%	2.78%	2.13%	0.56%	2.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2566	489	271	79	41	53	87	15	91	31	40	41	46	144	37	33	32	152	56	40	150	37	38	48	70	112	50	100	18	93	72									
		45.33%	43.82%	42.15%	71.17%	34.17%	43.09%	62.59%	31.91%	46.43%	49.21%	48.78%	51.90%	45.10%	46.75%	44.58%	61.11%	53.33%	38.48%	42.11%	42.55%	41.67%	40.66%	43.68%	47.06%	54.26%	50.68%	56.18%	46.30%	38.30%	51.67%	37.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	8	1	0	1	0	0	0	2	0	1	1	2	1	1	1	0	2	0	0	2	1	0	3	2	0	0	3	1	5	1									
		0.69%	0.72%	0.16%	0.00%	0.83%	0.00%	0.00%	0.00%	1.02%	0.00%	1.22%	1.27%	1.96%	0.32%	1.20%	1.85%	0.00%	0.51%	0.00%	0.00%	0.56%	1.10%	0.00%	2.94%	1.55%	0.00%	0.00%	1.39%	2.13%	2.78%	0.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	2	1	0	1	0	3									
		0.30%	0.27%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.25%	0.75%	0.00%	0.00%	1.10%	0.00%	0.00%	0.78%	0.90%	1.12%	0.00%	2.13%	0.00%	1.57%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1425	235	146	19	53	26	13	17	39	16	10	16	33	90	29	7	17	126	53	41	111	29	29	26	29	48	17	51	13	42	44									
		25.17%	21.06%	22.71%	17.12%	44.17%	21.14%	9.35%	36.17%	19.90%	25.40%	12.20%	20.25%	32.35%	29.22%	34.94%	12.96%	28.33%	31.90%	39.85%	43.62%	30.83%	31.87%	33.33%	25.49%	22.48%	21.72%	19.10%	23.61%	27.66%	23.33%	23.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	5	6	0	0	1	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.34%	0.45%	0.93%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	1.22%	1.27%	0.00%	0.32%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	10	7	0	0	1	0	1	0	1	0	0	1	0	1	0	0	5	1	0	1	0	0	0	2	1	0	0	0	3	1									
		0.64%	0.90%	1.09%	0.00%	0.00%	0.81%	0.00%	2.13%	0.00%	1.59%	0.00%	0.00%	0.98%	0.00%	1.20%	0.00%	0.00%	1.27%	0.75%	0.00%	0.28%	0.00%	0.00%	0.00%	1.55%	0.45%	0.00%	0.00%	0.00%	1.67%	0.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	4	1	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	4									
		0.35%	0.36%	0.16%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	3.17%	0.00%	0.00%	0.98%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.98%	0.00%	0.45%	1.12%	0.46%	0.00%	0.56%	2.09%									
