Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Козульская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1472	УИК №1473	УИК №1474	УИК №1476	УИК №1477	УИК №1478	УИК №1479					
1	"Число избирателей, внесенных в список избирателей"	13255	1079	968	1117	780	1079	1052	312	594	149	246	254	549	306	407	570	154	390	67	58	1031	1016	1077					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13695	1116	984	1130	792	1076	1060	346	642	165	257	282	639	363	391	581	153	413	68	61	1055	1030	1091					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6251	488	491	517	385	532	433	304	303	67	138	107	291	193	247	313	68	227	42	52	313	380	360					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	867	61	65	58	18	48	31	1	50	34	8	8	28	21	9	97	39	49	0	2	86	89	65					
6	Число погашенных избирательных бюллетеней	6577	567	428	555	389	496	596	41	289	64	111	167	320	149	135	171	46	137	26	7	656	561	666					
7	Число избирательных бюллетеней в переносных ящиках для голосования	867	61	65	58	18	48	31	1	50	34	8	8	28	21	9	97	39	49	0	2	86	89	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6250	488	491	517	385	531	433	304	303	67	138	107	291	193	247	313	68	227	42	52	313	380	360					
9	Число недействительных избирательных бюллетеней	123	5	9	5	5	11	6	1	9	6	3	1	5	4	8	3	0	9	0	0	5	14	14					
10	Число действительных избирательных бюллетеней	6994	544	547	570	398	568	458	304	344	95	143	114	314	210	248	407	107	267	42	54	394	455	411					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	349	20	20	20	20	20	20	30	20	10	10	9	20	10	15	10	10	10	5	10	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	138	13	10	1	3	17	4	30	8	0	2	1	10	5	0	5	5	7	0	3	2	9	3					
