Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Сортавальская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26127	2213	893	1232	2003	2370	2387	2164	613	632	1880	2345	528	1097	460	258	264	781	511	1018	2203	275									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26135	2098	910	1225	1960	2370	2398	2155	609	640	1895	2360	530	1105	465	259	263	785	514	990	2205	399									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9527	829	455	361	801	789	859	863	160	220	678	883	234	327	174	51	91	206	151	397	870	128									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	325	4	4	4	5	17	8	25	0	0	10	29	6	74	2	20	25	18	23	25	24	2									
6	Число погашенных избирательных бюллетеней	16283	1265	451	860	1154	1564	1531	1267	449	420	1207	1448	290	704	289	188	147	561	340	568	1311	269									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	325	4	4	4	5	17	8	25	0	0	10	29	6	74	2	20	25	18	23	25	24	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9525	829	455	361	801	789	859	863	160	220	678	883	234	327	174	51	91	206	151	397	868	128									
9	Число недействительных избирательных бюллетеней	259	19	11	8	33	14	24	22	3	8	9	31	8	8	8	2	5	4	2	23	15	2									
10	Число действительных избирательных бюллетеней	9591	814	448	357	773	792	843	866	157	212	679	881	232	393	168	69	111	220	172	399	877	128									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	600	30	40	25	25	25	30	40	25	25	30	25	25	25	25	25	25	25	25	25	40	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	72	7	22	1	6	4	4	6	2	3	2	3	1	1	3	0	0	1	0	3	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	147	16	28	18	3	6	3	1	4	2	1	0	1	3	2	0	0	4	2	15	26	12									
14	Число погашенных неиспользованных открепительных удостоверений	528	23	18	24	19	21	26	34	23	22	28	22	24	24	22	25	25	24	25	22	38	39									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	4	33	0	1	6	4	4	0	0	2	6	1	3	0	0	0	1	0	1	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	137	12	6	7	14	10	19	12	1	1	12	4	4	8	2	2	4	2	1	1	12	3									
		1.39%	1.44%	1.31%	1.92%	1.74%	1.24%	2.19%	1.35%	0.63%	0.45%	1.74%	0.44%	1.67%	1.99%	1.14%	2.82%	3.45%	0.89%	0.57%	0.24%	1.35%	2.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	205	11	6	8	15	20	24	17	3	9	19	24	6	7	6	0	2	4	1	6	14	3									
		2.08%	1.32%	1.31%	2.19%	1.86%	2.48%	2.77%	1.91%	1.88%	4.09%	2.76%	2.63%	2.50%	1.75%	3.41%	0.00%	1.72%	1.79%	0.57%	1.42%	1.57%	2.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	211	16	10	6	15	18	18	30	1	9	16	13	2	8	6	1	7	7	3	11	14	0									
		2.14%	1.92%	2.18%	1.64%	1.86%	2.23%	2.08%	3.38%	0.63%	4.09%	2.33%	1.43%	0.83%	1.99%	3.41%	1.41%	6.03%	3.13%	1.72%	2.61%	1.57%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3888	298	207	137	294	285	284	370	81	84	256	349	105	155	44	24	52	88	68	182	451	74									
		39.47%	35.77%	45.10%	37.53%	36.48%	35.36%	32.76%	41.67%	50.63%	38.18%	37.21%	38.27%	43.75%	38.65%	25.00%	33.80%	44.83%	39.29%	39.08%	43.13%	50.56%	56.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	12	5	1	3	7	5	8	2	2	3	5	1	1	2	1	1	3	0	1	6	5									
		0.75%	1.44%	1.09%	0.27%	0.37%	0.87%	0.58%	0.90%	1.25%	0.91%	0.44%	0.55%	0.42%	0.25%	1.14%	1.41%	0.86%	1.34%	0.00%	0.24%	0.67%	3.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	1	0	3	2	2	0	0	0	1	2	0	2	0	0	0	0	0	2	0	0									
		0.15%	0.00%	0.22%	0.00%	0.37%	0.25%	0.23%	0.00%	0.00%	0.00%	0.15%	0.22%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1728	127	86	65	129	122	144	139	28	50	119	171	40	72	30	15	21	47	26	96	182	19									
