Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Ирбитская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №2606					
1	"Число избирателей, внесенных в список"	23985	543	456	536	336	212	530	769	200	1124	378	439	910	242	212	520	137	126	590	249	522	1230	357	735	333	141	676	230	869	872	566	696	247	340	268	359	480	263	320	928	322	309	643	163	179	145	125	554	363	119	579	1350	193					
2	Число полученных избирательных бюллетеней	22056	478	450	510	301	200	500	700	180	1000	355	400	859	220	190	500	130	120	540	230	479	1100	320	662	351	130	610	250	800	800	510	630	220	310	240	330	440	260	310	850	300	281	579	151	171	130	120	500	340	111	528	1200	180					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12768	215	230	272	163	117	285	387	152	480	222	213	399	131	97	282	93	102	306	138	329	700	223	379	158	73	363	111	437	463	330	391	183	139	153	160	216	171	225	516	213	208	340	93	116	102	106	256	158	65	230	756	121					
5	"Число избирательных бюллетеней, выданных вне помещения"	2083	77	38	64	48	29	61	103	0	106	28	87	50	10	13	30	10	4	56	12	34	35	19	60	72	19	56	73	75	62	34	32	7	38	40	58	70	16	21	42	10	0	54	13	11	7	0	93	72	24	60	11	39					
6	Число погашенных избирательных бюллетеней	7205	186	182	174	90	54	154	210	28	414	105	100	410	79	80	188	27	14	178	80	116	365	78	223	121	38	191	66	288	275	146	207	30	133	47	112	154	73	64	292	77	73	185	45	44	21	14	151	110	22	238	433	20					
7	Число избирательных бюллетеней в переносных ящиках	2083	77	38	64	48	29	61	103	0	106	28	87	50	10	13	30	10	4	56	12	34	35	19	60	72	19	56	73	75	62	34	32	7	38	40	58	70	16	21	42	10	0	54	13	11	7	0	93	72	24	60	11	39					
8	Число бюллетеней в стационарных ящиках для голосования	12768	215	230	272	163	117	285	387	152	480	222	213	399	131	97	282	93	102	306	138	329	700	223	379	158	73	363	111	437	463	330	391	183	139	153	160	216	171	225	516	213	208	340	93	116	102	106	256	158	65	230	756	121					
9	Число недействительных избирательных бюллетеней	117	3	5	5	0	1	5	8	0	4	2	2	4	1	0	2	0	0	0	0	0	5	0	8	0	0	4	2	3	4	3	4	1	2	0	0	4	6	2	3	0	2	3	2	2	0	2	4	2	1	2	4	0					
10	Число действительных избирательных бюллетеней	14734	289	263	331	211	145	341	482	152	582	248	298	445	140	110	310	103	106	362	150	363	730	242	431	230	92	415	182	509	521	361	419	189	175	193	218	282	181	244	555	223	206	391	104	125	109	104	345	228	88	288	763	160					
