14	Число неиспользованных открепительных удостоверений	77	5	2	3	0	2	1	4	2	0	1	0	8	1	1	0	2	2	0	0	0	7	2	0	3	0	5	2	0	0	1	0	2	2	0	0	3	2	0	1	1	2	0	0	1	0	2	0	0	1	0	4	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	18	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	Богданов Андрей Владимирович	146	4	4	8	1	0	3	3	3	7	4	0	4	2	1	2	2	1	3	2	6	5	0	1	1	0	3	0	7	4	1	6	7	7	1	1	4	2	1	4	2	4	5	0	0	1	0	6	1	1	0	10	0	0	1					
		0.83%	1.20%	1.07%	1.72%	0.43%	0.00%	0.65%	0.52%	1.95%	1.51%	1.38%	0.00%	0.65%	1.24%	0.72%	0.50%	1.69%	0.97%	0.68%	1.09%	1.53%	0.61%	0.00%	0.19%	0.38%	0.00%	0.58%	0.00%	1.19%	0.61%	0.31%	1.23%	2.82%	2.60%	0.53%	0.40%	1.22%	0.78%	0.33%	0.56%	0.83%	1.57%	1.00%	0.00%	0.00%	0.95%	0.00%	1.54%	0.41%	1.15%	0.00%	1.12%	0.00%	0.00%	0.35%					
19	Жириновский Владимир Вольфович	2045	23	46	54	17	10	64	73	21	59	47	35	60	33	17	56	15	25	70	20	39	112	40	73	13	26	51	15	84	56	26	60	21	32	26	19	24	26	26	81	16	24	76	16	13	13	20	44	21	10	28	118	12	8	31					
		11.62%	6.93%	12.33%	11.61%	7.23%	5.56%	13.94%	12.56%	13.64%	12.72%	16.21%	10.03%	9.71%	20.50%	12.32%	14.00%	12.71%	24.27%	15.80%	10.93%	9.97%	13.56%	15.38%	13.85%	4.94%	23.64%	9.88%	7.35%	14.24%	8.60%	8.07%	12.27%	8.47%	11.90%	13.83%	7.60%	7.32%	10.20%	8.67%	11.41%	6.64%	9.45%	15.20%	13.22%	8.55%	12.38%	18.87%	11.28%	8.61%	11.49%	10.77%	13.18%	7.69%	12.12%	10.92%					
20	Зюганов Геннадий Андреевич	1597	28	30	36	29	7	54	52	6	31	17	19	70	10	7	38	6	5	31	12	43	111	23	61	16	30	68	35	63	73	39	45	20	29	15	10	33	9	19	40	16	9	56	5	8	7	16	43	11	12	14	102	3	0	25					
		9.07%	8.43%	8.04%	7.74%	12.34%	3.89%	11.76%	8.95%	3.90%	6.68%	5.86%	5.44%	11.33%	6.21%	5.07%	9.50%	5.08%	4.85%	6.99%	6.56%	10.99%	13.44%	8.85%	11.57%	6.08%	27.27%	13.18%	17.16%	10.68%	11.21%	12.11%	9.20%	8.06%	10.78%	7.98%	4.00%	10.06%	3.53%	6.33%	5.63%	6.64%	3.54%	11.20%	4.13%	5.26%	6.67%	15.09%	11.03%	4.51%	13.79%	5.38%	11.40%	1.92%	0.00%	8.80%					
21	Медведев Дмитрий Анатольевич	13680	277	289	365	186	162	333	448	124	358	218	291	475	115	111	303	92	72	339	146	300	590	197	387	232	52	388	152	427	510	255	377	198	197	145	218	267	213	254	580	206	216	361	100	131	84	68	296	209	64	214	662	141	58	227					
		77.71%	83.43%	77.48%	78.49%	79.15%	90.00%	72.55%	77.11%	80.52%	77.16%	75.17%	83.38%	76.86%	71.43%	80.43%	75.75%	77.97%	69.90%	76.52%	79.78%	76.73%	71.43%	75.77%	73.43%	88.21%	47.27%	75.19%	74.51%	72.37%	78.34%	79.19%	77.10%	79.84%	73.23%	77.13%	87.20%	81.40%	83.53%	84.67%	81.69%	85.48%	85.04%	72.20%	82.64%	86.18%	80.00%	64.15%	75.90%	85.66%	73.56%	82.31%	73.97%	90.38%	87.88%	79.93%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
