Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Бичурская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87					
1	"Число избирателей, внесенных в списки"	19344	924	909	1001	837	728	601	1254	1324	651	247	285	246	750	111	890	129	50	267	351	73	371	383	139	496	255	481	226	137	1402	404	346	472	289	774	227	305	777	232					
2	"Число бюллетеней, полученных участковыми комиссиями"	19183	920	897	997	814	715	587	1249	1270	637	249	286	244	761	115	890	128	50	272	345	74	377	369	135	502	255	484	227	136	1403	404	348	473	290	763	220	301	763	233					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9438	409	369	459	345	357	223	567	603	304	133	153	135	369	70	417	69	32	154	195	51	277	192	81	256	163	297	119	74	629	206	132	278	178	364	130	153	309	186					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	845	13	27	15	35	34	42	42	28	39	11	10	8	15	3	37	10	0	14	23	0	8	9	6	30	12	36	9	9	52	36	34	42	22	53	32	29	12	8					
6	Число погашенных бюллетеней	8900	498	501	523	434	324	322	640	639	294	105	123	101	377	42	436	49	18	104	127	23	92	168	48	216	80	151	99	53	722	162	182	153	90	346	58	119	442	39					
7	Число бюллетеней в переносных ящиках для голосования	845	13	27	15	35	34	42	42	28	39	11	10	8	15	3	37	10	0	14	23	0	8	9	6	30	12	36	9	9	52	36	34	42	22	53	32	29	12	8					
8	Число бюллетеней в стационарных ящиках для голосования	9438	409	369	459	345	357	223	567	603	304	133	153	135	369	70	417	69	32	154	195	51	277	192	81	256	163	297	119	74	629	206	132	278	178	364	130	153	309	186					
9	Число недействительных бюллетеней	343	10	16	17	18	17	9	10	36	12	9	6	10	19	1	14	4	0	3	13	1	0	6	9	4	8	16	10	0	12	11	6	12	5	5	0	5	9	0					
10	Число действительных бюллетеней	9940	412	380	457	362	374	256	599	595	331	135	157	133	365	72	440	75	32	165	205	50	285	195	78	282	167	317	118	83	669	231	160	308	195	412	162	177	312	194					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	15	15	15	15	15	10	15	15	10	5	5	5	10	5	15	5	3	5	5	3	5	5	3	5	5	7	5	3	15	5	5	5	5	10	5	5	10	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	4	2	6	0	1	1	2	3	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	3	0	0	0	1	0	0	1	1	1	1	3	2	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	2	1	0	0	0					
14	Число погашенных открепительных удостоверений	266	11	13	9	15	14	9	13	12	7	5	5	5	10	5	15	5	3	3	5	3	5	4	3	5	5	6	5	3	13	5	5	5	5	10	5	4	8	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	244	9	0	10	8	7	1	10	10	6	4	5	5	16	6	11	0	1	4	8	5	6	0	3	6	3	14	5	3	7	2	3	15	11	14	3	3	10	10					
		2.37%	2.13%	0.0%	2.10%	2.10%	1.79%	0.37%	1.64%	1.58%	1.74%	2.77%	3.06%	3.49%	4.16%	8.21%	2.42%	0.0%	3.12%	2.38%	3.66%	9.80%	2.10%	0.0%	3.44%	2.09%	1.71%	4.20%	3.90%	3.61%	1.02%	0.82%	1.80%	4.68%	5.5%	3.35%	1.85%	1.64%	3.11%	5.15%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	414	9	5	35	15	6	8	21	13	11	1	6	4	2	7	19	0	0	57	1	0	5	2	1	4	1	3	3	16	15	11	2	3	4	26	27	36	3	32					
		4.02%	2.13%	1.26%	7.38%	3.94%	1.53%	3.01%	3.44%	2.06%	3.20%	0.69%	3.68%	2.79%	0.52%	9.58%	4.18%	0.0%	0.0%	33.92%	0.45%	0.0%	1.75%	0.99%	1.14%	1.39%	0.57%	0.90%	2.34%	19.27%	2.20%	4.54%	1.20%	0.93%	2.0%	6.23%	16.66%	19.78%	0.93%	16.49%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	247	12	8	9	8	7	10	13	8	12	6	5	4	8	1	14	2	1	1	8	1	2	4	4	10	2	8	3	2	19	6	3	8	4	14	0	3	8	9					
