Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Волотовская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117					
1	"Число избирателей, внесенных в списки"	4189	1550	335	71	263	175	311	144	225	398	223	306	188					
2	"Число бюллетеней, полученных участковыми комиссиями"	4212	1552	340	73	260	176	312	144	222	411	224	306	192					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2475	936	204	41	180	107	182	91	117	195	143	169	110					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	479	30	44	14	41	32	33	22	32	77	40	70	44					
6	Число погашенных бюллетеней	1258	586	92	18	39	37	97	31	73	139	41	67	38					
7	Число бюллетеней в переносных ящиках для голосования	479	30	44	14	41	32	33	22	32	77	40	70	44					
8	Число бюллетеней в стационарных ящиках для голосования	2475	936	204	41	180	107	182	91	117	195	143	169	110					
9	Число недействительных бюллетеней	21	13	0	1	0	0	3	0	0	1	3	0	0					
10	Число действительных бюллетеней	2933	953	248	54	221	139	212	113	149	271	180	239	154					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	93	38	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	17	12	1	0	1	0	1	0	1	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	1	0	1	1	1	1	1	1	0	1	2	0					
14	Число погашенных открепительных удостоверений	76	26	4	5	4	5	4	5	4	4	5	5	5					
15	Число открепительных удостоверений выданных ТИК	7	3	0	0	0	0	1	0	0	3	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	35	17	1	0	1	3	2	0	1	5	3	2	0					
		1.18%	1.75%	0.40%	0.0%	0.45%	2.15%	0.93%	0.0%	0.67%	1.83%	1.63%	0.83%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	26	12	0	1	3	1	4	1	2	1	0	1	0					
		0.88%	1.24%	0.0%	1.81%	1.35%	0.71%	1.86%	0.88%	1.34%	0.36%	0.0%	0.41%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	60	14	5	2	2	1	4	2	3	8	3	12	4					
		2.03%	1.44%	2.01%	3.63%	0.90%	0.71%	1.86%	1.76%	2.01%	2.94%	1.63%	5.02%	2.59%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	25	10	2	0	1	1	1	2	3	0	2	3	0					
		0.84%	1.03%	0.80%	0.0%	0.45%	0.71%	0.46%	1.76%	2.01%	0.0%	1.09%	1.25%	0.0%					
22	"5. ""За Русь Святую"""	10	4	1	0	1	0	1	1	0	1	0	1	0					
		0.33%	0.41%	0.40%	0.0%	0.45%	0.0%	0.46%	0.88%	0.0%	0.36%	0.0%	0.41%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	3	0	0	0	2	0	1	1	0	3	0	0					
		0.33%	0.31%	0.0%	0.0%	0.0%	1.43%	0.0%	0.88%	0.67%	0.0%	1.63%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	5	4	0	0	0	0	0	0	0	0	0	0	1					
		0.16%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%					
25	"8. ""Народно-республиканская партия России"""	4	3	0	0	0	0	1	0	0	0	0	0	0					
		0.13%	0.31%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	4	0	0	0	0	0	0	1	0	0	0	0					
		0.16%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	211	61	32	1	40	6	15	8	15	5	11	10	7					
		7.14%	6.31%	12.90%	1.81%	18.09%	4.31%	6.97%	7.07%	10.06%	1.83%	6.01%	4.18%	4.54%					
28	"11. ""Истинные патриоты России"""	3	2	0	0	0	0	0	1	0	0	0	0	0					
		0.10%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	17	9	1	0	0	1	0	0	1	1	0	3	1					
		0.57%	0.93%	0.40%	0.0%	0.0%	0.71%	0.0%	0.0%	0.67%	0.36%	0.0%	1.25%	0.64%					
30	"13. ""Демократическая партия России"""	13	5	0	0	1	0	4	0	0	2	0	0	1					
		0.44%	0.51%	0.0%	0.0%	0.45%	0.0%	1.86%	0.0%	0.0%	0.73%	0.0%	0.0%	0.64%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	2	0	0	2	0	3	1	0	1	0	0	1					
		0.33%	0.20%	0.0%	0.0%	0.90%	0.0%	1.39%	0.88%	0.0%	0.36%	0.0%	0.0%	0.64%					
32	"15. ""Партия СЛОН"""	3	0	0	0	0	1	0	0	0	0	1	0	1					
