Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Центральная г.Новороссийска																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3797	УИК №3798	УИК №3799					
1	"Число избирателей, внесенных в списки избирателей"	50402	1248	1555	2749	1180	1408	1848	2708	1268	1284	1897	977	2055	1825	2088	1986	2571	2030	1816	1951	2047	1898	2042	1791	2009	1544	2423	260	1057	160	727					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48876	1470	1630	2320	1100	1380	1960	2070	1190	1260	1870	1030	1890	1940	1990	1890	2310	2200	1790	1860	2120	1966	1600	1880	1990	1540	2210	260	1300	160	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	127	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34428	1077	1031	1702	814	903	1298	1705	809	861	1241	722	1384	1376	1382	1322	1509	1526	1216	1281	1403	1454	1411	1226	1227	1063	1451	179	1057	160	638					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1689	44	69	97	38	54	58	114	40	52	96	55	101	70	39	15	85	121	44	19	53	86	50	37	91	29	51	81	0	0	0					
6	Число погашенных избирательных бюллетеней	12632	222	530	521	248	423	604	251	341	347	533	253	405	494	569	553	716	553	530	560	664	426	139	617	672	448	708	0	243	0	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1816	171	69	97	38	54	58	114	40	52	96	55	101	70	39	15	85	121	44	19	53	86	50	37	91	29	51	81	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34402	1077	1027	1698	814	903	1298	1705	809	859	1241	719	1384	1376	1377	1321	1509	1524	1216	1277	1403	1454	1411	1226	1227	1062	1451	179	1057	160	638					
9	Число недействительных избирательных бюллетеней	606	24	22	13	0	18	24	27	17	9	19	14	25	27	35	22	41	14	23	23	29	39	5	27	28	30	26	6	1	3	15					
10	Число действительных избирательных бюллетеней	35612	1224	1074	1782	852	939	1332	1792	832	902	1318	760	1460	1419	1381	1314	1553	1631	1237	1273	1427	1501	1456	1236	1290	1061	1476	254	1056	157	623					
