Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Базарно-Карабулакская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
1	"Число избирателей, внесенных в списки избирателей"	25811	1792	1793	1567	1578	1560	1484	655	762	609	496	804	563	733	1012	1461	360	1662	528	556	861	1397	420	341	234	840	332	400	477	359	175					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26365	1830	1730	1500	1500	1640	1530	680	785	615	505	830	595	730	1025	1500	365	1850	525	590	875	1470	465	345	245	845	350	415	500	355	175					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20583	1193	1360	1071	1133	1269	1238	499	715	576	462	746	434	594	619	1243	297	1130	479	466	565	1363	365	297	217	835	261	363	350	298	145					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2212	78	104	138	63	73	169	85	33	23	15	42	117	73	256	137	50	149	40	80	136	12	45	33	15	4	68	30	96	28	20					
6	Число погашенных избирательных бюллетеней	3570	559	266	291	304	298	123	96	37	16	28	42	44	63	150	120	18	571	6	44	174	95	55	15	13	6	21	22	54	29	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2212	78	104	138	63	73	169	85	33	23	15	42	117	73	256	137	50	149	40	80	136	12	45	33	15	4	68	30	96	28	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20543	1193	1360	1071	1098	1269	1238	499	715	576	462	746	434	594	619	1243	297	1130	479	466	565	1363	365	297	217	830	261	363	350	298	145					
9	Число недействительных избирательных бюллетеней	358	37	28	23	0	55	5	19	0	0	2	0	0	0	21	6	62	11	0	2	21	0	43	19	0	0	2	0	0	2	0					
10	Число действительных избирательных бюллетеней	22397	1234	1436	1186	1161	1287	1402	565	748	599	475	788	551	667	854	1374	285	1268	519	544	680	1375	367	311	232	834	327	393	446	324	165					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	996	65	31	75	30	65	40	38	25	10	20	25	25	30	12	59	15	182	20	23	30	60	15	4	10	17	15	15	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	996	65	31	75	30	65	40	38	25	10	20	25	25	30	12	59	15	182	20	23	30	60	15	4	10	17	15	15	15	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	267	15	83	12	60	6	3	2	5	3	5	0	0	2	13	5	8	14	3	7	2	5	0	1	0	3	1	1	4	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	247	12	25	24	31	7	9	9	4	2	25	5	9	11	1	5	2	23	5	10	7	0	10	2	0	0	3	0	3	3	0					
		1.09%	0.94%	1.71%	1.99%	2.67%	0.52%	0.64%	1.54%	0.53%	0.33%	5.24%	0.63%	1.63%	1.65%	0.11%	0.36%	0.58%	1.80%	0.96%	1.83%	0.99%	0.00%	2.44%	0.61%	0.00%	0.00%	0.91%	0.00%	0.67%	0.92%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	6	6	6	5	4	0	2	0	1	4	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	0	0	1	0	1					
		0.19%	0.47%	0.41%	0.50%	0.43%	0.30%	0.00%	0.34%	0.00%	0.17%	0.84%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.16%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.61%					
20	3.Политическая партия «Демократическая партия России»	22	2	0	4	3	0	0	3	0	1	1	0	1	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0					
