Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Дубенская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №143	УИК №144	УИК №145	УИК №148	УИК №149	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10770	517	343	421	1511	1426	345	459	223	66	191	491	373	268	51	354	342	329	763	742	221	187	455	308	384									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10897	521	342	424	1515	1447	348	466	229	69	190	503	375	272	53	354	344	333	765	747	222	191	462	308	417									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9472	454	295	378	1316	1237	310	400	195	58	163	434	318	232	45	315	299	279	683	659	208	166	394	280	354									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	692	39	31	25	63	98	23	27	16	4	13	33	33	19	4	21	25	25	47	51	4	13	35	13	30									
6	Число погашенных избирательных бюллетеней	733	28	16	21	136	112	15	39	18	7	14	36	24	21	4	18	20	29	35	37	10	12	33	15	33									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	692	39	31	25	63	98	23	27	16	4	13	33	33	19	4	21	25	25	47	51	4	13	35	13	30									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9472	454	295	378	1316	1237	310	400	195	58	163	434	318	232	45	315	299	279	683	659	208	166	394	280	354									
9	Число недействительных избирательных бюллетеней	9	0	0	0	2	2	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1									
10	Число действительных избирательных бюллетеней	10155	493	326	403	1377	1333	333	427	210	62	176	467	351	251	49	334	324	304	730	709	212	179	429	293	383									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	135	7	4	3	25	25	5	5	2	1	2	6	3	2	1	3	4	3	6	5	3	3	4	3	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	133	7	4	3	25	25	5	5	2	1	2	6	3	2	1	3	4	3	6	5	3	3	4	1	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	2	2	0	6	1	2	1	0	0	4	0	1	1	0	1	0	2	2	1	2	0	2	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	65	6	4	1	12	7	0	1	0	0	0	0	3	2	0	1	5	3	6	7	4	1	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	19	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	6	3	1	0	4	0	1	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.21%	0.00%	0.40%	0.00%	0.00%	0.00%	1.97%	0.41%	0.14%	0.00%	2.23%	0.00%	0.34%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	6	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9416	469	302	376	1259	1234	320	393	193	59	161	444	332	228	47	308	308	289	659	654	192	165	399	268	357									
		92.64%	95.13%	92.64%	93.30%	91.30%	92.43%	96.10%	92.04%	91.47%	95.16%	91.48%	95.07%	94.59%	90.84%	95.92%	91.67%	95.06%	95.07%	90.27%	92.11%	90.57%	92.18%	93.01%	91.47%	92.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	210	5	5	4	41	38	4	7	7	2	4	8	2	7	2	7	8	5	11	1	6	9	10	8	9									
		2.07%	1.01%	1.53%	0.99%	2.97%	2.85%	1.20%	1.64%	3.32%	3.23%	2.27%	1.71%	0.57%	2.79%	4.08%	2.08%	2.47%	1.64%	1.51%	0.14%	2.83%	5.03%	2.33%	2.73%	2.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.30%	0.00%	0.00%	0.14%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	369	16	16	21	55	33	5	27	6	1	8	10	14	10	0	14	7	0	36	35	10	0	16	15	14									
		3.63%	3.25%	4.91%	5.21%	3.99%	2.47%	1.50%	6.32%	2.84%	1.61%	4.55%	2.14%	3.99%	3.98%	0.00%	4.17%	2.16%	0.00%	4.93%	4.93%	4.72%	0.00%	3.73%	5.12%	3.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	95	3	3	2	13	25	4	0	2	0	3	3	2	4	0	4	1	4	6	3	4	1	4	1	3									
		0.93%	0.61%	0.92%	0.50%	0.94%	1.87%	1.20%	0.00%	0.95%	0.00%	1.70%	0.64%	0.57%	1.59%	0.00%	1.19%	0.31%	1.32%	0.82%	0.42%	1.89%	0.56%	0.93%	0.34%	0.78%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
