Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Белоярская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36					
1	"Число избирателей, внесенных в список избирателей"	19279	1529	1488	1308	2009	1770	1341	1243	1535	890	282	1065	1101	890	915	942	971					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18312	1370	1340	1135	1810	1960	1140	1125	1370	805	270	1050	1220	890	920	952	955					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	678	0	0	0	0	0	11	0	0	0	0	175	0	49	0	231	212					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15449	1143	1161	1063	1498	1496	971	985	1225	693	270	872	1065	839	913	602	653					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	295	1	8	8	9	66	24	8	19	24	0	0	10	0	0	69	49					
6	Число погашенных избирательных бюллетеней	1890	226	171	64	303	398	134	132	126	88	0	3	145	2	7	50	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	973	1	8	8	9	66	35	8	19	24	0	175	10	49	0	300	261					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15430	1143	1161	1063	1498	1496	971	985	1206	693	270	872	1065	839	913	602	653					
9	Число недействительных избирательных бюллетеней	342	7	3	11	15	28	3	14	9	9	0	166	29	31	5	9	3					
10	Число действительных избирательных бюллетеней	16061	1137	1166	1060	1492	1534	1003	979	1216	708	270	881	1046	857	908	893	911					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	700	50	50	50	50	50	50	50	50	50	10	50	50	50	50	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	293	12	20	15	31	16	9	20	13	11	0	11	45	44	18	18	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	3	2	1	7	1	8	3	1	5	0	6	5	11	0	6	1					
14	Число погашенных неиспользованных открепительных удостоверений	407	38	30	35	19	34	41	30	37	39	10	39	5	6	32	2	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	6	4	0	5	4	3	5	1	2	0	2	9	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1037	70	109	50	71	181	62	129	70	70	19	23	57	21	7	61	37					
		6.32%	6.12%	9.32%	4.67%	4.71%	11.59%	6.16%	12.99%	5.71%	9.76%	7.04%	2.20%	5.30%	2.36%	0.77%	6.76%	4.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1872	135	189	147	259	273	164	165	191	131	31	24	36	27	24	37	39					
		11.41%	11.80%	16.17%	13.73%	17.19%	17.48%	16.30%	16.62%	15.59%	18.27%	11.48%	2.29%	3.35%	3.04%	2.63%	4.10%	4.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	11	4	6	3	22	8	2	10	3	3	4	9	5	4	8	10					
		0.68%	0.96%	0.34%	0.56%	0.20%	1.41%	0.80%	0.20%	0.82%	0.42%	1.11%	0.38%	0.84%	0.56%	0.44%	0.89%	1.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	739	50	22	27	49	141	57	85	58	58	6	18	36	21	16	67	28					
		4.51%	4.37%	1.88%	2.52%	3.25%	9.03%	5.67%	8.56%	4.73%	8.09%	2.22%	1.72%	3.35%	2.36%	1.75%	7.43%	3.06%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	144	13	5	12	5	21	9	14	14	6	3	6	8	7	4	9	8					
		0.88%	1.14%	0.43%	1.12%	0.33%	1.34%	0.89%	1.41%	1.14%	0.84%	1.11%	0.57%	0.74%	0.79%	0.44%	0.99%	0.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12105	850	834	816	1103	889	701	583	863	440	205	804	898	775	850	709	785					
		73.80%	74.30%	71.34%	76.19%	73.19%	56.91%	69.68%	58.71%	70.45%	61.37%	75.93%	76.79%	83.53%	87.27%	93.10%	78.60%	85.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	8	3	2	2	7	2	1	10	0	3	2	2	1	3	2	4					
		0.32%	0.70%	0.26%	0.19%	0.13%	0.45%	0.20%	0.10%	0.82%	0.00%	1.11%	0.19%	0.19%	0.11%	0.33%	0.22%	0.44%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
